,EIN,SEC_NAME,FRCD,SUBSECCD,TAXPER,ASSETS,INCOME,NAME,ADDRESS,CITY,STATE,NTEECONF,NTEEFINAL,NAICS,ZIP5,OUTNCCS,OUTREAS,RULEDATE,FIPS,FNDNCD,PMSA,MSA_NECH,CASSETS,CFINSRC,CTAXPER,CTOTREV,ACCPER,RANDNUM,NTEECC,NTEE1,LEVEL4,LEVEL1,NTMAJ10,MAJGRPB,LEVEL3,LEVEL2,NTMAJ12,NTMAJ5,FILER,ZFILER
282051,237170147,,10,9,201703.0,1242680.0,8420955.0,AGC HEALTH BENEFIT TRUST FUND,9450 SW COMMERCE CIR STE 200,WILSONVILLE,OR,,E80,524114.0,97070.0,IN,,197202,41005.0,0,6440.0,6442.0,1504442.0,16eofinextract990.dat,201503.0,8493292.0,3.0,0.01236534651272858,E80,E,E,O,HE,E,HE,O,HE,HE,Y,N
282181,237170484,,10,7,201712.0,55441.0,105256.0,UMPQUA KENNEL CLUB,PO BOX 189,ROSEBURG,OR,,D60,812910.0,97470.0,IN,,197407,41019.0,0,,,55697.0,16eofinextractez.dat,201512.0,79113.0,12.0,0.2865653779075267,D60,D,D,O,EN,D,EN,O,EN,OT,Y,N
282814,237173303,111234 FLORENCE OR,10,3,201806.0,166837.0,89562.0,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,PO BOX 1209,FLORENCE,OR,,S81,813410.0,97439.0,IN,,200210,41039.0,16,,2400.0,152923.0,16eofinextractez.dat,201606.0,34045.0,6.0,0.015521825859852182,S81,S,S,PC,PU,S,PB,O,PU,OT,Y,N
283005,237174336,,10,3,201706.0,644764.0,168483.0,FOUNDATION OF THE ROTARY CLUB OF EAST PORTLAND,PO BOX 14664,PORTLAND,OR,,S80,813410.0,97293.0,IN,,197205,41051.0,15,6440.0,6442.0,528946.0,16eofinextract990.dat,201506.0,94641.0,6.0,0.7828709465813161,S80,S,S,PC,PU,S,PB,O,PU,OT,Y,N
283517,237177330,,10,5,201803.0,89194.0,493320.0,SOUTHERN OREGON HORSE RACING ASSOC INC,PO BOX 1694,GRANTS PASS,OR,,N69,713990.0,97537.0,IN,,197506,41029.0,0,,4890.0,104389.0,16eofinextract990.dat,201603.0,416585.0,3.0,0.6680527652680835,N69,N,N,O,HU,N,HS,O,HU,HU,Y,N
284094,237181141,,10,3,201712.0,789868.0,87188.0,POLK COUNTY HISTORICAL SOCIETY,PO BOX 67,MONMOUTH,OR,,A82,712120.0,97361.0,IN,,199402,41053.0,15,7080.0,6442.0,746334.0,16eofinextract990.dat,201512.0,45141.0,12.0,0.9126793314283944,A82,A,A,PC,AR,A,AR,O,AR,AR,Y,N
284297,237181999,,10,3,201706.0,215023.0,448480.0,ASSOCIATED STUDENTS OF LINFIELD COLLEGE,900 SE BAKER ST,MCMINNVILLE,OR,,B80,611710.0,97128.0,IN,,197204,41071.0,16,6440.0,6442.0,167400.0,16eofinextract990.dat,201506.0,421968.0,6.0,0.8045595439280491,B80,B,B,PC,ED,B,ED,O,ED,ED,Y,N
285608,237194115,,10,6,201712.0,382045.0,966525.0,PACIFIC NORTHWEST UTILITIES CONFERENCE COMMITTEE,101 SW MAIN ST,PORTLAND,OR,,W80,221000.0,97204.0,IN,,197310,41051.0,0,6440.0,6442.0,338081.0,16eofinextract990.dat,201512.0,926710.0,12.0,0.804020140511163,W80,W,W,O,PU,W,PB,O,PU,OT,Y,N
285918,237199077,,10,12,201712.0,2732825.0,572444.0,GRAND RONDE COMMUNITY WATER ASSOCIATION,PO BOX 253,GRAND RONDE,OR,,W80,221000.0,97347.0,IN,,197406,41053.0,0,7080.0,6442.0,2520624.0,16eofinextract990.dat,201512.0,536895.0,12.0,0.09870376380354984,W80,W,W,O,PU,W,PB,O,PU,OT,Y,N
286031,237200802,,10,6,201712.0,356300.0,226841.0,NORTHWEST CHAPTER OF THE AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES,PO BOX 1054,KLAMATH FALLS,OR,,S41,813910.0,97601.0,IN,,198007,41035.0,0,,,241286.0,16eofinextract990.dat,201512.0,197154.0,12.0,0.7532214390110757,S41,S,S,O,PU,S,PB,O,PU,OT,Y,N
286248,237203564,,10,6,201712.0,7269994.0,5116354.0,NATIONAL INTRAMURAL ASSOCIATION,4185 SW RESEARCH WAY,CORVALLIS,OR,,S41,813910.0,97333.0,IN,,197301,41003.0,0,,,6902803.0,16eofinextract990.dat,201512.0,4119354.0,12.0,0.13455770862611116,S41,S,S,O,PU,S,PB,O,PU,OT,Y,N
286721,237207991,,10,3,201706.0,455001.0,471559.0,NESKOWIN VALLEY SCHOOL,10005 SLAB CREEK RD,NESKOWIN,OR,,B24,611110.0,97149.0,IN,,197309,41057.0,11,,,375866.0,16eofinextract990.dat,201506.0,184031.0,6.0,0.7377828821742806,B24,B,B,PC,ED,B,ED,O,ED,ED,Y,N
287282,237211735,,10,3,201708.0,1901724.0,590600.0,UNITED STATES JUDO FEDERATION,PO BOX 338,ONTARIO,OR,,N60,713990.0,97914.0,IN,,198408,41045.0,16,,,1746352.0,16eofinextract990.dat,201508.0,518842.0,8.0,0.1349494443585305,N60,N,N,PC,HU,N,HS,O,HU,HU,Y,N
287315,237211862,,20,3,201712.0,120804.0,43919.0,CLATSKANIE SENIOR CITIZENS INC,PO BOX 383,CLATSKANIE,OR,,P81,624120.0,97016.0,IN,,200407,41009.0,15,6440.0,6442.0,537975.0,16eofinextract990.dat,201512.0,38847.0,12.0,0.2350634230701656,P81,P,P,PC,HU,P,HS,O,HU,HU,Y,N
288068,237216447,,10,3,201712.0,38395.0,53649.0,OREGON PARTNERS OF THE AMERICAS INC,3220 FOREST GALE DR,FOREST GROVE,OR,,T70,813219.0,97133.0,IN,,197207,41067.0,16,6440.0,6442.0,45655.0,16eofinextractez.dat,201512.0,89991.0,12.0,0.7211413356233558,T70,T,T,PC,PU,T,ZE,S,PU,OT,Y,N
288372,237218995,,10,6,201712.0,26796.0,84800.0,OREGON SOCIETY OF ASSOCIATION MANAGEMENT,147 SE 102ND AVE,PORTLAND,OR,,S41,813910.0,97216.0,IN,,197301,41051.0,0,6440.0,6442.0,20890.0,16eofinextractez.dat,201512.0,90719.0,12.0,0.19289877566226146,S41,S,S,O,PU,S,PB,O,PU,OT,Y,N
288496,237220421,,10,3,201708.0,206295.0,1131553.0,TUALATIN HILLS SWIM CLUB,16055 SW WALKER RD PMB 152,BEAVERTON,OR,,N67,713990.0,97006.0,IN,,199610,41067.0,16,6440.0,6442.0,338494.0,16eofinextract990.dat,201508.0,778639.0,8.0,0.9299276628680238,N67,N,N,PC,HU,N,HS,O,HU,HU,Y,N
288923,237224578,,20,3,201712.0,113189.0,42293.0,EXPERIMENTAL AIRCRAFT ASSOCIATION INC PORTLAND CHAPTER 105,PO BOX 1264,CANBY,OR,,N50,713990.0,97013.0,IN,,199907,41005.0,16,6440.0,6442.0,105697.0,16eofinextractez.dat,201512.0,27300.0,12.0,0.2319360370937697,N50,N,N,PC,HU,N,HS,O,HU,HU,Y,N
289125,237226681,OREGON CHAPTER,10,3,201804.0,436756.0,161354.0,AMERICAN FISHERIES SOCIETY,PO BOX 8062,PORTLAND,OR,,D33,813312.0,97207.0,IN,,197211,41051.0,16,6440.0,6442.0,330137.0,16eofinextract990.dat,201604.0,246255.0,4.0,0.34055536929543706,D33,D,D,PC,EN,D,EN,O,EN,OT,Y,N
289224,237227761,,10,3,201706.0,875982.0,879335.0,CENTER FOR NON PROFIT LEGAL SERVICES,PO BOX 1586,MEDFORD,OR,,I80,541199.0,97501.0,IN,,197310,41029.0,15,,4890.0,777721.0,16eofinextract990.dat,201506.0,823748.0,6.0,0.3362224315062731,I80,I,I,PC,HU,I,HS,O,HU,HU,Y,N
289523,237230042,,10,3,201706.0,4499219.0,4853602.0,HOME LIFE INCORPORATED,2068 NW FILLMORE AVE,CORVALLIS,OR,,P73,623990.0,97339.0,IN,,197211,41003.0,15,,,4350103.0,core2014pc,201506.0,3836099.0,6.0,0.3246755482234616,P73,P,P,PC,HU,P,HS,O,HU,HU,Y,N
289910,237232987,,10,3,201709.0,797044.0,995511.0,KBOO FOUNDATION,20 SE 8TH AVE,PORTLAND,OR,,A1134,813219.0,97214.0,IN,,197502,41051.0,15,6440.0,6442.0,854782.0,16eofinextract990.dat,201509.0,899538.0,9.0,0.6559745471981242,A113,A,A,PC,AR,A,ZA,S,AR,AR,Y,N
290699,237237233,,10,3,201712.0,38411.0,165071.0,NORTHWEST YOUTH RODEO ASSOCIATION,PO BOX 532,YAMHILL,OR,,N69,713990.0,97070.0,IN,,199604,41005.0,16,6440.0,6442.0,30558.0,16eofinextractez.dat,201512.0,142169.0,12.0,0.38282032245535547,N69,N,N,PC,HU,N,HS,O,HU,HU,Y,N
290988,237240503,RAINBOW VILLAGE,10,3,201712.0,1094904.0,590367.0,RAINBOW VILLAGE APTS INC,1250 RAINBOW DRIVE,SPRINGFIELD,OR,,L20,624229.0,97477.0,IN,,197512,41039.0,16,,2400.0,839991.0,16eofinextract990.dat,201512.0,544028.0,12.0,0.8652430644716782,L20,L,L,PC,HU,L,HS,O,HU,HU,Y,N
292025,237252406,,10,3,201712.0,12031951.0,4186124.0,GOOD SAMARITAN HOSPITAL FOUNDATION CORVALLIS,PO BOX 1068,CORVALLIS,OR,,E11,813219.0,97339.0,IN,,197502,41003.0,15,,,10943136.0,16eofinextract990.dat,201512.0,2702817.0,12.0,0.1889841185884904,E11,E,E,PC,HE,E,ZA,S,HE,HE,Y,N
292267,237254097,,10,3,201706.0,5167556.0,4519224.0,INTEGRATED SUPPORTS FOR LIVING INC,1880 FISHER RD NE,SALEM,OR,,L20,624229.0,97302.0,IN,,197711,41047.0,15,7080.0,6442.0,3026567.0,16eofinextract990.dat,201506.0,702176.0,6.0,0.6591388549451999,L20,L,L,PC,HU,L,HS,O,HU,HU,Y,N
292502,237256802,,10,3,201706.0,14468419.0,8524604.0,LAUREL HILL CENTER,2145 CENTENNIAL PLZ,EUGENE,OR,,F33,623220.0,97401.0,IN,,197405,41039.0,15,,2400.0,10522495.0,16eofinextract990.dat,201506.0,4213238.0,6.0,0.17457761797568094,F33,F,F,PC,HE,F,HE,O,HE,HE,Y,N
292591,237257390,,10,3,201709.0,19801409.0,28684899.0,HOLT INTERNATIONAL CHILDRENS SERVICES INC,250 COUNTRY CLUB RD,EUGENE,OR,,P31,624110.0,97401.0,IN,,197208,41039.0,15,,2400.0,19334948.0,16eofinextract990.dat,201509.0,16998375.0,9.0,0.1937653175756051,P31,P,P,PC,HU,P,HS,O,HU,HU,Y,N
292736,237259232,,10,3,201712.0,198623.0,101957.0,NORTHWEST YEARLY MEETING OF FRIENDS FOUNDATION,200 N MERIDIAN ST,NEWBERG,OR,,T70,813219.0,97132.0,IN,,197308,41071.0,16,6440.0,6442.0,103577.0,16eofinextractez.dat,201512.0,49512.0,12.0,0.6016562694527088,T70,T,T,PC,PU,T,ZE,S,PU,OT,Y,N
292782,237259489,,10,3,201712.0,144248.0,886773.0,SOCIETY OF NORTH AMERICAN GOLDSMITHS,PO BOX 1355,EUGENE,OR,,J22,624310.0,97440.0,IN,,201005,41039.0,16,,2400.0,238678.0,16eofinextract990.dat,201512.0,1034267.0,12.0,0.6912917207144239,J22,J,J,PC,HU,J,HS,O,HU,HU,Y,N
293694,237269836,,10,6,201712.0,25845.0,66237.0,OREGON BUILDING CONGRESS,9450 SW COMMERCE CIRCLE NO 260,WILSONVILLE,OR,,S99,813410.0,97070.0,IN,,197304,41005.0,0,6440.0,6442.0,28565.0,16eofinextractez.dat,201512.0,64500.0,12.0,0.14571340278164502,S99,S,S,O,PU,S,PB,O,PU,OT,Y,N
294676,237279838,,20,2,201712.0,236919.0,9.0,AWPPW LOCAL 13 BUILDING CORPORATION,PO BOX 640,TOLEDO,OR,,J40,813930.0,97391.0,IN,,197303,41041.0,0,,,250762.0,16eofinextractez.dat,201512.0,10.0,12.0,0.9953591232640859,J40,J,J,O,HU,J,HS,O,HU,HU,Y,N
295040,237283106,,10,3,201710.0,99490.0,108729.0,CREATIVE ARTS COMMUNITY,PO BOX 4958,PORTLAND,OR,,A25,611610.0,97208.0,IN,,197305,41051.0,16,6440.0,6442.0,80293.0,16eofinextractez.dat,201510.0,90874.0,10.0,0.7048831960153971,A25,A,A,PC,AR,A,AR,O,AR,AR,Y,N
295052,237283223,2277 PORTLAND CC FACULTY FEDERATION,10,5,201706.0,589337.0,1194476.0,AMERICAN FEDERATION OF TEACHERS,PO BOX 19389,PORTLAND,OR,,B03,813920.0,97280.0,IN,,196711,41051.0,0,6440.0,6442.0,562778.0,16eofinextract990.dat,201506.0,1200696.0,6.0,0.2571612353520269,B03,B,B,O,ED,B,ED,O,ED,ED,Y,N
295264,237287219,,10,3,201712.0,216749.0,50818.0,EAST CASCADES AUDUBON SOCIETY,PO BOX 565,BEND,OR,,C30,813312.0,97709.0,IN,,197407,41017.0,15,,,200545.0,16eofinextractez.dat,201512.0,36281.0,12.0,0.8476624441724705,C30,C,C,PC,EN,C,EN,O,EN,OT,Y,N
295585,237291187,,10,3,201706.0,1989184.0,928062.0,HOLLYWOOD SENIOR CENTER,1820 NE 40TH AVE,PORTLAND,OR,,P81,624120.0,97212.0,IN,,197508,41051.0,15,6440.0,6442.0,1890322.0,16eofinextract990.dat,201506.0,889211.0,6.0,0.8502072598514041,P81,P,P,PC,HU,P,HS,O,HU,HU,Y,N
296793,237302688,,20,3,201712.0,7208.0,37080.0,JESCO CLUB INC,340 BLAIR BLVD,EUGENE,OR,,G80,813212.0,97402.0,IN,,198511,41039.0,16,,2400.0,16326.0,16eofinextract990.dat,201512.0,46318.0,12.0,0.3872607045172042,G80,G,G,PC,HE,G,HE,O,HE,HE,Y,N
296847,237303154,,10,3,201706.0,132759.0,159902.0,FOUNDATION OF THE ROTARY CLUB OF FOREST GROVE,PO BOX 125,FOREST GROVE,OR,,S80,813410.0,97116.0,IN,,197508,41067.0,15,6440.0,6442.0,132071.0,16eofinextractez.dat,201506.0,67764.0,6.0,0.3344976461226048,S80,S,S,PC,PU,S,PB,O,PU,OT,Y,N
297122,237305143,,10,4,201806.0,600200.0,181735.0,EMERALD EMPIRE GUN CLUB INC,PO BOX 1225,SPRINGFIELD,OR,,N61,713990.0,97477.0,IN,,198404,41039.0,0,,2400.0,476233.0,16eofinextractez.dat,201506.0,109545.0,6.0,0.8958652513270114,N61,N,N,O,HU,N,HS,O,HU,HU,Y,N
297409,237309413,,10,6,201806.0,72221.0,120121.0,CENTRAL POINT AREA CHAMBER OF COMMERCE,650 PINE STREET,CENTRAL POINT,OR,,S41,813910.0,97502.0,IN,,201502,41029.0,0,,4890.0,7308.0,core2014co,201506.0,47352.0,6.0,0.7454319033495201,S41,S,S,O,PU,S,PB,O,PU,OT,Y,N
298064,237315437,,10,6,201712.0,1564633.0,910436.0,MULTNOMAH BAR ASSOCIATION,620 SW 5TH AVE STE 1220,PORTLAND,OR,,I03,813920.0,97204.0,IN,,197310,41051.0,0,6440.0,6442.0,1578638.0,16eofinextract990.dat,201512.0,924348.0,12.0,0.3037864362638397,I03,I,I,O,HU,I,HS,O,HU,HU,Y,N
298086,237315673,,10,3,201712.0,1945213322.0,449638506.0,OREGON COMMUNITY FOUNDATION,1221 SW YAMHILL ST STE 100,PORTLAND,OR,,T31,813211.0,97205.0,IN,,197311,41051.0,15,6440.0,6442.0,1608791803.0,16eofinextract990.dat,201512.0,89800893.0,12.0,0.3547282550169921,T31,T,T,PC,PU,T,ZD,S,PU,OT,Y,N
298504,237318340,OREGON CHAPTER,10,6,201706.0,381577.0,224734.0,OREGON ASSOCIATION OF TAX CONSULTANTS,3075 SE CENTURY BLVD STE 110,HILLSBORO,OR,B,S0241,541618.0,97123.0,IN,,197809,41067.0,0,6440.0,6442.0,359034.0,16eofinextract990.dat,201506.0,202242.0,6.0,0.08458103280887808,S024,S,S,O,PU,S,PB,O,PU,OT,Y,N
299280,237324136,315 LOCAL MAIL HANDLERS,10,5,201712.0,129692.0,296989.0,LABORERS INTERNATIONAL UNION OF NORTH AMERICA,PO BOX 3481,PORTLAND,OR,,J40,813930.0,97208.0,IN,,194009,41051.0,0,6440.0,6442.0,144701.0,16eofinextract990.dat,201512.0,287790.0,12.0,0.9460068979701326,J40,J,J,O,HU,J,HS,O,HU,HU,Y,N
299806,237327825,,20,3,201712.0,626584.0,33612.0,KLEOS MINISTRIES INC,PO BOX 141,KLAMATH FALLS,OR,,P70,623990.0,97601.0,IN,,197401,41035.0,16,,,771535.0,core2014pc,201412.0,61218.0,12.0,0.4270910335826776,P70,P,P,PC,HU,P,HS,O,HU,HU,Y,N
299975,237328974,,10,5,201808.0,486204.0,337954.0,WASHINGTON COUNTY POLICE OFFICERS ASSOCIATION,PO BOX 513,HILLSBORO,OR,,I0360,813920.0,97123.0,IN,,197403,41067.0,0,6440.0,6442.0,431527.0,16eofinextract990.dat,201608.0,340071.0,8.0,0.7306971883770658,I036,I,I,O,HU,I,HS,O,HU,HU,Y,N
300495,237332778,,10,3,201706.0,19691993.0,28864533.0,UNIVERSITY OF OREGON BOOKSTORE INC,895 E 13TH AVE,EUGENE,OR,,B80,611710.0,97401.0,IN,,197307,41039.0,16,,2400.0,22443636.0,16eofinextract990.dat,201506.0,29822339.0,6.0,0.7376571399782732,B80,B,B,PC,ED,B,ED,O,ED,ED,Y,N
300819,237334851,OREGON,10,3,201805.0,307118.0,1120856.0,NATIONAL ACADEMY OF ARTISTIC GYMNASTICS,1205 OAK PATCH RD,EUGENE,OR,,N60,713990.0,97402.0,IN,,197401,41039.0,11,,2400.0,216457.0,16eofinextract990.dat,201605.0,918179.0,5.0,0.6754278795424744,N60,N,N,PC,HU,N,HS,O,HU,HU,Y,N
301877,237345974,,10,3,201612.0,1599553.0,628861.0,MOUNT PISGAH ARBORETUM,34901 FRANK PARRISH RD,EUGENE,OR,,C41,712130.0,97405.0,IN,,197411,41039.0,16,,2400.0,1379293.0,16eofinextract990.dat,201512.0,532856.0,12.0,0.8655985408544535,C41,C,C,PC,EN,C,EN,O,EN,OT,Y,N
301898,237346102,,1,3,201712.0,722959.0,63865.0,WHOLE SYSTEMS FOUNDATION,PO BOX 511,TALENT,OR,,B12,813219.0,97540.0,IN,,197404,41029.0,3,,4890.0,,,,,12.0,0.35222660122349925,B12,B,B,PF,ED,B,ZB,S,ED,ED,Y,N
302152,237348164,,20,7,201712.0,114575.0,33496.0,GIANT SCHNAUZER CLUB OF AMERICA INC,58508 MCINTYRE RD,LA GRANDE,OR,,N50,713990.0,97850.0,IN,,197401,41061.0,0,,,129962.0,16eofinextractez.dat,201512.0,41097.0,12.0,0.9773974918618752,N50,N,N,O,HU,N,HS,O,HU,HU,Y,N
302444,237351232,,10,6,201706.0,498428.0,126128.0,AMERICAN ASSOCIATION FOR WOMEN IN COMMUNITY COLLEGES,PO BOX 14007,SALEM,OR,,B03,813920.0,97309.0,IN,,197604,41047.0,0,7080.0,6442.0,488248.0,16eofinextract990.dat,201506.0,184924.0,6.0,0.9108968491858916,B03,B,B,O,ED,B,ED,O,ED,ED,Y,N
303092,237355533,4370411 TIGARD LL,10,3,201709.0,95102.0,127677.0,LITTLE LEAGUE BASEBALL INC,PO BOX 230359,TIGARD,OR,,N63,713990.0,97281.0,IN,,197404,41067.0,15,6440.0,6442.0,116261.0,16eofinextract990.dat,201509.0,99493.0,9.0,0.9602852219510872,N63,N,N,PC,HU,N,HS,O,HU,HU,Y,N
303478,237358083,,10,6,201806.0,523449.0,243838.0,CFA SOCIETY OF PORTLAND INC,PO BOX 1388,PORTLAND,OR,B,S41,813910.0,97207.0,IN,,200303,41051.0,0,6440.0,6442.0,414279.0,16eofinextract990.dat,201506.0,44448.0,6.0,0.19628594113726214,S41,S,S,O,PU,S,PB,O,PU,OT,Y,N
303631,237359693,,10,3,201612.0,399381.0,81354.0,KIWANIS FOUNDATION INC REDMOND,PO BOX 253,REDMOND,OR,,S80,813410.0,97756.0,IN,,197404,41017.0,15,,,338698.0,16eofinextractez.dat,201512.0,42274.0,12.0,0.13702423395776708,S80,S,S,PC,PU,S,PB,O,PU,OT,Y,N
304698,237366812,,10,3,201712.0,10743740.0,16264749.0,ROGUE COMMUNITY HEALTH,900 E MAIN ST,MEDFORD,OR,,E30,621498.0,97504.0,IN,,197407,41029.0,15,,4890.0,8791965.0,16eofinextract990.dat,201512.0,11169658.0,12.0,0.9083322763670018,E30,E,E,PC,HE,E,HE,O,HE,HE,Y,N
304973,237368586,1ST WAY,20,3,201712.0,76880.0,26611.0,1ST WAY OF EUGENE INC,PO BOX 1704,SPRINGFIELD,OR,,T70,813219.0,97401.0,IN,,197405,41039.0,15,,2400.0,100362.0,core2014pc,201412.0,99485.0,12.0,0.04112136741279115,T70,T,T,PC,PU,T,ZE,S,PU,OT,Y,N
304974,237368589,,20,3,201712.0,93578.0,31395.0,PORTLAND SOCIETY FOR CALLIGRAPHY,2915 NE 21ST AVE,PORTLAND,OR,,A20,710000.0,97212.0,IN,,197405,41051.0,16,6440.0,6442.0,92038.0,16eofinextractez.dat,201512.0,40418.0,12.0,0.6836827656597708,A20,A,A,PC,AR,A,AR,O,AR,AR,Y,N
305277,237371454,,10,3,201806.0,666376.0,205264.0,NEWBERG ROTARY FOUNDATION,PO BOX 1029,NEWBERG,OR,,S1280,813219.0,97132.0,IN,,197706,41071.0,15,6440.0,6442.0,751553.0,16eofinextract990.dat,201506.0,355787.0,6.0,0.63751413937165,S128,S,S,PC,PU,S,ZB,S,PU,OT,Y,N
305777,237376022,,10,5,201612.0,285469.0,84296.0,BEND CITY POLICE ASSOCIATION,555 NE 15TH ST,BEND,OR,,I0360,813920.0,97701.0,IN,,197406,41017.0,0,,,295636.0,core2014co,201412.0,76385.0,12.0,0.7231867019397529,I036,I,I,O,HU,I,HS,O,HU,HU,Y,N
306232,237379756,PORTLAND LUTH H S,60,3,201706.0,2432253.0,195401.0,PORTLAND LUTHERAN SCHOOL,1700 NE KNOTT ST,PORTLAND,OR,,B25,611110.0,97212.0,IN,,194107,41051.0,10,6440.0,6442.0,2819889.0,16eofinextract990.dat,201506.0,1273547.0,6.0,0.06320832840083067,B25,B,B,PC,ED,B,ED,O,ED,ED,Y,N
306580,237382469,,10,4,201710.0,616476.0,900858.0,PORTLAND METROPOLITAN SOFTBALL ASSOCIATION,10737 N UNION CT,PORTLAND,OR,,N63,713990.0,97217.0,IN,,0,41051.0,0,6440.0,6442.0,640638.0,16eofinextract990.dat,201510.0,371893.0,10.0,0.3358494089770395,N63,N,N,O,HU,N,HS,O,HU,HU,Y,N
307883,237393223,,10,3,201806.0,222602.0,327741.0,LABORS COMMUNITY SERVICE AGENCY INC,9955 SE WASHINGTON ST STE 211,PORTLAND,OR,,J20,561310.0,97216.0,IN,,197409,41051.0,15,6440.0,6442.0,161441.0,16eofinextract990.dat,201606.0,293403.0,6.0,0.3215189953490997,J20,J,J,PC,HU,J,HS,O,HU,HU,Y,N
308720,237399406,,20,3,201712.0,57925.0,40710.0,SANITAM MEMORIAL HOSPITAL AUXILIARY,1401 N 10TH AVE,STAYTON,OR,,E11,813219.0,97383.0,IN,,195607,41047.0,15,7080.0,6442.0,43128.0,16eofinextractez.dat,201512.0,17570.0,12.0,0.3040233075304349,E11,E,E,PC,HE,E,ZA,S,HE,HE,Y,N
309255,237404525,ACEC OREGON,10,6,201706.0,272522.0,590202.0,AMERICAN COUNCIL OF ENGINEERING COMPANIES OF OREGON,5319 SW WESTGATE DR STE 224,PORTLAND,OR,,U42,541710.0,97221.0,IN,,197509,41051.0,0,6440.0,6442.0,268552.0,core2014co,201406.0,505032.0,6.0,0.6464707253679368,U42,U,U,O,PU,U,PB,O,PU,OT,Y,N
310393,237415288,,20,3,201712.0,492638.0,44437.0,DEMOLAY ENDOWMENT FOUNDATION OF OREGON INC,3612 SE 52ND AVE,PORTLAND,OR,,O1150,813219.0,97206.0,IN,,198005,41051.0,15,6440.0,6442.0,494133.0,16eofinextractez.dat,201512.0,33424.0,12.0,0.5460428328614856,O115,O,O,PC,HU,O,ZA,S,HU,HU,Y,N
311196,237422295,,10,3,201712.0,171871.0,64759.0,VERNONIA SENIOR CITIZENS,939 BRIDGE ST,VERNONIA,OR,,P81,624120.0,97064.0,IN,,200009,41009.0,15,6440.0,6442.0,172083.0,16eofinextractez.dat,201512.0,111998.0,12.0,0.8461034894820403,P81,P,P,PC,HU,P,HS,O,HU,HU,Y,N
311346,237423789,,1,3,201712.0,30667587.0,10569550.0,CLARK FOUNDATION,9770 SW SUNSHINE CT,BEAVERTON,OR,,T20,813211.0,97005.0,IN,,196810,41067.0,4,6440.0,6442.0,,,,,12.0,0.2726015806498185,T20,T,T,PF,PU,T,ZC,S,PU,OT,Y,N
311722,237426300,,10,3,201703.0,1312601277.0,253230451.0,LEGACY HEALTH,1919 NW LOVEJOY ST,PORTLAND,OR,,E21,622110.0,97209.0,IN,,199312,41051.0,17,6440.0,6442.0,1092797777.0,16eofinextract990.dat,201503.0,185691177.0,3.0,0.2465392547762301,E21,E,E,PC,HE,EH,HE,S,EH,HE,Y,N
311850,237427640,,10,6,201712.0,223136.0,302521.0,OREGON ASSOCIATION OF DEFENSE COUNSEL,147 SE 102ND AVE,PORTLAND,OR,,I0380,813920.0,97216.0,IN,,198512,41051.0,0,6440.0,6442.0,213602.0,16eofinextract990.dat,201512.0,294494.0,12.0,0.7690045428380268,I038,I,I,O,HU,I,HS,O,HU,HU,Y,N
311854,237427658,,10,6,201712.0,23820.0,102408.0,OREGON CHAPTER OF THE AMERICAN SOCIETY OF LANDSCAPE ARCHITECTS,PO BOX 5711,PORTLAND,OR,,C40,712130.0,97216.0,IN,,197502,41051.0,0,6440.0,6442.0,35649.0,16eofinextractez.dat,201512.0,77767.0,12.0,0.17078547544561995,C40,C,C,O,EN,C,EN,O,EN,OT,Y,N
312857,237438503,,10,3,201712.0,6653122.0,1550502.0,WESTERN LANE COUNTY FOUNDATION,PO BOX 1589,FLORENCE,OR,,T31,813211.0,97439.0,IN,,197503,41039.0,15,,2400.0,5181954.0,16eofinextract990.dat,201512.0,199208.0,12.0,0.8074202136668642,T31,T,T,PC,PU,T,ZD,S,PU,OT,Y,N
312952,237439381,,20,6,201712.0,68839.0,38244.0,MID-COLUMBIA BOARD OF REALTORS,415 SHERMAN AVE,HOOD RIVER,OR,B,S47,531390.0,97031.0,IN,,197504,41027.0,0,,,53959.0,16eofinextractez.dat,201512.0,26843.0,12.0,0.5453146089831825,S47,S,S,O,PU,S,PB,O,PU,OT,Y,N
313016,237439847,142 VALE LODGE,20,10,201712.0,31555.0,1040.0,ANCIENT FREE & ACCEPTED MASONS OF OREGON,C/O JOE D MACKEY 3651 HARMONY LN,ONTARIO,OR,,Y42,813410.0,97914.0,IN,,195010,41045.0,0,,,,,,,12.0,0.8090409612365093,Y42,Y,Y,O,MU,Y,MO,M,MU,OT,Y,N
313705,237446298,,10,6,201805.0,146533.0,101024.0,OREGON COLLECTORS ASSOCIATION INC,PO BOX 4070,MEDFORD,OR,,N50,713990.0,97308.0,IN,,197511,41047.0,0,7080.0,6442.0,82148.0,core2014co,201405.0,118646.0,5.0,0.2761958463351312,N50,N,N,O,HU,N,HS,O,HU,HU,Y,N
313881,237448039,,20,3,201806.0,613879.0,39177.0,NORTH PLAINS SENIOR CITIZENS CENTER,PO BOX 147,NORTH PLAINS,OR,,P81,624120.0,97133.0,IN,,198307,41067.0,15,6440.0,6442.0,656927.0,16eofinextract990.dat,201606.0,35752.0,6.0,0.06540172240421438,P81,P,P,PC,HU,P,HS,O,HU,HU,Y,N
