,org_id,or_org,related_id,related_name
1138,711016384,1,930892261,COMMUNITY VOLUNTEER NETWORK
1139,711016384,1,930864466,RVM HOUSING CORPORATION
1140,711016384,1,930942933,RVM ASHLAND HOUSING CORPORATION
1141,711016384,1,943136037,RVM GRANTS PASS HOUSING CORPORATION
1142,711016384,1,943179782,RVM ROSEBURG HOUSING CORPORATION
1143,711016384,1,943162074,RVM MYRTLE CREEK HOUSING CORPORATION
1144,711016384,1,943163349,RVM BEND HOUSING CORPORATION
1145,711016384,1,943191447,RVM EAGLE POINT HOUSING CORPORATION
1146,711016384,1,943196455,RVM KLAMATH FALLS HOUSING CORPORATION
1147,711016384,1,943212537,RVM MEDFORD II HOUSING CORPORATION
1148,711016384,1,943194409,RVM LIVELY OAKS HOUSING CORPORATION
1149,711016384,1,943212538,RVM REEDSPORT HOUSING CORPORATION
1150,711016384,1,943212540,RVM YREKA HOUSING CORPORATION
1151,711016384,1,943247154,RVM EUGENE HOUSING CORPORATION
1152,711016384,1,311520436,RVM FORT WORTH I HOUSING CORPORATION
1153,711016384,1,943260016,RVM BEND II HOUSING CORPORATION
1154,711016384,1,311587415,RVM FORT WORTH II HOUSING CORPORATION
1155,711016384,1,311587418,RVM MEDFORD III HOUSING CORPORATION
1156,711016384,1,311587420,RVM ROSEBURG II HOUSING CORPORATION
1157,711016384,1,311662259,RVM GRANTS PASS II HOUSING CORPORATION
1158,711016384,1,311662208,RVM DAVIS HOUSING CORPORATION
1159,711016384,1,311715321,RVM MYRTLE CREEK II HOUSING CORPORATION
1160,711016384,1,311780332,RVM PORTLAND HOUSING CORPORATION
1161,711016384,1,300037898,RVM PORTLAND II HOUSING CORPORATION
1162,711016384,1,300315618,RVM CENTRAL POINT HOUSING CORPORATION
1163,711016384,1,900292647,RVM MANSFIELD HOUSING CORPORATION
1164,711016384,0,911859494,MIDDLETON GLEN INC
1165,711016384,0,470825736,SENIOR HOUSING OF MIDDLETON INC
1166,711016384,0,813784956,MIRABELLA AT ASU INC
1167,711016384,0,943008774,BAY AREA SENIOR SERVICES INC
1169,930323147,1,930887838,OREGON STATE COUNCIL
1170,930323147,0,237230166,CITIZEN ACTION FOR POLITICAL EDUCATION (CAPE)
1218,931326405,1,463852365,WESTERN RIVERS FORESTRY
1256,271790052,0,272491974,ADVANTAGE HEALTHSAINT MARY'S MEDICAL GROUP
1257,271790052,0,581492325,ALLEGANY FRANCISCAN MINISTRIES INC
1258,271790052,0,61450170,ASYLUM HILL FAMILY MEDICINE CENTER INC
1259,271790052,0,421500277,BAUM HARMON MERCY HOSPITAL
1260,271790052,0,262973307,BAUM HARMON MERCY HOSPITAL AND CLINICS FOUNDATION
1261,271790052,0,141651563,BEECHWOOD INC
1262,271790052,0,251436685,BETHLEHEM HAVEN OF PITTSBURGH
1263,271790052,0,141717028,BEVERWYCK INC
1264,271790052,0,42182395,BRIGHTSIDE INC
1265,271790052,0,141701597,CAPITAL REGION GERIATRIC CENTER INC
1266,271790052,0,201681131,CARING PARTNERS HOME HEALTH INC
1267,271790052,0,382507173,CATHERINE MCAULEY HEALTH SERVICES CORP
1269,271790052,0,262616342,COLUMBUS ACQUISITION CORP
1270,271790052,0,342032340,DILEY RIDGE MEDICAL CENTER
1271,271790052,0,262227941,DUBUQUE MERCY HEALTH FOUNDATION
1272,271790052,0,205383271,DYERSVILLE HEALTH FOUNDATION INC
1273,271790052,0,232515999,EAST NORRITON PHYSICIANS SERVICES INC
1274,271790052,0,141818568,EDDY LICENSED HOME CARE AGENCY
1275,271790052,0,461051881,EMBRACING AGE INC
1276,271790052,0,141795732,EMPIRE HOME INFUSION SERVICE INC
1277,271790052,0,42501711,FARREN CARE CENTER INC
1278,271790052,0,223008680,FRANCISCAN ELDERCARE CORPORATION
1279,271790052,0,208072723,GLACIER HILLS FOUNDATION
1280,271790052,0,381891500,GLACIER HILLS INC
1281,271790052,0,141794150,GLEN EDDY INC
1282,271790052,0,421253527,GLOBAL HEALTH MINISTRY
1283,271790052,0,261720984,GOOD SAMARITAN HOSPITAL INC
1284,271790052,0,363332852,GOTTLIEB COMMUNITY HEALTH SERVICES CORPORATION
1285,271790052,0,743260011,GOTTLIEB MEMORIAL FOUNDATION
1286,271790052,0,362379649,GOTTLIEB MEMORIAL HOSPITAL
1287,271790052,0,237270669,GRAND RAPIDS MEDICAL EDUCATION PARTNERS
1288,271790052,0,381386362,HACKLEY LIFE COUNSELING
1289,271790052,0,800102840,HAWTHORNE RIDGE INC
1290,271790052,0,830416893,HEART CENTER OF GREATER WATERBURY INC
1291,271790052,0,141725101,HERITAGE HOUSE NURSING CENTER INC
1292,271790052,0,521945054,HOLY CROSS CARENET INC
1293,271790052,0,208428450,HOLY CROSS HEALTH FOUNDATION INC
1294,271790052,0,520738041,HOLY CROSS HEALTH INC
1295,271790052,0,590791028,HOLY CROSS HOSPITAL INC
1296,271790052,0,465421068,HOLY CROSS OUTPATIENT SERVICES INC
1297,271790052,0,812531495,HOLY CROSS PRIMARY CARE INC
1298,271790052,0,810723591,HOME & COMMUNITY HEALTH SERVICES INC
1299,271790052,0,141514867,HOME AIDE SERVICE OF EASTERN NEW YORK INC
1300,271790052,0,421173708,HOSPICE OF NORTH IOWA
1301,271790052,0,383320710,HOSPICE OF SIOUXLAND
1302,271790052,0,383316559,IHA HEALTH SERVICES CORPORATION
1303,271790052,0,475676956,JOHNSON MEMORIAL HOSPITAL INC
1304,271790052,0,232519529,LANGHORNE MRI INC
1305,271790052,0,232571699,LANGHORNE PHYSICIAN SERVICES INC
1306,271790052,0,261854750,LIFE AT LOURDES INC
1307,271790052,0,452569214,LIFE AT ST FRANCIS HEALTHCARE INC
1308,271790052,0,222797282,LIFE ST FRANCIS CORPORATION
1309,271790052,0,272159847,LIFE ST JOSEPH OF THE PINES INC
1310,271790052,0,262976184,LIFE ST MARY
1311,271790052,0,222568525,LOURDES ANCILLARY SERVICES
1312,271790052,0,274357794,LOURDES CARDIOLOGY SERVICES PC
1313,271790052,0,223612265,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY
1314,271790052,0,474147171,LOYOLA MEDICINE TRANSPORT LLC
1315,271790052,0,363342448,LOYOLA UNIVERSITY HEALTH SYSTEM
1316,271790052,0,364015560,LOYOLA UNIVERSITY MEDICAL CENTER
1317,271790052,0,222564710,LTC (EDDY) INC
1318,271790052,0,383320705,MARIAN HOME HEALTHCARE
1319,271790052,0,911940902,MAXIS HEALTH SYSTEM
1320,271790052,0,61058086,MCAULEY CENTER INC
1321,271790052,0,382561013,MCAULEY CLINIC CORPORATION
1322,271790052,0,943436142,MCAULEY MINISTRIES
1323,271790052,0,141338457,MEMORIAL HOSPITAL ALBANY NY
1324,271790052,0,383320698,MERCY AMICARE HOME HEALTHCARE OAKLAND
1325,271790052,0,581448522,MERCY CARE FOUNDATION INC
1326,271790052,0,231352191,MERCY CATHOLIC MEDICAL CENTER OF SOUTHEASTERN PENNSYLVANIA
1327,271790052,0,61492707,MERCY COMMUNITY HEALTH INC
1328,271790052,0,232325059,MERCY FAMILY SUPPORT
1329,271790052,0,363227350,MERCY FOUNDATION INC
1330,271790052,0,383321856,MERCY GENERAL HEALTH PARTNERS AMICARE HOMECARE
1331,271790052,0,232829864,MERCY HEALTH FOUNDATION OF SOUTHEASTERN PENNSYLVANIA
1332,271790052,0,421478417,MERCY HEALTH NETWORK INC
1333,271790052,0,382589966,MERCY HEALTH PARTNERS
1334,271790052,0,222483605,MERCY HEALTH PLAN
1335,271790052,0,311373080,MERCY HEALTH SERVICES - IOWA CORP
1336,271790052,0,363163327,MERCY HEALTH SYSTEM OF CHICAGO
1337,271790052,0,232212638,MERCY HEALTH SYSTEM OF SOUTHEASTERN PENNSYLVANIA
1338,271790052,0,150532211,MERCY HEALTHCARE CENTER
1339,271790052,0,421316126,MERCY HEALTHCARE FOUNDATION - CLINTON
1340,271790052,0,231352099,MERCY HOME HEALTH
1341,271790052,0,232325058,MERCY HOME HEALTH SERVICES
1342,271790052,0,362170152,MERCY HOSPITAL AND MEDICAL CENTER
1343,271790052,0,203357131,MERCY HOSPITAL CADILLAC FOUNDATION
1344,271790052,0,251604115,MERCY LIFE CENTER CORPORATION
1345,271790052,0,273163002,MERCY LIFE OF ALABAMA
1346,271790052,0,453086711,MERCY LIFE INC
1347,271790052,0,232627944,MERCY MANAGEMENT OF SOUTHEASTERN PENNSYLVANIA
1348,271790052,0,421336618,MERCY MEDICAL CENTER - CLINTON INC
1349,271790052,0,141880022,MERCY MEDICAL CENTER - SIOUX CITY FOUNDATION
1350,271790052,0,421229151,MERCY MEDICAL CENTER FOUNDATION - NORTH IOWA
1351,271790052,0,636002215,MERCY MEDICAL CORPORATION
1352,271790052,0,454884805,MERCY MEDICAL GROUP INC
1353,271790052,0,461187365,MERCY PHYSICIAN NETWORK
1354,271790052,0,581366508,MERCY SENIOR CARE INC
1355,271790052,0,272046353,MERCY SERVICES DOWNTOWN INC
1356,271790052,0,382719605,MERCY SERVICES FOR AGING NONPROFIT HOUSING CORPORATION
1357,271790052,0,264033168,MERCY SPECIALIST PHYSICIANS INC
1358,271790052,0,231396763,MERCY SUBURBAN HOSPITAL
1359,271790052,0,161535133,MERCY UIHLEIN HEALTH CORPORATION
1360,271790052,0,383181557,MISSION HEALTH CORPORATION
1361,271790052,0,311308555,MOUNT CARMEL COLLEGE OF NURSING
1362,271790052,0,251912781,MOUNT CARMEL HEALTH INSURANCE COMPANY
1363,271790052,0,311471229,MOUNT CARMEL HEALTH PLAN INC
1364,271790052,0,311439334,MOUNT CARMEL HEALTH SYSTEM
1365,271790052,0,311113966,MOUNT CARMEL HEALTH SYSTEM FOUNDATION
1366,271790052,0,222584082,MOUNT SINAI HOSPITAL FOUNDATION INC
1367,271790052,0,61422973,MOUNT SINAI REHABILITATION HOSPITAL INC
1368,271790052,0,10274998,MOUNT ST JOSEPH
1369,271790052,0,383073745,MRI MOBILE SERVICES OF WEST MICHIGAN
1370,271790052,0,911932918,MUSKEGON COMMUNITY HEALTH PROJECT
1371,271790052,0,232300951,NAZARETH HEALTH CARE FOUNDATION
1372,271790052,0,232794121,NAZARETH HOSPITAL
1373,271790052,0,203261266,NAZARETH PHYSICIAN SERVICES INC
1374,271790052,0,232497355,NE PHYSICIAN SERVICES INC
1375,271790052,0,208072234,OAKLAND MERCY HOSPITAL
1376,271790052,0,311678345,OAKLAND MERCY HOSPITAL FOUNDATION
1377,271790052,0,311654603,OSUMOUNT CARMEL HEALTH ALLIANCE
1378,271790052,0,222568528,OUR LADY OF LOURDES HEALTH CARE SERVICES INC
1379,271790052,0,222351960,OUR LADY OF LOURDES HEALTH FOUNDATION INC
1380,271790052,0,210635001,OUR LADY OF LOURDES MEDICAL CENTER INC
1381,271790052,0,141743506,OUR LADY OF MERCY LIFE CENTER
1382,271790052,0,454208896,PIONEER VALLEY CARDIOLOGY ASSOCIATES INC
1383,271790052,0,251464211,PITTSBURGH MERCY HEALTH SYSTEM INC
1384,271790052,0,202020239,PROBILITY THERAPY SERVICES
1385,271790052,0,382638284,PROFESSIONAL MED TEAM
1386,271790052,0,811807730,RIVERBEND MEDICAL GROUP INC
1387,271790052,0,271763712,SJ MANAGEMENT COMPANY OF SYRACUSE INC
1388,271790052,0,941437713,SAINT AGNES MEDICAL CENTER
1389,271790052,0,942839324,SAINT AGNES MEDICAL FOUNDATION
1390,271790052,0,820401011,SAINT ALPHONSUS BUILDING COMPANY INC
1391,271790052,0,943028978,SAINT ALPHONSUS DIVERSIFIED CARE INC
1392,271790052,1,943164869,SAINT ALPHONSUS FOUNDATION-BAKER CITY INC
1393,271790052,1,202683560,SAINT ALPHONSUS FOUNDATION-ONTARIO INC
1394,271790052,0,271929502,SAINT ALPHONSUS HEALTH SYSTEM INC
1395,271790052,1,943059469,SAINT ALPHONSUS MEDICAL CENTER ONTARIO VOLUNTEERS
1396,271790052,1,271790052,SAINT ALPHONSUS MEDICAL CENTER-BAKER CITY INC
1397,271790052,0,261737256,SAINT ALPHONSUS MEDICAL CENTER-NAMPA HEALTH FOUNDATION INC
1398,271790052,0,820200896,SAINT ALPHONSUS MEDICAL CENTER-NAMPA INC
1399,271790052,1,271789847,SAINT ALPHONSUS MEDICAL CENTER-ONTARIO INC
1400,271790052,0,820200895,SAINT ALPHONSUS REGIONAL MEDICAL CENTER
1401,271790052,0,451994612,SAINT FRANCIS EMERGENCY MEDICAL GROUP INC
1402,271790052,0,60646813,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER
1403,271790052,0,61008255,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER FOUNDATION INC
1404,271790052,0,262616230,SAINT JAMES CARE INC
1405,271790052,0,473129127,SAINT JOSEPH PACE INC
1406,271790052,0,351142669,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH CAMPUS INC
1407,271790052,0,350868157,SAINT JOSEPH REGIONAL MEDICAL CENTER - SOUTH BEND CAMPUS INC
1408,271790052,0,356043563,SAINT JOSEPH REGIONAL MEDICAL CENTER PLYMOUTH AUXILIARY INC
1409,271790052,0,351568821,SAINT JOSEPH REGIONAL MEDICAL CENTER INC
1410,271790052,0,581744848,SAINT JOSEPH'S HEALTH SYSTEM INC
1411,271790052,0,581752700,SAINT JOSEPH'S MERCY CARE SERVICES INC
1412,271790052,0,311040468,SAINT JOSEPH'S TOWER INC
1413,271790052,0,383320700,SAINT MARY'S AMICARE HOME HEALTHCARE
1414,271790052,0,381779602,SAINT MARY'S FOUNDATION
1415,271790052,0,222528400,SAINT MARY'S HOSPITAL FOUNDATION INC
1416,271790052,0,60646844,SAINT MARY'S HOSPITAL INC
1417,271790052,0,262616046,SAINT MICHAEL'S MEDICAL CENTER INC
1418,271790052,0,141710225,SAMARITAN CHILD CARE CENTER INC
1419,271790052,0,141338544,SAMARITAN HOSPITAL
1420,271790052,0,141708754,SENIOR CARE CONNECTION INC
1421,271790052,0,141505031,SETON AUXILIARY INC
1422,271790052,0,141756230,SETON HEALTH AT SCHUYLER RIDGE RESIDENTIAL HEALTHCARE
1423,271790052,0,222345416,SETON HEALTH FOUNDATION INC
1424,271790052,0,141776186,SETON HEALTH SYSTEM INC
1425,271790052,0,222541103,SISTERS OF PROVIDENCE CARE CENTERS INC
1426,271790052,0,472299757,SJHSJOC HOLDINGS INC
1427,271790052,0,232840137,ST AGNES CONTINUING CARE CENTER
1428,271790052,0,232415137,ST AGNES CONTINUING CARE CENTER FOUNDATION
1429,271790052,0,510374158,ST FRANCIS FOUNDATION
1430,271790052,0,510064326,ST FRANCIS HOSPITAL INC
1431,271790052,0,521025476,ST FRANCIS MEDICAL CENTER FOUNDATION INC
1432,271790052,0,223431049,ST FRANCIS MEDICAL CENTER TRENTON NJ
1433,271790052,0,223127184,ST JAMES MERCY HEALTH SYSTEM INC
1434,271790052,0,560694200,ST JOSEPH OF THE PINES INC
1435,271790052,0,202497520,ST JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH CENTER
1436,271790052,0,237219294,ST JOSEPH'S HEALTH CENTER PROPERTIES INC
1437,271790052,0,474754987,ST JOSEPH'S HEALTH INC
1438,271790052,0,150532254,ST JOSEPH'S HOSPITAL HEALTH CENTER
1439,271790052,0,222149775,ST JOSEPH'S HOSPITAL HEALTH CENTER FOUNDATION INC
1440,271790052,0,273899821,ST JOSEPH'S MEDICAL PC
1441,271790052,0,161516863,ST JOSEPH'S PHYSICIAN HEALTH PC
1442,271790052,0,461827502,ST MARY BUILDING AND DEVELOPMENT
1443,271790052,0,465354512,ST MARY EMERGENCY MEDICAL SERVICES
1444,271790052,0,60646843,ST MARY HOME INCORPORATED
1445,271790052,0,231913910,ST MARY MEDICAL CENTER
1446,271790052,0,232567468,ST MARY MEDICAL CENTER FOUNDATION INC
1447,271790052,0,582544232,ST MARY'S FOUNDATION INC
1448,271790052,0,811660088,ST MARY'S GOOD SAMARITAN FOUNDATION INC
1449,271790052,0,580566223,ST MARY'S HEALTH CARE SYSTEM INC
1450,271790052,0,20576648,ST MARY'S HIGHLAND HILLS INC
1451,271790052,0,261858563,ST MARY'S MEDICAL GROUP INC
1452,271790052,0,473752176,ST MARY'S SACRED HEART HOSPITAL INC
1453,271790052,0,453570715,ST PETER'S HEALTH PARTNERS
1454,271790052,0,461177336,ST PETER'S HEALTH PARTNERS MEDICAL ASSOCIATES PC
1455,271790052,0,141348692,ST PETER'S HOSPITAL
1456,271790052,0,222262982,ST PETER'S HOSPITAL FOUNDATION INC
1457,271790052,0,141338386,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER
1458,271790052,0,222505127,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER FOUNDATION INC
1459,271790052,0,222692940,THE COMMUNITY HOSPICE FOUNDATION INC
1460,271790052,0,141608921,THE COMMUNITY HOSPICE INC
1461,271790052,0,351654543,THE FOUNDATION OF SAINT JOSEPH REGIONAL MEDICAL CENTER INC
1462,271790052,0,222570478,THE JAMES A EDDY MEMORIAL GERIATRIC CENTER INC
1463,271790052,0,141793885,THE MARJORIE DOYLE ROCKWELL CENTER INC
1464,271790052,0,43398280,THE MERCY HOSPITAL INC
1465,271790052,0,222743478,THE NORTHEAST HEALTH FOUNDATION INC
1466,271790052,0,60660403,THE WOMEN'S AUXILIARY OF SAINT FRANCIS HOSPITAL AND MEDICAL CENTER INC
1467,271790052,0,383320699,THHS OAKLAND FKA CRANBROOK HOSPICE CARE
1468,271790052,0,382485700,TRI-HOSPITAL EMERGENCY MEDICAL SERVICES
1469,271790052,0,382559656,TRINITY CONTINUING CARE SERVICES
1470,271790052,0,930907047,TRINITY CONTINUING CARE SERVICES - INDIANA
1471,271790052,0,824005577,TRINITY CONTINUING CARE SERVICES - MASSACHUSETTS
1472,271790052,0,382113393,TRINITY HEALTH - MICHIGAN
1473,271790052,0,351443425,TRINITY HEALTH CORPORATION
1474,271790052,0,475244984,TRINITY HEALTH LIFE PENNSYLVANIA INC
1475,271790052,0,61491191,TRINITY HEALTH OF NEW ENGLAND CORPORATION INC
1476,271790052,0,61450168,TRINITY HEALTH OF NEW ENGLAND PROVIDER NETWORK ORGANIZATION INC
1477,271790052,0,473073124,TRINITY HEALTH PACE
1478,271790052,0,208151733,TRINITY HEALTH WELFARE BENEFIT TRUST
1479,271790052,0,382621935,TRINITY HOME HEALTH SERVICES
1480,271790052,0,150532190,UIHLEIN MERCY CENTER
1481,271790052,0,141438749,VILLA MARY IMMACULATE
1482,271790052,0,383280200,WESTSHORE HEALTH NETWORK
1483,461574842,1,936015767,UNIVERSITY OF OREGON FOUNDATION
1484,936087366,1,930223960,ASANTE
1485,936087366,1,383849354,ASANTE PHYSICIAN PARTNERS
1486,930463816,0,200176561,HILLSIDE SENIOR SERVICES INC
1488,431960221,1,930579722,SALEM HEALTH
1489,431960221,1,237002687,SALEM HEALTH FOUNDATION
1490,431960221,1,930823471,SALEM HEALTH HOSPITALS AND CLINICS
1491,431960221,1,931298564,WEST VALLEY HOSPITAL FOUNDATION
1492,431960221,0,201836190,WILLAMETTE VALLEY INSURANCE COMPANY
1493,431960221,1,753175249,SALEM HEALTH PROFESSIONAL SERVICES
1494,930243443,1,930763726,OEA CHOICE WELFARE BENEFIT TRUST
1495,263946191,0,470765154,ALEGENT CREIGHTON CLINIC
1496,263946191,0,470757164,ALEGENT CREIGHTON HEALTH
1497,263946191,0,470648586,ALEGENT CREIGHTON HEALTH FOUNDATION
1498,263946191,0,470484764,ALEGENT HEALTH - BERGAN MERCY HEALTH SYSTEM
1499,263946191,0,420776568,ALEGENT HEALTH - COMMUNITY MEMORIAL HOSPITAL OF MISSOURI VALLEY IA
1500,263946191,0,470376615,ALEGENT HEALTH - IMMANUEL MEDICAL CENTER
1501,263946191,0,470399853,ALEGENT HEALTH - MEMORIAL HOSPITAL SCHUYLER
1502,263946191,0,420782518,ALEGENT HEALTH - MERCY HOSPITAL CORNING IOWA
1503,263946191,0,411351177,ALVERNA APARTMENTS
1504,263946191,0,411850500,APPLETREE COURT
1505,263946191,0,274499340,BAYLOR ST LUKE'S HEALTH VENTURES
1506,263946191,0,760458535,BAYLOR ST LUKE'S MEDICAL GROUP
1507,263946191,0,274005511,BELLEVILLE ST JOSEPH HEALTH CENTER
1508,263946191,0,420725196,BISHOP DRUMM RETIREMENT CENTER
1509,263946191,0,232187242,BORNEMANN HEALTHCARE CORPORATION
1510,263946191,0,760080110,BRAZOSPORT HEALTH FOUNDATION INC
1511,263946191,0,800240261,BRAZOSPORT REGIONAL PHYSICIAN SERVICES
1512,263946191,0,742759890,BURLESON ST JOSEPH HEALTH CENTER
1513,263946191,0,742913931,BURLESON ST JOSEPH MANOR
1514,263946191,0,450227311,CARRINGTON HEALTH CENTER
1515,263946191,0,840405257,CATHOLIC HEALTH INITIATIVES - COLORADO
1516,263946191,0,420680448,CATHOLIC HEALTH INITIATIVES - IOWA CORP
1517,263946191,0,840902211,CATHOLIC HEALTH INITIATIVES COLORADO FOUNDATION
1518,263946191,0,270930004,CATHOLIC HEALTH INITIATIVES NATIONAL FOUNDATION
1519,263946191,0,460992796,CATHOLIC HEALTH INITIATIVES VIRTUAL HEALTH SERVICES
1520,263946191,1,263946191,CENTENNIAL MEDICAL GROUP INC
1521,263946191,0,480543724,CENTRAL KANSAS MEDICAL CENTER
1522,263946191,0,271966847,CHI HEALTH CONNECT AT HOME - FARGO
1523,263946191,0,271050565,CHI INSTITUTE FOR RESEARCH AND INNOVATION
1524,263946191,0,202741651,CHI KENTUCKY INC
1525,263946191,0,341892096,CHI LIVING COMMUNITIES
1526,263946191,0,822748395,CHI Memorial Hospital - Georgia
1527,263946191,0,451261716,CHI NATIONAL HOME CARE
1528,263946191,0,452532084,CHI NATIONAL SERVICES
1529,263946191,0,363233121,CHI NEBRASKA
1530,263946191,0,232342997,CHI ST JOSEPH CHILDREN'S HEALTH
1531,263946191,0,710897107,CHI ST JOSEPH'S CHILDREN
1532,263946191,0,741161938,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE MEDICAL CENTER
1533,263946191,0,710236913,CHI ST VINCENT HOSPITAL HOT SPRINGS
1534,263946191,0,261125064,CHI ST VINCENT HOT SPRINGS
1535,263946191,0,261125131,CHI ST VINCENT MEDICAL GROUP HOT SPRINGS
1536,263946191,0,470617373,COMMONSPIRIT HEALTH
1537,263946191,0,237419853,COMMUNITY LIMITED CARE DIALYSIS CENTER
1538,263946191,0,421294399,COMMUNITY MEMORIAL HOSPITAL MEDICAL SERVICE FOUNDATION
1539,263946191,0,611400619,CONTINUING CARE HOSPITAL
1540,263946191,0,454736213,East Texas Clinical Services
1541,263946191,0,910715805,ENUMCLAW REGIONAL HOSPITAL ASSOCIATION
1542,263946191,0,611345363,FLAGET HEALTHCARE INC
1543,263946191,0,562351341,FLAGET MEMORIAL HOSPITAL FOUNDATION INC
1544,263946191,0,341931806,FRANCISCAN CARE CENTER
1545,263946191,0,911145592,FRANCISCAN FOUNDATION
1546,263946191,0,910564491,FRANCISCAN HEALTH SYSTEM
1547,263946191,0,431882377,FRANCISCAN HEALTH VENTURES FKA SJMGROUP
1548,263946191,0,911939739,FRANCISCAN MEDICAL GROUP
1549,263946191,0,391093829,FRANCISCAN VILLA OF SOUTH MILWAUKEE INC
1550,263946191,0,450227752,GARRISON MEMORIAL HOSPITAL
1551,263946191,0,201536108,GLOBAL HEALTH INITIATIVES
1552,263946191,0,311778403,GOOD SAMARITAN COLLEGE OF NURSING & HEALTH SCIENCE
1553,263946191,0,311206047,GOOD SAMARITAN FOUNDATION OF CINCINNATI INC
1554,263946191,0,310536981,GOOD SAMARITAN HOSPITAL
1555,263946191,0,470379755,GOOD SAMARITAN HOSPITAL
1556,263946191,0,470659443,GOOD SAMARITAN HOSPITAL FOUNDATION
1557,263946191,0,237296923,GOOD SAMARITAN HOSPITAL FOUNDATION - DAYTON
1558,263946191,0,910565546,HARRISON MEDICAL CENTER
1559,263946191,0,911197626,HARRISON MEDICAL CENTER FOUNDATION
1560,263946191,0,760761782,HEALTHCARE AND WELLNESS FOUNDATION
1561,263946191,0,910712166,HIGHLINE MEDICAL CENTER
1562,263946191,0,421323808,HOUSE OF MERCY
1563,263946191,0,611029768,JEWISH HOSPITAL AND ST MARY'S HEALTHCARE INC
1564,263946191,0,611352729,KENTUCKYONE HEALTH MEDICAL GROUP INC
1565,263946191,0,611029769,KENTUCKYONE HEALTH INC
1566,263946191,0,410758434,LAKEWOOD HEALTH CENTER
1567,263946191,0,411893795,LAKEWOOD REGIONAL HEALTHCARE FOUNDATION
1568,263946191,1,930821381,LINUS OAKES INC
1569,263946191,0,820558836,LISBON AREA HEALTH SERVICES
1570,263946191,0,820563768,LUFKIN VISION ACQUISITIONS
1571,263946191,0,742761145,MADISON ST JOSEPH HEALTH CENTER
1572,263946191,0,610654635,MADONNA MANOR INC
1573,263946191,0,621839548,MEMORIAL HEALTH CARE SYSTEM FOUNDATION INC
1574,263946191,0,620532345,MEMORIAL HEALTH CARE SYSTEM INC
1575,263946191,0,30417049,MEMORIAL HEALTH PARTNERS FOUNDATION INC
1576,263946191,0,750755367,MEMORIAL HEALTH SYSTEM OF EAST TEXAS
1577,263946191,0,760436439,MEMORIAL MEDICAL CENTER - LIVINGSTON
1578,263946191,0,752663904,MEMORIAL MEDICAL CENTER - SAN AUGUSTINE
1579,263946191,0,752721155,MEMORIAL MULTISPECIALTY ASSOCIATES
1580,263946191,0,752492741,MEMORIAL SPECIALTY HOSPITAL
1581,263946191,0,426076069,MERCY AUXILIARY OF CENTRAL IOWA
1582,263946191,0,421193699,MERCY CLINICS INC
1583,263946191,0,421511682,MERCY COLLEGE OF HEALTH SCIENCES
1584,263946191,0,237358794,MERCY FOUNDATION OF DES MOINES IA
1585,263946191,1,936088946,MERCY FOUNDATION INC
1586,263946191,0,421461064,MERCY HEALTH CARE FOUNDATION
1587,263946191,0,450435338,MERCY HEALTHCARE FOUNDATION
1588,263946191,0,421178204,MERCY HOSPITAL FOUNDATION COUNCIL BLUFFS
1589,263946191,0,450227012,MERCY HOSPITAL OF DEVILS LAKE
1590,263946191,0,352367360,MERCY HOSPITAL OF DEVILS LAKE FOUNDATION
1591,263946191,0,450226553,MERCY HOSPITAL OF VALLEY CITY
1592,263946191,0,450231183,MERCY MEDICAL CENTER
1593,263946191,0,420680308,MERCY MEDICAL CENTER - CENTERVILLE
1594,263946191,0,421470935,MERCY MEDICAL CENTER - NEWTON DBA SKIFF MEDICAL CENTER
1595,263946191,1,930386868,MERCY MEDICAL CENTER INC
1596,263946191,0,450381803,MERCY MEDICAL FOUNDATION
1597,263946191,0,392031968,NEBRASKA HEART HOSPITAL
1598,263946191,0,450439894,North Central Health Care Alliance dba PrimeCare Health Group
1599,263946191,0,450231675,OAKES COMMUNITY HOSPITAL
1600,263946191,0,710966606,OAKES COMMUNITY HOSPITAL FOUNDATION
1601,263946191,0,752493116,PINEYWOODS MEDICAL DEVELOPMENT CORP
1602,263946191,0,341658625,PROVIDENCE CARE CENTER
1603,263946191,0,341826099,PROVIDENCE CARE CENTERS
1604,263946191,0,341896807,PROVIDENCE RESIDENTIAL COMMUNITY CORPORATION
1605,263946191,0,841234295,PUEBLO STEPUP
1606,263946191,0,911170040,REGIONAL HOSPITAL FOR RESPIRATORY AND COMPLEX CARE
1607,263946191,0,841183335,SET OF COLORADO SPRINGS INC
1608,263946191,0,222876836,SAINT CLARE'S COMMUNITY CARE INC
1609,263946191,0,222502997,SAINT CLARE'S FOUNDATION INC
1610,263946191,0,223639733,SAINT CLARE'S HEALTH SERVICES INC
1611,263946191,0,223319886,SAINT CLARE'S HOSPITAL INC
1612,263946191,0,470625523,SAINT ELIZABETH FOUNDATION
