year,taxyr,ein,object_id,name,business_name1,business_name2,title,org_comp,related_comp,other_cmp,form,source,IndvdlTrstOrDrctrInd,InstttnlTrstInd,OffcrInd,KyEmplyInd,HghstCmpnstdEmplyInd,FrmrOfcrDrctrTrstInd
2017,,930798039,201743139349302804,Ramon F Baez,,,Director,0,152591,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Regina M Benjamin MD MBA,,,Director,0,197178,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Jeffrey E Epstein,,,Director,0,206871,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Leslie S Heisz,,,Director,0,215118,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,David Hoffmeister,,,Director,0,225809,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Judith A Johansen JD,,,Director,0,240707,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Kim J Kaiser,,,Director,0,216547,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Philip A Marineau,,,Director,0,229371,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Edward Pei,,,Director,0,226739,18000,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Margaret E Porfido JD,,,Director,0,247358,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Richard Shannon MD,,,Director,0,212000,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Cynthia A Telles PHD,,,Director,0,223809,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Bernard Tyson,,,Chairman & CEO,0,8529498,1509737,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,,930798039,201743139349302804,Eugene Washington MD,,,Director,0,186626,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Gregory Adams,,,"EVP, Group President",0,2457650,688025,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Maryann Bodayle,,,Assistant Secretary,0,166251,33529,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Kathryn Lancaster,,,EVP & CFO,0,2681226,588601,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Donna Lynne,,,"EVP, GP & Region Pres - CO",0,5214011,131383,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Andrew Mcculloch,,,Regional President - Northwest,0,1045365,545870,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Thomas Meier,,,"SVP, Corporate Treasurer",0,1050818,138764,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Donald Orndoff,,,"SVP, NFS",0,935840,216315,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Jacqueline Sellers,,,Assistant Secretary,0,265122,88088,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Arthur Southam,,,"EVP, Health Plan Operations",0,2775635,464416,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Deborah Stokes,,,"SVP,Corporate Controller & CAO",0,503944,3920,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Alfonse Upshaw,,,"SVP,Corporate Controller & CAO",0,616612,108314,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,William Wiechmann,,,ASSISTANT SECRETARY,0,417986,161661,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Hong-Sze Yu,,,Assistant Secretary,0,304345,126932,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Mark Zemelman,,,"SVP, General Counsel & Secy",0,1630173,369974,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Keith Forrester,,,"VP, MSBD - Northwest",0,375680,124919,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,David Lake,,,"VP, Strategy & Health Plan Ops",0,375021,98746,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,Susan Mullaney,,,"VP, COO - NW",0,697523,147394,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,Janet O'Hollaren,,,"VP, COO - NW",0,361442,284296,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,Karen Schartman,,,VP & CFO,0,641893,197132,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,Stephen Shawn Barton,,,"Exec Dir, Revenue Cycle - NW",0,345358,78789,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Mary L Durham,,,"VP, The Center Health Research",0,432058,231452,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Francisco Hurtarte,,,"VP, HR - Northwest",0,367841,158285,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Wendy N Watson,,,"VP, Ambul. Care & Clin. Svcs",0,355587,149756,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Kenneth R Wright,,,"VP, Dental Care Svcs - NW",0,373044,127322,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Thomas W Chapman EDD,,,Director,0,513713,0,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,J Eugene Grisby III PHD,,,Director,0,27039,0,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,George Halvorson,,,Chairman,0,37258,4120,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,J Neal Purcell,,,Director,0,46000,0,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,Daniel Garcia,,,"SVP, Chief Compliance Officer",0,1137595,2170,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,Victoria Zatkin,,,"VP, Off of Brd & Corp Gov Svc",0,216783,1728,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,Gregory Adams,,,"EVP, Group President",0,3145675,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Ramon F Baez,,,Director,0,152591,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Stephen Shawn Barton,,,"Exec Dir, Revenue Cycle - NW",0,424147,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Regina M Benjamin MD MBA,,,Director,0,197178,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Maryann Bodayle,,,Assistant Secretary,0,199780,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Thomas W Chapman EDD,,,Director,0,513713,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Mary L Durham,,,"VP, The Center Health Research",0,663510,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Jeffrey E Epstein,,,Director,0,206871,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Keith Forrester,,,"VP, MSBD - Northwest",0,500599,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Daniel Garcia,,,"SVP, Chief Compliance Officer",0,1139765,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,J Eugene Grisby III PHD,,,Director,0,27039,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,George Halvorson,,,Chairman,0,41378,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Leslie S Heisz,,,Director,0,215118,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,David Hoffmeister,,,Director,0,225809,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Francisco Hurtarte,,,"VP, HR - Northwest",0,526126,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Judith A Johansen JD,,,Director,0,240707,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Kim J Kaiser,,,Director,0,216547,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,David Lake,,,"VP, Strategy & Health Plan Ops",0,473767,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Kathryn Lancaster,,,EVP & CFO,0,3269827,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Donna Lynne,,,"EVP, GP & Region Pres - CO",0,5345394,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Philip A Marineau,,,Director,0,229371,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Andrew Mcculloch,,,Regional President - Northwest,0,1591235,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Thomas Meier,,,"SVP, Corporate Treasurer",0,1189582,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Susan Mullaney,,,"VP, COO - NW",0,844917,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Janet O'Hollaren,,,"VP, COO - NW",0,645738,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Donald Orndoff,,,"SVP, NFS",0,1152155,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Edward Pei,,,Director,0,244739,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Margaret E Porfido JD,,,Director,0,247358,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,J Neal Purcell,,,Director,0,46000,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Karen Schartman,,,VP & CFO,0,839025,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Jacqueline Sellers,,,Assistant Secretary,0,353210,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Richard Shannon MD,,,Director,0,212000,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Arthur Southam,,,"EVP, Health Plan Operations",0,3240051,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Deborah Stokes,,,"SVP,Corporate Controller & CAO",0,507864,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Cynthia A Telles PHD,,,Director,0,223809,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Bernard Tyson,,,Chairman & CEO,0,10039235,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Alfonse Upshaw,,,"SVP,Corporate Controller & CAO",0,724926,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Eugene Washington MD,,,Director,0,186626,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Wendy N Watson,,,"VP, Ambul. Care & Clin. Svcs",0,505343,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,William Wiechmann,,,ASSISTANT SECRETARY,0,579647,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Kenneth R Wright,,,"VP, Dental Care Svcs - NW",0,500366,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Hong-Sze Yu,,,Assistant Secretary,0,431277,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Victoria Zatkin,,,"VP, Off of Brd & Corp Gov Svc",0,218511,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Mark Zemelman,,,"SVP, General Counsel & Secy",0,2000147,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Ramon F Baez,,,Director,0,152591,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Regina M Benjamin MD MBA,,,Director,0,197178,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Jeffrey E Epstein,,,Director,0,206871,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Leslie S Heisz,,,Director,0,215118,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,David Hoffmeister,,,Director,0,225809,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Judith A Johansen JD,,,Director,0,240707,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Kim J Kaiser,,,Director,0,216547,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Philip A Marineau,,,Director,0,229371,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Edward Pei,,,Director,0,226739,18000,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Margaret E Porfido JD,,,Director,0,247358,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Richard Shannon MD,,,Director,0,212000,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Cynthia A Telles PHD,,,Director,0,223809,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Bernard Tyson,,,Chairman & CEO,0,8529498,1509737,IRS990,Frm990PrtVIISctnA,X,,X,,,
2017,,930798039,201743139349302804,Eugene Washington MD,,,Director,0,186626,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201743139349302804,Gregory Adams,,,"EVP, Group President",0,2457650,688025,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Maryann Bodayle,,,Assistant Secretary,0,166251,33529,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Kathryn Lancaster,,,EVP & CFO,0,2681226,588601,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Donna Lynne,,,"EVP, GP & Region Pres - CO",0,5214011,131383,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Andrew Mcculloch,,,Regional President - Northwest,0,1045365,545870,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Thomas Meier,,,"SVP, Corporate Treasurer",0,1050818,138764,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Donald Orndoff,,,"SVP, NFS",0,935840,216315,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Jacqueline Sellers,,,Assistant Secretary,0,265122,88088,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Arthur Southam,,,"EVP, Health Plan Operations",0,2775635,464416,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Deborah Stokes,,,"SVP,Corporate Controller & CAO",0,503944,3920,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Alfonse Upshaw,,,"SVP,Corporate Controller & CAO",0,616612,108314,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,William Wiechmann,,,ASSISTANT SECRETARY,0,417986,161661,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Hong-Sze Yu,,,Assistant Secretary,0,304345,126932,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Mark Zemelman,,,"SVP, General Counsel & Secy",0,1630173,369974,IRS990,Frm990PrtVIISctnA,,,X,,,
2017,,930798039,201743139349302804,Keith Forrester,,,"VP, MSBD - Northwest",0,375680,124919,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,David Lake,,,"VP, Strategy & Health Plan Ops",0,375021,98746,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,Susan Mullaney,,,"VP, COO - NW",0,697523,147394,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,Janet O'Hollaren,,,"VP, COO - NW",0,361442,284296,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,Karen Schartman,,,VP & CFO,0,641893,197132,IRS990,Frm990PrtVIISctnA,,,,X,,
2017,,930798039,201743139349302804,Stephen Shawn Barton,,,"Exec Dir, Revenue Cycle - NW",0,345358,78789,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Mary L Durham,,,"VP, The Center Health Research",0,432058,231452,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Francisco Hurtarte,,,"VP, HR - Northwest",0,367841,158285,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Wendy N Watson,,,"VP, Ambul. Care & Clin. Svcs",0,355587,149756,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Kenneth R Wright,,,"VP, Dental Care Svcs - NW",0,373044,127322,IRS990,Frm990PrtVIISctnA,,,,,X,
2017,,930798039,201743139349302804,Thomas W Chapman EDD,,,Director,0,513713,0,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,J Eugene Grisby III PHD,,,Director,0,27039,0,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,George Halvorson,,,Chairman,0,37258,4120,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,J Neal Purcell,,,Director,0,46000,0,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,Daniel Garcia,,,"SVP, Chief Compliance Officer",0,1137595,2170,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,Victoria Zatkin,,,"VP, Off of Brd & Corp Gov Svc",0,216783,1728,IRS990,Frm990PrtVIISctnA,,,,,,X
2017,,930798039,201743139349302804,Gregory Adams,,,"EVP, Group President",0,3145675,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Ramon F Baez,,,Director,0,152591,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Stephen Shawn Barton,,,"Exec Dir, Revenue Cycle - NW",0,424147,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Regina M Benjamin MD MBA,,,Director,0,197178,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Maryann Bodayle,,,Assistant Secretary,0,199780,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Thomas W Chapman EDD,,,Director,0,513713,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Mary L Durham,,,"VP, The Center Health Research",0,663510,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Jeffrey E Epstein,,,Director,0,206871,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Keith Forrester,,,"VP, MSBD - Northwest",0,500599,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Daniel Garcia,,,"SVP, Chief Compliance Officer",0,1139765,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,J Eugene Grisby III PHD,,,Director,0,27039,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,George Halvorson,,,Chairman,0,41378,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Leslie S Heisz,,,Director,0,215118,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,David Hoffmeister,,,Director,0,225809,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Francisco Hurtarte,,,"VP, HR - Northwest",0,526126,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Judith A Johansen JD,,,Director,0,240707,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Kim J Kaiser,,,Director,0,216547,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,David Lake,,,"VP, Strategy & Health Plan Ops",0,473767,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Kathryn Lancaster,,,EVP & CFO,0,3269827,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Donna Lynne,,,"EVP, GP & Region Pres - CO",0,5345394,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Philip A Marineau,,,Director,0,229371,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Andrew Mcculloch,,,Regional President - Northwest,0,1591235,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Thomas Meier,,,"SVP, Corporate Treasurer",0,1189582,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Susan Mullaney,,,"VP, COO - NW",0,844917,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Janet O'Hollaren,,,"VP, COO - NW",0,645738,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Donald Orndoff,,,"SVP, NFS",0,1152155,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Edward Pei,,,Director,0,244739,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Margaret E Porfido JD,,,Director,0,247358,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,J Neal Purcell,,,Director,0,46000,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Karen Schartman,,,VP & CFO,0,839025,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Jacqueline Sellers,,,Assistant Secretary,0,353210,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Richard Shannon MD,,,Director,0,212000,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Arthur Southam,,,"EVP, Health Plan Operations",0,3240051,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Deborah Stokes,,,"SVP,Corporate Controller & CAO",0,507864,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Cynthia A Telles PHD,,,Director,0,223809,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Bernard Tyson,,,Chairman & CEO,0,10039235,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Alfonse Upshaw,,,"SVP,Corporate Controller & CAO",0,724926,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Eugene Washington MD,,,Director,0,186626,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Wendy N Watson,,,"VP, Ambul. Care & Clin. Svcs",0,505343,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,William Wiechmann,,,ASSISTANT SECRETARY,0,579647,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Kenneth R Wright,,,"VP, Dental Care Svcs - NW",0,500366,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Hong-Sze Yu,,,Assistant Secretary,0,431277,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Victoria Zatkin,,,"VP, Off of Brd & Corp Gov Svc",0,218511,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201743139349302804,Mark Zemelman,,,"SVP, General Counsel & Secy",0,2000147,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2017,,930798039,201843129349302194,Ramon F Baez,,,Director,0,216956,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201843129349302194,David Barger,,,Director,0,129258,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201843129349302194,Regina M Benjamin MD MBA,,,Director,0,195085,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2017,,930798039,201843129349302194,Jeffery E Epstein,,,Director,0,209793,0,IRS990,Frm990PrtVIISctnA,X,,,,,
