period,ein,object_id,taxpayer_name,name,business_name1,business_name2,title,org_comp,related_comp
201709,931192140,201822279349301902,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,STEVEN L KING,,,GENERAL RESOURCES MANAGER,163566,0
201709,931192140,201822279349301902,PACIFIC NORTHWEST GENERATING COOPERATIVE DBA PNGC POWER,JOHN P PRESCOTT,,,FORMER PRESIDENT & CEO,693458,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,R STUART,,,PRESIDENT/CEO,2176960,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,J HUNT,,,SVP/CHIEF FINANCIAL OFFICER,1107269,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,C MILAM,,,SVP/CHIEF LENDING OFFICER,377204,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,T MCVAY SVPCHIEF RETAIL,,,OFFICER & WEALTH MGT EXEC,1031233,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,J ARMSTRONG SVPCHIEF INFO,,,OFFICER & HR EXECUTIVE,898197,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,V ERVIN,,,SVP/CHIEF COMPLIANCE OFFICER,627880,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,S OWEN,,,SVP/CHIEF OPERATIONS OFFICER,887082,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,A EMERSON,,,VP/ONPOINT MORTGAGE,514989,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,M MONTGOMERY,,,MORTGAGE LOAN OFFICER,342189,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,K LUIDHARDT,,,MORTGAGE LOAN OFFICER,339626,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,M DUKART,,,MORTGAGE LOAN OFFICER,316805,0
201712,930257765,201841309349301424,ONPOINT COMMUNITY CREDIT UNION,M LINDSAY,,,INVESTMENT MANAGER,277431,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,MANUEL BERMAN,,,"CEO, PRESIDENT",511356,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,TIM FLEISCHMANN,,,CHIEF FINANCIAL OFFICER,288981,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,STUART CURRIE,,,CHIEF MEDICAL OFFICER,340096,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,PANKAJ SAPRA,,,CHIEF INFO OFFICER,230121,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,EUNICE RECH,,,CHIEF CLINICAL OFFICER,219327,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,DANIEL JARMAN-MILLER,,,MEDICAL DIRECTOR-CLINICS,195675,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,CHERYL GEBHART,,,CHIEF HR OFFICER,175368,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,FRED WILLIAMS JR,,,PHYSICIAN,519827,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,TODD SADOWSKI,,,PHYSICIAN,526276,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,GREGORY ROSENBLATT,,,PHYSICIAN,524165,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,DAVID BUUCK,,,PHYSICIAN,555186,0
201706,930430029,201841349349302934,TUALITY HEALTHCARE,BARRY ROSS,,,PHYSICIAN,570845,0
201712,931313663,201823189349309752,ENERGY TRUST OF OREGON INC,MICHAEL COLGROVE,,,EXECUTIVE DIRECTOR,213685,0
201712,931313663,201823189349309752,ENERGY TRUST OF OREGON INC,PATI PRESNAIL,,,INTERIM CHIEF FINANCIAL OFFICER,165861,0
201712,931313663,201823189349309752,ENERGY TRUST OF OREGON INC,FRED GORDON,,,DIRECTOR OF PLANNING & EVA,189987,0
201712,931313663,201823189349309752,ENERGY TRUST OF OREGON INC,STEVE LACEY,,,DIRECTOR OF OPERATIONS,204999,0
201712,931313663,201823189349309752,ENERGY TRUST OF OREGON INC,DEBORAH MENASHE,,,GENERAL COUNSEL,187601,0
201712,931313663,201823189349309752,ENERGY TRUST OF OREGON INC,SCOTT CLARK,,,IT DIRECTOR,186842,0
201712,931313663,201823189349309752,ENERGY TRUST OF OREGON INC,PETER WEST,,,ENERGY PROGRAMS DIRECTOR,203596,0
201712,930386840,201802399349300125,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,MICHAEL MILLER,,,PRESIDENT,913374,
201712,930386840,201802399349300125,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,RICHARD KNOX,,,DIRECTOR OF FINANCE,322930,
201712,930386840,201802399349300125,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,CATHERINE HANNAM,,,CHIEF OP OFFICER,298508,
201712,930386840,201802399349300125,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,BOB BARSOCCHINI,,,HR/LOSS CNTL,258974,
201712,930386840,201802399349300125,GOODWILL INDUSTRIES OF THE COLUMBIA WILLAMETTE,CHERYL FOLK,,,DIR-MISSION SERVICES,232212,
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,PAUL DASKALOS DO,,,BOARD CHAIR / PHYSICIAN,506836,0
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,DAVID TRIEBES,,,BOARD SECRETARY & TREASURER/CEO SAGH,0,490534
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,STEPHEN NEWMAN MD,,,BOARD MEMBER / PHYSICIAN,571655,0
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,GREGG MILLER MD,,,BOARD MEMBER / PHYSICIAN,349333,0
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,DANIEL SMITH,,,VP FINANCE / CFO,0,504746
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,DANIEL KETERI,,,VP-PATIENT CARE SERVICES,235429,0
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,JEFFREY PALMGREN MD,,,PHYSICIAN,682638,0
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,MARGARET HOVEY MD,,,PHYSICIAN,611709,0
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,SHANE GJESDAL MD,,,PHYSICIAN,564155,0
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,STEVEN BALLINGER MD,,,PHYSICIAN,509432,0
201612,930110095,201733189349306383,ALBANY GENERAL HOSPITAL,SATYAJEET GAEKWAD MD,,,PHYSICIAN,510544,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,J Michael Goodwin,,,President and CEO,576851,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,Steven M Schauble,,,"Treasurer, VP and CFO",344236,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,Lynne Fullerton-Baham,,,Secretary (former),62904,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,Tiffany M Dean,,,Secretary,28990,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,Shawn Scoville,,,Executive VP,512990,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,Jeffrey W Comfort,,,VP Gift Planning and Principal Gifts,371121,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,Kevin L Harvey,,,"Associate VP, Finance",270907,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,Kristin G Watkins,,,"Associate VP for Development, Portland Center",263999,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,Todd R Bastian,,,Associate VP for Development,249594,0
201706,936022772,201810189349300136,OREGON STATE UNIVERSITY FOUNDATION,Aaron Escobar,,,Associate VP for Development,248575,0
201706,930386908,201810469349301506,REED INSTITUTE,John R Kroger,,,President,462190,0
201706,930386908,201810469349301506,REED INSTITUTE,Hugh Porter,,,VP/College Relations,341465,0
201706,930386908,201810469349301506,REED INSTITUTE,Lorraine Arvin,,,VP and Treasurer,319224,0
201706,930386908,201810469349301506,REED INSTITUTE,Nigel J Nicholson,,,Dean of the Faculty,252820,0
201706,930386908,201810469349301506,REED INSTITUTE,Michael Brody,,,VP & Dean of Student Services,238505,0
201706,930386908,201810469349301506,REED INSTITUTE,Milyon Trulove,,,VP and Dean of Admission and Financial Aid,206902,0
201706,930386908,201810469349301506,REED INSTITUTE,Martin Ringle,,,Chief Tech Officer,197177,0
201706,930386908,201810469349301506,REED INSTITUTE,James Pommersheim,,,Professor,191399,0
201706,930386908,201810469349301506,REED INSTITUTE,Jan E Kurtz,,,Director of Development,191965,0
201706,930386908,201810469349301506,REED INSTITUTE,Amanda Heaton,,,Executive Director of Communications and Public Affairs,189046,0
201706,930386908,201810469349301506,REED INSTITUTE,Myron Angell,,,Director of Facilities Operations,183510,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,Stephen E Thorsett,,,President,785257,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,Monica Rimai,,,"SVP Finance/Admin, Treasurer",376342,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,James R Bauer,,,VP for Campus Planning & External Af,257867,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,Michael G Beseda,,,VP of Enrollment -10/7/16,221310,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,Curtis Bridgeman,,,"Dean, College of Law",302566,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,Marlene Moore,,,"Dean, College of Liberal Arts-7/1/16",233095,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,David A Douglass,,,Professor-5/31/17,296134,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,John Launchbury,,,Professor of Computer Science,291121,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,Shelby Radcliffe,,,VP for Advancement,288505,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,Debra Ringold,,,"Dean, Atkinson Grad School of Mgmt",276429,0
201705,930386972,201800969349300345,WILLAMETTE UNIVERSITY,Symeon Symeonides,,,Parks Distinguished Professor of Law,318531,0
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,ARUNA JAYARAM MD,,,PHYSICIAN,222995,
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,AURA THERESA DE OLAZO MD,,,MED DIR CLINIC,313969,
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,CAROL A BRADLEY,,,SR VP,,539534
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,EVERETT NEWCOMB III MD,,,SR VP,,1462733
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,GEORGE J BROWN MD,,,President & CEO,,2211214
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,GRETCHEN M NICHOLS,,,HOSPITAL PRESIDENT,437985,
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,JOHN J KENAGY,,,SR VP,,741406
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,JONATHAN HILL MD,,,BOARD DIRECTOR,,629700
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,LAURA OSTROM MD,,,PHYSICIAN,272327,
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,LEWIS L LOW MD,,,SR VP,,724638
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,LINDA S HOFF,,,CFO & TREASURER,,1010666
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,MAUREEN A BRADLEY,,,SR VP,,390547
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,PHOEBE SHULMAN-EDLESON MD,,,MED RAD PHYSICIST,222117,
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,ROBERT E DEWITT,,,SR VP & SEC,,548105
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,SONJA O STEVES,,,SR VP,,543508
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,STEPHEN SLATTERY MD,,,PHYSICIAN,248003,
201703,930591528,201810469349302106,LEGACY MOUNT HOOD MEDICAL CENTER,TRENT S GREEN,,,SR VP,,785844
201706,930686108,201800509349300805,NWEA,MATTHEW CHAPMAN,,,CEO,516806,0
201706,930686108,201800509349300805,NWEA,JEFFREY STRICKLER,,,PRESIDENT & COO,458980,0
201706,930686108,201800509349300805,NWEA,GERI COHEN,,,SR. VP & CFO,303642,0
201706,930686108,201800509349300805,NWEA,MARK CAMPILLO,,,SR. VP & CTO,287998,0
201706,930686108,201800509349300805,NWEA,ANTOINETTE JAFFE,,,"SR. VP, HR & ORG. DEVELOPMENT",280346,0
201706,930686108,201800509349300805,NWEA,KATHERINE TOPPING,,,"SR. VP, MARKETING",249654,0
201706,930686108,201800509349300805,NWEA,BRENT LIEBERMAN,,,"SR. VP, PARTNER ACCOUNTS",338466,0
201706,930686108,201800509349300805,NWEA,JANICE LAROCCA,,,"SR. VP, PARTNER SERVICES",263752,0
201706,930686108,201800509349300805,NWEA,FRED MCDANIEL,,,"SR. VP, PROD. MGMT. & PUBLISHING",269679,0
201706,930686108,201800509349300805,NWEA,RAYMOND YEAGLEY,,,"SR. VP, RESEARCH & CHIEF ACADEM. OFF",258145,0
201706,930686108,201800509349300805,NWEA,JASON MENDENHALL,,,"SR. VP, STRATEGIC SOLUTIONS",229074,0
201706,930686108,201800509349300805,NWEA,PAUL THARP,,,"VP, SERVICE DELIVERY",242922,0
201706,930686108,201800509349300805,NWEA,MICHAEL MOORE,,,"VP, PROD. MGMT. & BUSINESS DEVELOP.",217532,0
201706,930686108,201800509349300805,NWEA,JOE SCHERER,,,"EXEC. DIR., SUPERINT. NATL. DIALOGUE",232683,0
201706,930686108,201800509349300805,NWEA,NITA GOODRICH,,,"VP, POLICY & ADVOCACY",214777,0
201706,930686108,201800509349300805,NWEA,DUSTIN MILBERG,,,"VP, PROD. OPS. & PLATFORM STRATEGY",199286,0
201706,930386839,201831179349301458,GEORGE FOX UNIVERSITY,Theodore E Allen,,,Exec VP Chief Operating Officer,308357,0
201706,930386839,201831179349301458,GEORGE FOX UNIVERSITY,Lynn E Andrews,,,VP for Advancement,182308,0
201706,930386839,201831179349301458,GEORGE FOX UNIVERSITY,Robin E Baker,,,President,622751,0
201706,930386839,201831179349301458,GEORGE FOX UNIVERSITY,Bradley Lau,,,VP for Student Life,177194,0
201706,930386839,201831179349301458,GEORGE FOX UNIVERSITY,Linda L Samek,,,Provost,195363,0
201706,930386839,201831179349301458,GEORGE FOX UNIVERSITY,Robert K Westervelt,,,Exec VP for Enrollment & M,181428,0
201706,930386839,201831179349301458,GEORGE FOX UNIVERSITY,Robert Harder,,,"Dean, College of Engineeri",183761,0
201706,930386839,201831179349301458,GEORGE FOX UNIVERSITY,Mary Peterson,,,Professor Clinical Psychol,186628,0
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,PAUL CARDOSI MD,,,SECRETARY,291411,0
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,DUANE FRANCIS,,,"CEO, EX-OFFICIO DIRECTOR",101088,1287873
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,DONALD ARBON,,,"CFO, VP OF FINANCE",0,335215
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,WILLIAM HAMILTON,,,VP MEDICAL AFFAIRS,556174,0
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,DIANNE STORBY,,,EXEC VP OF OPERATIONS,0,357585
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,ERICK LARSON,,,"VP, CHIEF INFORMATION OFFICER",0,228243
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,KEITH STELZER,,,PHYSICIAN,637347,0
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,MARK CULLEN,,,PHYSICIAN,561971,0
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,JOHN SCHWARTZ,,,PHYSICIAN,455441,0
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,MARK MCALLISTER,,,PHYSICIAN,399236,0
201612,930386936,201713199349317686,MID-COLUMBIA MEDICAL CENTER,GARY GINGRICH,,,PHYSICIAN,428340,0
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,RICHARD EVANS MD,,,BOARD MEMBER / PHYSICIAN,267250,0
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,JOSEPH CAHILL,,,CEO,0,360247
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,DANIEL SMITH,,,VP FINANCE / CFO,0,504746
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,WENDIE WUNDERWALD,,,VP NURSING,230584,0
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,DUSTIN DEAN MD,,,PHYSICIAN,460813,0
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,DANIEL SPRAGUE MD,,,PHYSICIAN,483778,0
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,HAN CHANG MD,,,PHYSICIAN,419028,0
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,KIMBERLY JAMES MD,,,PHYSICIAN,424006,0
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,DANA KOSMALA DO,,,PHYSICIAN,409190,0
201612,930396847,201713189349306521,MID-VALLEY HEALTHCARE INC,BECKY PAPE,,,FORMER CEO / CEO GSRMC,0,413035
201712,930300375,201802899349300345,UMATILLA ELECTRIC COOPERATIVE,ROBERT M ECHENRODE,,,GENERAL MANAGER AND CEO,469713,13394
201712,930300375,201802899349300345,UMATILLA ELECTRIC COOPERATIVE,SONJA BOGART,,,COO,240815,0
201712,930300375,201802899349300345,UMATILLA ELECTRIC COOPERATIVE,STEVEN FERRARO,,,MANAGER OF OPERATIONS,240909,0
201712,930300375,201802899349300345,UMATILLA ELECTRIC COOPERATIVE,MIKEL BRITT,,,JOURNEYMAN LINEMAN,174862,0
201712,930300375,201802899349300345,UMATILLA ELECTRIC COOPERATIVE,TANNER BRITT,,,LINE FOREMAN,181187,0
201712,930300375,201802899349300345,UMATILLA ELECTRIC COOPERATIVE,RYAN COREY,,,LINE FOREMAN,202197,0
201712,930300375,201802899349300345,UMATILLA ELECTRIC COOPERATIVE,DUSTIN GROGAN,,,LINE FOREMAN,189736,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,Thomas Hellie,,,Officer,447874,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,Mary Ann Rodriguez,,,Officer,226038,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,David Ostrander,,,Senior Assistant to the President,211235,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,Susan Agre-Kippenhan,,,Officer,192552,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,John McKeegan,,,Officer,187316,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,Susan Hopp,,,Officer,157983,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,Dan Preston,,,Officer,165511,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,Scott Carnahan,,,Athletic Director,155809,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,Sharon Wagner,,,Dept Chair-Business,156630,0
201706,930391586,201840749349300514,LINFIELD COLLEGE,Beverly Epeneter,,,"Professor, Nursing",150814,0
201706,930391563,201841289349301129,CONCORDIA UNIVERSITY,Charles Schlimpert,,,President,340160,0
201706,930391563,201841289349301129,CONCORDIA UNIVERSITY,Dennis Stoecklin,,,Chief Financial Officer,211844,0
201706,930391563,201841289349301129,CONCORDIA UNIVERSITY,Mark Wahlers,,,Provost,236195,0
201706,930391563,201841289349301129,CONCORDIA UNIVERSITY,Johnnie Driessner,,,Executive Vice President,221343,0
201706,930391563,201841289349301129,CONCORDIA UNIVERSITY,Joseph Mannion,,,Chief Collaboration Officer,215455,0
201706,930391563,201841289349301129,CONCORDIA UNIVERSITY,Jilma Meneses,,,Chief Operating Officer and Legal Counsel,207438,0
201706,930391563,201841289349301129,CONCORDIA UNIVERSITY,Cathy Silak,,,Dean of Law,221825,0
201706,930391563,201841289349301129,CONCORDIA UNIVERSITY,Greg Sergienko,,,Assistant Dean of Law,222567,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,KEVIN BAXTER,,,BOARD MEMBER,320756,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,ROBERT HOLLAND,,,BOARD MEMBER,367604,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,ERIK THORSEN,,,CEO,588077,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,TERESA L GURRAD,,,CCO,238657,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,JARROD P KARNOFSKI,,,VP - ANCILLIARY SERVICES,234412,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,KATRINA M MCPHERSON,,,VP - MEDICAL GROUP OPERATIONS,321430,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,GALINA GANDY,,,VP-IT,224858,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,DOUGLAS ABBOTT MD,,,PHYSICIAN,655578,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,RICHARD CRASS MD,,,PHYSICIAN,436652,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,MICHAEL MITCHELL MD,,,PHYSICIAN,398614,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,PETER BALES MD,,,PHYSICIAN,599321,0
201612,930583856,201703109349302305,COLUMBIA LUTHERAN CHARITIES,CAMILO ROSALES MD,,,PHYSICIAN,440089,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,RICHARD HEIN,,,PRESIDENT/CEO,781134,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,BONNIE HUMPHREY-ANDERSON,,,EXECUTIVE VP/CFO,468882,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,RHONDA HEILE-BROWN,,,EXECUTIVE VP/COO,362842,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,CRAIG COLE,,,EVP/CIO,354338,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,DEBRA RIGGLE,,,VP FINANCIAL SERVICES,493511,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,JIM GIBSON,,,VP BRANCH SERVICES,240898,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,JAIMY HERBERT,,,EXT MORG LN OFFICER,304147,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,JENNIFER HUMCKE,,,ASSISTANT VP OF FINANCE,194605,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,RICHARD HOLLON,,,AVP CAS,186475,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,LAURIE ROE,,,AVP EMPLOYEE DEVELOPMENT,196043,0
201712,930444581,201801249349301295,OREGON STATE CREDIT UNION,CARRIE CHAFFEE,,,AVP HUMAN RESOURCES,188331,0
201706,930425580,201811299349301431,GOOD SHEPHERD HEALTH CARE SYSTEM,DENNIS BURKE,,,PRESIDENT/CEO,470292,
201706,930425580,201811299349301431,GOOD SHEPHERD HEALTH CARE SYSTEM,JAN PETER,,,CFO,275940,
201706,930425580,201811299349301431,GOOD SHEPHERD HEALTH CARE SYSTEM,JIM SCHLENKER,,,COO,242429,
201706,930425580,201811299349301431,GOOD SHEPHERD HEALTH CARE SYSTEM,KIM PETERSON,,,ER PHYSICIAN,443694,
201706,930425580,201811299349301431,GOOD SHEPHERD HEALTH CARE SYSTEM,MARK DONNELLY,,,ER PHYSICIAN,418675,
201706,930425580,201811299349301431,GOOD SHEPHERD HEALTH CARE SYSTEM,CHRISTOPHER KEELER,,,SURGEON,362374,
201706,930425580,201811299349301431,GOOD SHEPHERD HEALTH CARE SYSTEM,THOMAS HOLT,,,UROLOGIST,384775,
201706,930425580,201811299349301431,GOOD SHEPHERD HEALTH CARE SYSTEM,THOMAS FARNEY,,,SURGEON,353254,
201704,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,AARON SPRACKLEN,,,TRUSTEE,378737,
201704,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,JAMES MATTES,,,TRUSTEE/CEO,351820,
201704,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,MICHAEL HETRICK,,,TRUSTEE/PHYSICIAN,223690,
201704,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,WADE WEIS,,,FINANCE SENIOR DIR,179999,
201704,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,BENJAMIN OLSON,,,PHYSICIAN,641031,
201704,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,CHRISTOPHER WOODWORTH,,,PHYSICIAN,583313,
201704,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,ADRIAN DAVIS,,,PHYSICIAN,581645,
201704,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,SEYMOUR BRONSTEIN,,,PHYSICIAN,521310,
201704,930505325,201713259349301011,GRANDE RONDE HOSPITAL INC,STACY WHITAKER,,,PHYSICIAN,499447,
201706,930728816,201841319349302109,CENTRAL CITY CONCERN,EDWARD BLACKBURN,,,PRESIDENT AND CEO,234241,0
201706,930728816,201841319349302109,CENTRAL CITY CONCERN,BISCHOF JOHN,,,MEDICAL DIRECTOR,251995,0
201706,930728816,201841319349302109,CENTRAL CITY CONCERN,HUBERT SEAN A,,,CHIEF HOUSING-EMP OFFICER,160155,0
201706,930728816,201841319349302109,CENTRAL CITY CONCERN,RIEKE EOWYN,,,MEDICAL DIRECTOR,185150,0
201706,930728816,201841319349302109,CENTRAL CITY CONCERN,SHAPIRO PHILIP,,,PSYCHIATRIST,159644,0
201706,930728816,201841319349302109,CENTRAL CITY CONCERN,SOLOTAROFF RACHEL,,,CHIEF MEDICAL OFFICER,241864,0
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,LARRY MULLINS DHA,,,BOARD CHAIR / CEO SHS,0,1479632
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,DAVID TRIEBES,,,BOARD VICE CHAIR / CEO AGH,0,490534
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,STEPHEN BURNS MD,,,BOARD MEMBER,0,565178
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,DAVID BIGELOW,,,VP CEO SPCH,0,284846
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,DANIEL SMITH,,,VP FINANCE / CFO,0,504746
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,LORIE WILLIAMS,,,VP NURSING,183214,0
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,BRUCE TAYLOR MD,,,PHYSICIAN,516394,0
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,GERALD BUTLER MD,,,PHYSICIAN,496602,0
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,DAVID LARSEN MD,,,PHYSICIAN,475694,0
201612,931329784,201743189349305739,SAMARITAN PACIFIC HEALTH SERVICES,LINDSAY KERN MD,,,PHYSICIAN,397766,0
