,year,ein,object_id,taxpayer_name,form,source,compensation,INCOME_AMT,ASSET_AMT,REVENUE_AMT,TAX_PERIOD_y,NTEE_CD
7278,2018,412261098,201911359349102796,REAP FOUNDATION,IRS990PF,pf_part_i,0.0,164403.0,1143567.0,,201806.0,T20
3302,2018,952559728,201911359349102141,CADDOCK FOUNDATION INC,IRS990PF,pf_part_i,0.0,827478.0,14903.0,,201812.0,
12648,2018,931324806,201911359349102106,OREGON BRAIN FOUNDATION,IRS990PF,pf_part_i,,2238.0,132114.0,,201812.0,G124
12386,2018,931256947,201911359349101631,HISTORIC MEACHAM HOTEL AND RETREAT CENTER INC,IRS990PF,pf_part_i,,9477.0,703.0,,201812.0,A80
10764,2018,510142069,201911349349310701,SHRINERS INTERNATIONAL GROUP RETURN,IRS990,part_i,0.0,53988.0,167726.0,53988.0,201812.0,
2426,2018,710916277,201911349349310601,NORTHWEST REQUIREMENTS UTILITIES,IRS990,part_i,1101864.0,1374010.0,762340.0,1374010.0,201812.0,S41
2334,2018,460716639,201911349349310576,KLAMATH BASIN SENIOR CITIZENS CENTER,IRS990,part_i,442046.0,1470648.0,436161.0,981727.0,201806.0,P81
10148,2018,264169150,201911349349310511,AGAINST ONE SIDED MEASURES,IRS990,part_i,0.0,66611.0,0.0,66611.0,201812.0,R60
4974,2018,930677914,201911349349310466,CRESWELL CHRISTIAN CHILD CARE CENTER,IRS990,part_i,339738.0,376930.0,29899.0,376930.0,201812.0,
6268,2018,936032352,201911349349310156,JUNIOR LEAGUE OF EUGENE,IRS990,part_i,0.0,237149.0,666009.0,41309.0,201806.0,S810
10296,2018,930684590,201911349349310121,ROGUE VALLEY GENEALOGICAL SOCIETY INC,IRS990,part_i,0.0,63071.0,508324.0,63071.0,201812.0,
5752,2018,521116693,201911349349310101,SCIENTISTS CENTER FOR ANIMAL WELFARE,IRS990,part_i,106505.0,286162.0,390468.0,286162.0,201812.0,D012
1256,2018,930504507,201911349349310056,ARC OREGON,IRS990,part_i,526842.0,3801409.0,22454485.0,1688319.0,201806.0,
1992,2018,202736000,201911349349309086,GATE YOUTH ASSOCIATION,IRS990,part_i,65734.0,1955801.0,3093700.0,1950127.0,201812.0,P30
3296,2018,271756201,201911349349309006,RENAISSANCE PUBLIC ACADEMY,IRS990,part_i,642216.0,828183.0,580399.0,828183.0,201806.0,B25
3016,2018,931040482,201911349349308841,PLANNED PARENTHOOD ADVOCATES OF OREGON,IRS990,part_i,372174.0,940403.0,461609.0,919242.0,201806.0,
3456,2018,930848793,201911349349308726,COMMUNITY SHARING PROGRAM,IRS990,part_i,199308.0,768442.0,699003.0,768218.0,201806.0,P60Z
2004,2018,930257930,201911349349308691,PORTLAND YACHT CLUB,IRS990,part_i,669490.0,1930413.0,5641780.0,1674186.0,201812.0,
6634,2018,453599268,201911349349308156,SENIOR ADVOCATES FOR GENERATIONAL EQUITY SAGE,IRS990,part_i,95551.0,207355.0,56760.0,194906.0,201806.0,P75
3528,2018,930762986,201911349349307836,OREGON ASSOCIATION CHIEFS OF POLICE,IRS990,part_i,24200.0,739403.0,673348.0,737322.0,201806.0,Z99Z
9174,2018,931090105,201911349349307391,NORTHWEST OUTREACHES INC,IRS990,part_i,0.0,91493.0,31410.0,91493.0,201812.0,
8098,2018,943164869,201911349349306551,SAINT ALPHONSUS FOUNDATION-BAKER CITY INC,IRS990,part_i,0.0,128295.0,985878.0,96985.0,201806.0,E12
5136,2018,930814490,201911349349306061,CARITAS PLAZA,IRS990,part_i,0.0,357488.0,1560118.0,357488.0,201806.0,
5634,2018,263102015,201911349349305981,ESSENTIAL LIGHT INSTITUTE,IRS990,part_i,144511.0,297790.0,66817.0,297790.0,201812.0,B90
4134,2018,936027995,201911349349304856,CORVALLIS ARTS CENTER INC,IRS990,part_i,298470.0,549157.0,215380.0,506647.0,201806.0,A200
2878,2018,930698327,201911349349304776,LINCOLN COUNTY DAY TREATMENT CENTER,IRS990,part_i,877214.0,1021441.0,343055.0,1019941.0,201806.0,
2972,2018,936094804,201911349349304761,CALL TO SAFETY,IRS990,part_i,712820.0,962877.0,400651.0,962877.0,201806.0,P620
5760,2018,930643830,201911349349304611,ELGIN STAMPEDERS ASSOCIATION INC,IRS990,part_i,0.0,285551.0,270407.0,230092.0,201812.0,N52
3080,2018,464276182,201911349349304446,OREGON ROBOTICS TOURNAMENT AND OUTREACH PROGRAM,IRS990,part_i,437585.0,916453.0,721475.0,916453.0,201806.0,H99
2488,2018,930138235,201911349349304441,SALEM AREA CHAMBER OF COMMERCE,IRS990,part_i,737546.0,1309388.0,687237.0,1272444.0,201806.0,
558,2018,264077120,201911349349304421,BAKER CHARTER SCHOOLS ORGANIZATION,IRS990,part_i,8252894.0,12553176.0,5480392.0,12553176.0,201806.0,B29
6102,2018,461018517,201911349349300306,JEFFERSON COUNTY FAITH BASED NETWORK,IRS990,part_i,20117.0,250504.0,57340.0,250504.0,201812.0,B11
11812,2018,473612482,201911349349206201,ALOHA COMMUNITY FARMERS MARKET,IRS990EZ,ez_part_i,,25322.0,6421.0,25322.0,201812.0,K30
8872,2018,943123141,201911349349206166,COALITION OF BLACK MEN,IRS990EZ,ez_part_i,43337.0,100934.0,122778.0,100934.0,201812.0,P80
10944,2018,475671586,201911349349206111,BROKEN SHACKLES,IRS990EZ,ez_part_i,21431.0,50020.0,35651.0,50020.0,201812.0,I43
8916,2018,272703426,201911349349206051,CENTRAL OREGON FOREST STEWARDSHIP FOUNDATION,IRS990EZ,ez_part_i,,99841.0,16691.0,99841.0,201812.0,M40
11544,2018,936031460,201911349349206011,WESTERN OREGON EXPOSITION INC,IRS990EZ,ez_part_i,,33856.0,267746.0,33856.0,201812.0,N52
11468,2018,331118832,201911349349205956,CURRY WATERSHEDS NONPROFIT,IRS990EZ,ez_part_i,,36140.0,47522.0,36140.0,201812.0,C32
10104,2018,930341254,201911349349205861,AMERICAN LEGION POST  28,IRS990EZ,ez_part_i,,67473.0,59997.0,51308.0,201812.0,
10232,2018,461019480,201911349349205631,OTHER SIDE OF BASKETBALL INC,IRS990EZ,ez_part_i,65029.0,64862.0,8896.0,64862.0,201812.0,N62
8862,2018,821471306,201911349349205551,FRIENDS OF THE PINE VALLEY FAIRGROUNDS,IRS990EZ,ez_part_i,,101145.0,1602.0,101145.0,201812.0,S12
8994,2018,930460037,201911349349205346,ANCACCSCOTTISH RITE OF VALLEY OF BAKER,IRS990EZ,ez_part_i,4608.0,96744.0,413783.0,32776.0,201812.0,
11874,2018,930896073,201911349349205046,TWIN ISLAND COMMUNITY ASSOCIATION,IRS990EZ,ez_part_i,,23805.0,49481.0,23805.0,201812.0,L50
11796,2018,453345126,201911349349204941,SOUTHERN OREGON YOUTH PROGRAMS INC,IRS990EZ,ez_part_i,,25700.0,24911.0,25700.0,201812.0,O50
9372,2018,930957752,201911349349204736,SOROPTIMIST INTERNATIONAL OF ALBANY,IRS990EZ,ez_part_i,,85096.0,68835.0,59135.0,201806.0,I70
11288,2018,474629716,201911349349204636,NW INSTITUTE OF ASSISTED REPRODUCTION,IRS990EZ,ez_part_i,,40948.0,13970.0,40948.0,201812.0,G11
9304,2018,205449967,201911349349204411,NORTHWEST REGIONAL ESD FOUNDATION,IRS990EZ,ez_part_i,,87148.0,70781.0,80807.0,201806.0,A11
12632,2018,931210441,201911349349203541,FRIENDS OF WILLIAM STAFFORD,IRS990EZ,ez_part_i,,2564.0,20097.0,2564.0,201812.0,A20
10530,2018,463397873,201911349349203296,EQUIPPING LEADERS FOR A LIFETIME OF SERVICE INTERNATIONAL,IRS990EZ,ez_part_i,42.0,58234.0,9172.0,58234.0,201812.0,X99
10978,2018,471987056,201911349349202811,JASON HALVORSEN FOUNDATION INC,IRS990EZ,ez_part_i,,49113.0,125816.0,24706.0,201812.0,T22
9444,2018,931010798,201911349349202721,PORTLAND ASSOCIATION OF HEALTH UNDERWRITERS,IRS990EZ,ez_part_i,,83108.0,38264.0,83108.0,201812.0,
6812,2018,261777589,201911349349201921,HIGH DESERT CHAMBER MUSIC INC,IRS990EZ,ez_part_i,61354.0,191851.0,46540.0,184107.0,201812.0,A68
9562,2018,930643165,201911349349201596,PENDLETON SWIM ASSOCIATION INC,IRS990EZ,ez_part_i,2250.0,80176.0,146831.0,44659.0,201812.0,
7532,2018,931018684,201911349349201541,PORTLAND KAOHSIUNG SISTER CITY ASSOCIATION INC,IRS990EZ,ez_part_i,,154157.0,253578.0,58298.0,201812.0,Q200
8076,2018,261675500,201911349349201101,RAHABS SISTERS,IRS990EZ,ez_part_i,31415.0,129410.0,119638.0,126661.0,201812.0,P60
7364,2018,200905821,201911349349201041,LOVE IN THE NAME OF CHRIST OF CLACKAMAS COUNTY OREGON,IRS990EZ,ez_part_i,80485.0,160718.0,97527.0,160718.0,201812.0,P28
9148,2018,222868942,201911349349200906,TEX USERS GROUP,IRS990EZ,ez_part_i,63078.0,92101.0,177000.0,92101.0,201812.0,B60
8040,2018,931234637,201911349349200401,CENTRAL OREGON SAFETY AND HEALTH ASSOCIATION,IRS990EZ,ez_part_i,,131060.0,66304.0,131060.0,201901.0,M40
978,2018,931266648,201911349349104181,CHAMBERS FAMILY FOUNDATION,IRS990PF,pf_part_i,0.0,5479649.0,15958798.0,,201812.0,T20
12662,2018,611581305,201911349349100126,CAST EDUCATION FOUNDATION,IRS990PF,pf_part_i,,1857.0,3457.0,,201812.0,B82
8796,2018,510137543,201911339349308171,TRI CITY SPAY AND NEUTERING ASSOC,IRS990,part_i,0.0,103374.0,315390.0,103374.0,201812.0,D200
494,2018,930573822,201911339349307966,PLANNED PARENTHOOD OF SW OREGON,IRS990,part_i,6041728.0,15072788.0,14367307.0,10135644.0,201806.0,E420
1282,2018,930771304,201911339349305421,CONCORDIA UNIVERSITY FOUNDATION,IRS990,part_i,1454218.0,3688131.0,13511392.0,2452192.0,201806.0,T30Z
8660,2018,202142525,201911339349305311,LIFESTYLE HOSPICE FOUNDATION INC,IRS990,part_i,24651.0,107437.0,66770.0,82353.0,201812.0,P20
2442,2018,10765884,201911339349305191,NORTH CLACKAMAS CHRISTIAN SCHOOL,IRS990,part_i,1179827.0,1358719.0,466876.0,1358719.0,201806.0,B25
7524,2018,464592488,201911339349305146,MT HOOD LEARNING CENTER,IRS990,part_i,101021.0,154942.0,48544.0,154942.0,201812.0,P33
304,2018,237332778,201911339349300721,UNIVERSITY OF OREGON BOOKSTORE INC,IRS990,part_i,7010610.0,28093915.0,17956986.0,25387066.0,201806.0,B43I
1766,2018,930480174,201911339349300106,ST PAUL RODEO ASSOCIATION,IRS990,part_i,99709.0,2341287.0,4326783.0,2276907.0,201812.0,A80
10242,2018,208776775,201911339349204761,WEST ALBANY BULLDOG BOOSTER CLUB,IRS990EZ,ez_part_i,,64369.0,115769.0,35095.0,201806.0,B112
9704,2018,237316276,201911339349204756,LINN COUNTY 4-H ASSOCIATION,IRS990EZ,ez_part_i,,76836.0,83219.0,76836.0,201806.0,O52
7816,2018,464119141,201911339349202536,CHILDRENS LITERACY PROJECT FORMERLY KNOWN AS BEUNDIVIDED,IRS990EZ,ez_part_i,83080.0,139825.0,23649.0,139825.0,201812.0,B90
10928,2018,204173622,201911339349201306,UNIV OF TASMANIA FOUNDATION USA,IRS990EZ,ez_part_i,,50571.0,20927.0,50571.0,201812.0,B90
9888,2018,208847566,201911339349200826,CLATSOP CRUISE HOSTS INC,IRS990EZ,ez_part_i,,72415.0,107074.0,72415.0,201812.0,A82
9636,2018,472471876,201911339349200236,PORTLAND MEET PORTLAND,IRS990EZ,ez_part_i,500.0,78251.0,29498.0,78251.0,201806.0,R30
2726,2018,376573149,201911339349103576,GIUSTINA FOREST FOUNDATION,IRS990PF,pf_part_i,0.0,1113203.0,2360608.0,,201812.0,B82
11406,2018,477005374,201911339349103246,ALICE AND MASON WHITE MEMORIAL SCHOLARSHIP FUND,IRS990PF,pf_part_i,4283.0,37709.0,280014.0,,201812.0,
4686,2018,203968120,201911339349102751,ZIDELL FAMILY FOUNDATION,IRS990PF,pf_part_i,0.0,423915.0,6616580.0,,201812.0,T20
868,2018,472606838,201911339349102071,TAREEN FILGAS FOUNDATION,IRS990PF,pf_part_i,0.0,6673968.0,13936759.0,,201812.0,T12
3312,2018,931277040,201911339349101916,MARLENE K SAPINSLEY PRIVATE FOUNDATION,IRS990PF,pf_part_i,0.0,825369.0,750312.0,,201812.0,T22
12636,2018,936037112,201911339349101796,ROGER J BOUNDS FOUNDATION INC,IRS990PF,pf_part_i,,2527.0,78787.0,,201812.0,
5202,2018,463224756,201911339349101346,NW SELF STORAGE FOUNDATION C O TARA MORTENSON,IRS990PF,pf_part_i,0.0,350000.0,851423.0,,201812.0,F20
12550,2018,943202187,201911319349201011,BETHEL MINISTRY INC,IRS990EZ,ez_part_i,,4665.0,21783.0,4166.0,201812.0,X99Z
11122,2018,208786532,201911309349305361,ENVIRONMENT OREGON RESEARCH AND POLICY CENTER INC,IRS990,part_i,29083.0,45866.0,263146.0,45866.0,201806.0,C059
2278,2018,930855897,201911309349305316,OREGON STATE PUBLIC INTEREST RESEARCH GROUP INC,IRS990,part_i,26917.0,1544647.0,10082403.0,1544647.0,201806.0,
3594,2018,943061005,201911309349305271,SIUSLAW OUTREACH SERVICES,IRS990,part_i,282395.0,703270.0,749350.0,532953.0,201806.0,
1752,2018,811678140,201911309349305256,RELAY RESOURCES ENTERPRISES,IRS990,part_i,1167441.0,2367841.0,986231.0,1615949.0,201806.0,
6560,2018,930593026,201911309349305231,OREGON STUDENT PUBLIC INTEREST RESEARCH GROUP EDUCATION FUND,IRS990,part_i,89462.0,213053.0,175623.0,213053.0,201806.0,W06Z
9326,2018,931134276,201911309349305171,ECUNET HOUSING INC,IRS990,part_i,0.0,86290.0,689232.0,86290.0,201806.0,
1162,2018,931288657,201911309349305146,PCI-SIG,IRS990,part_i,0.0,4230551.0,5032804.0,3430822.0,201812.0,S41
9046,2018,510152190,201911309349304916,ROUND-UP HALL OF FAME ASSOCIATION,IRS990,part_i,0.0,95546.0,961897.0,84115.0,201810.0,A500
226,2018,930386780,201911309349304001,ALBERTINA KERR CENTERS,IRS990,part_i,32294883.0,40370616.0,35972798.0,40217202.0,201806.0,P730
1954,2018,880377911,201911309349301761,AIM HIGH ACADEMY OF MARTIAL ARTS,IRS990,part_i,1451157.0,2009861.0,126700.0,1995519.0,201812.0,B99Z
346,2018,930509414,201911309349301726,SHANGRI-LA CORPORATION,IRS990,part_i,18515323.0,24326062.0,12822884.0,24326062.0,201806.0,P200
9302,2018,472465842,201911309349202916,A LIVING LETTER MINISTRIES,IRS990EZ,ez_part_i,76796.0,87167.0,32327.0,86186.0,201812.0,X20
10590,2018,930852846,201911309349202741,BENTON COUNTY 4-H ASSOCIATION,IRS990EZ,ez_part_i,,57356.0,84113.0,57356.0,201806.0,O52
11700,2018,911787579,201911309349202621,VERNONIA HANDS ON ART CENTER,IRS990EZ,ez_part_i,,29218.0,41472.0,24093.0,201812.0,A20
9376,2018,931153424,201911309349202321,WEST COAST REFUSE AND RECYCLING COALITION,IRS990EZ,ez_part_i,,85021.0,16802.0,85021.0,201812.0,
10086,2018,262012277,201911309349202206,PENDLETON ROTARY FOUNDATION,IRS990EZ,ez_part_i,,68111.0,87666.0,58516.0,201812.0,B82
7830,2018,237090198,201911309349201531,PACIFIC NORTHWEST ASSOCIATION OF RAIL SHIPPERS,IRS990EZ,ez_part_i,19290.0,139434.0,58526.0,139434.0,201812.0,
12774,2018,911803767,201911309349101526,CASCADE HERITAGE FOUNDATION,IRS990PF,pf_part_i,,104.0,44033.0,,201812.0,T20Z
5116,2018,205055132,201911289349301906,EOLA HILLS CHARTER SCHOOL,IRS990,part_i,271258.0,360271.0,525203.0,360271.0,201806.0,B29
1544,2018,812116665,201911289349301821,A GREENER WORLD,IRS990,part_i,1313921.0,2865675.0,657424.0,2852347.0,201812.0,K20
2362,2018,931001159,201911289349301726,HOSANNA CHRISTIAN SCHOOL,IRS990,part_i,748341.0,1442712.0,4525052.0,1345208.0,201806.0,B21
6924,2018,262264575,201911289349301716,HOMEGRID FORUM CO VITAL TECHNICAL MARKETING INC,IRS990,part_i,0.0,183966.0,185466.0,183966.0,201812.0,S41
1322,2018,931137236,201911289349301366,PATHFINDERS OF OREGON,IRS990,part_i,2989467.0,3566687.0,1044055.0,3566687.0,201806.0,I400
9120,2018,930937822,201911289349201721,MOTORCYCLE RIDERS ASSOCIATION,IRS990EZ,ez_part_i,,93288.0,420770.0,93288.0,201812.0,N50
12722,2018,931221179,201911289349201301,FRIENDS OF LANGLOIS PUBLIC LIBRARY,IRS990EZ,ez_part_i,,718.0,45705.0,718.0,201812.0,T99
7256,2018,931235321,201911289349201076,ROTARY CLUB OF NEWBERG EARLYBIRDS,IRS990EZ,ez_part_i,,165776.0,111337.0,118038.0,201806.0,
12922,2018,330801318,201911289349200836,COMMUNITY EQUESTRIAN PATROL,IRS990EZ,ez_part_i,,0.0,1.0,0.0,201812.0,I60
5496,2018,930841560,201911279349301831,PORTLAND HUMAN RESOURCE MANAGEMENT ASSOC,IRS990,part_i,86583.0,312720.0,148390.0,312720.0,201812.0,
4328,2018,820604981,201911279349301076,CCIX CONSORTIUM INC CO VITAL TECHNICAL MARKETING INC,IRS990,part_i,0.0,500000.0,372548.0,500000.0,201812.0,S41
12920,2018,930115448,201911279349201501,TOY AND JOY COMPASSION IN ACTION OF CLACKAMAS COUNTY,IRS990EZ,ez_part_i,,0.0,1.0,0.0,201812.0,O12
10170,2018,931184934,201911279349201451,PTO BEAVER ACRES ELEMENTARY,IRS990EZ,ez_part_i,,66049.0,60429.0,43012.0,201806.0,X20Z
10862,2018,931230794,201911279349200781,OREGON GREEN SCHOOLS ASSOCIATION,IRS990EZ,ez_part_i,,51598.0,60718.0,51598.0,201812.0,B82
11082,2018,931264617,201911279349200741,WALLOWA COUNTY SHERIFFS SEARCH AND RESCUE,IRS990EZ,ez_part_i,,46637.0,87024.0,46637.0,201812.0,M23
9470,2018,931299163,201911279349101446,CON AMOR FOUNDATION,IRS990PF,pf_part_i,,82578.0,225834.0,,201812.0,T22
10484,2018,571197371,201911269349301171,CHARITABLE CHILDRENS FUND OF AMERICA INC,IRS990,part_i,192288.0,59328.0,2497534.0,701.0,201812.0,B82
4530,2018,930770465,201911269349301101,GROVE CHRISTIAN SERVICE CAMP,IRS990,part_i,157942.0,452393.0,1192515.0,452393.0,201812.0,Z99Z
4768,2018,300519872,201911269349300046,LAKE COUNTY COOPERATIVE WEED MANAGEMENT AREA,IRS990,part_i,18495.0,410381.0,22771.0,410381.0,201812.0,B90
12514,2018,263479370,201911269349201531,HILLSDALE COMMUNITY FOUNDATION,IRS990EZ,ez_part_i,,5519.0,17627.0,5519.0,201812.0,S30
4604,2018,930714716,201911239349301951,NORTHEST COALITION OF NEIGHBORHOODS INC,IRS990,part_i,210113.0,439678.0,206015.0,439678.0,201806.0,I20Z
2900,2018,936097106,201911239349301511,CHEMEKETA COMMUNITY COLLEGE FOUNDATION,IRS990,part_i,0.0,1001375.0,6966664.0,977260.0,201806.0,B41I
4440,2018,43401323,201911239349301081,AMERICA WALKS INC,IRS990,part_i,409036.0,473575.0,695001.0,473575.0,201812.0,N023
12476,2018,930699033,201911239349300841,ANTIQUE IMPLEMENT SOCIETY,IRS990,part_i,0.0,6563.0,311942.0,6563.0,201812.0,
9130,2018,455253153,201911239349201051,CARDIOSTART RESALE THRIFT,IRS990EZ,ez_part_i,41414.0,93149.0,31804.0,86159.0,201812.0,P29
12706,2018,464234507,201911239349200996,DA TZANG FOUNDATION USA,IRS990EZ,ez_part_i,,1000.0,3388.0,1000.0,201812.0,Z99
13004,2018,943079509,201911239349200821,NUGGET BASEBALL INC,IRS990EZ,ez_part_i,,0.0,0.0,0.0,201812.0,N60
7522,2018,931261974,201911239349200746,TILLAMOOK COUNTY CHARITIES,IRS990EZ,ez_part_i,,154988.0,85070.0,149163.0,201812.0,P74
12800,2018,931001600,201911239349102446,MONROE AREA FOUNDATION,IRS990PF,pf_part_i,0.0,28.0,49805.0,,201812.0,
9988,2018,936027198,201911229349301671,EUGENE ROTARY SCHOLARSHIP FOUNDATION,IRS990,part_i,0.0,70002.0,454224.0,38997.0,201806.0,
3166,2018,930931059,201911229349301416,HILLSBORO COMMUNITY FOUNDATION,IRS990,part_i,0.0,880941.0,1860564.0,847328.0,201806.0,
2320,2018,930422242,201911229349301391,MT HOOD KIWANIS CAMP,IRS990,part_i,925923.0,1493939.0,2988747.0,1420050.0,201812.0,
4322,2018,930846850,201911229349301366,OREGONIANS IN ACTION EDUCATION CENTER,IRS990,part_i,0.0,501037.0,361944.0,154792.0,201812.0,
5834,2018,814241889,201911229349301116,BUSINESS FOR A BETTER PORTLAND,IRS990,part_i,145615.0,275854.0,22910.0,275854.0,201812.0,S41
3294,2018,208002857,201911229349101741,CURRY STONE FOUNDATION,IRS990PF,pf_part_i,0.0,828220.0,43845.0,,201812.0,T20
5768,2018,203348915,201911229349100231,STAN AND MADELLE ROSENFELD FAMILY FOUNDATION,IRS990PF,pf_part_i,0.0,284684.0,512275.0,,201812.0,T20
12726,2018,475254029,201911219349301821,SONJA LODGE BUILDING ASSOCIATION,IRS990,part_i,0.0,600.0,806155.0,600.0,201812.0,S47
5114,2018,931073288,201911219349301806,PREGNANCY RESOURCE CENTERS OF CENTRAL OREGON,IRS990,part_i,185095.0,360413.0,306101.0,352878.0,201809.0,E400
364,2018,930753926,201911219349301716,KLAMATH CHILD AND FAMILY TREATMENT CENTER INC,IRS990,part_i,11163187.0,23179862.0,21824881.0,22641013.0,201806.0,F30Z
312,2018,930723862,201911219349301636,TRAVEL PORTLAND,IRS990,part_i,8558986.0,26812016.0,10918458.0,25976068.0,201806.0,
3762,2018,930907543,201911219349301496,MIRACLE THEATRE GROUP,IRS990,part_i,479320.0,643508.0,719911.0,643508.0,201806.0,A650
856,2018,931149789,201911219349301336,ALL HANDS RAISED,IRS990,part_i,1338509.0,6778063.0,5340785.0,6678633.0,201806.0,B122
12658,2018,930854219,201911219349200766,WILLIAMS VALLEY AMERICAN LEGION POST 50,IRS990EZ,ez_part_i,,2084.0,6353.0,2084.0,201812.0,
6880,2018,475077856,201911219349200201,ADF PORTLAND,IRS990EZ,ez_part_i,31759.0,186416.0,112397.0,40202.0,201812.0,N64
10026,2018,936092788,201911219349100016,DEWUHS-KECKRITZ EDUCATIONAL TRUST,IRS990PF,pf_part_i,,69110.0,520643.0,,201812.0,B82
838,2018,930853709,201911209349301951,WALLACE MEDICAL CONCERN,IRS990,part_i,3460277.0,7023221.0,2587375.0,7023221.0,201806.0,
3154,2018,465544340,201911209349301801,REGIONAL ACCELERATOR AND INNOVATION NETWORK,IRS990,part_i,131967.0,886256.0,390787.0,886256.0,201806.0,S30
1558,2018,930987176,201911209349301761,WILLAMETTE WEST HABITAT FOR HUMANITY,IRS990,part_i,599688.0,2823957.0,6320418.0,2763553.0,201806.0,
6500,2018,462588355,201911209349300941,FISH FOOD BANK,IRS990,part_i,40077.0,218701.0,366086.0,218701.0,201812.0,K31
11170,2018,931066694,201911209349200136,WILLAMETTE AGILITY GROUP,IRS990EZ,ez_part_i,,44609.0,29937.0,44223.0,201812.0,N50
10168,2018,930681401,201911199349301266,HELPING HANDS RESOURCES,IRS990,part_i,0.0,66092.0,630065.0,66092.0,201812.0,P60
12408,2018,204549899,201911199349301201,EASTERN OREGON LIVESTOCK SHOW FOUNDATION,IRS990,part_i,0.0,8616.0,535286.0,8616.0,201812.0,O125
10774,2018,931309708,201911199349200956,JUNIOR BASEBALL ORGANIZATION INC,IRS990EZ,ez_part_i,,53735.0,36130.0,53735.0,201808.0,N63
644,2018,226930631,201911199349101006,ROUNDHOUSE FOUNDATION,IRS990PF,pf_part_i,25000.0,10060337.0,18440152.0,,201812.0,T20
11972,2018,472595190,201911199349100876,SCHWEINFURTH FAMILY FOUNDATION,IRS990PF,pf_part_i,,20663.0,207210.0,,201812.0,T20
3656,2018,930955296,201911159349301146,EWEB PARENTS ASSOCIATION INCORPORATED,IRS990,part_i,541414.0,680826.0,46833.0,680826.0,201812.0,B21Z
5226,2018,930653277,201911139349301111,AMERICAN LEGION ALOHA POST 104,IRS990,part_i,0.0,344486.0,237092.0,235593.0,201806.0,
8264,2018,936023852,201911139349301106,LAKEVIEW DISASTER UNIT INC,IRS990,part_i,58567.0,121287.0,900789.0,121287.0,201812.0,E62Z
3804,2018,261144158,201911139349300616,ASHLAND ARTISAN GALLERY AND ART CENTER INC,IRS990,part_i,86315.0,624210.0,226632.0,624210.0,201712.0,A25
8696,2018,943134118,201911139349300406,JEWISH FEDERATION OF LANE COUNTY,IRS990,part_i,29545.0,106158.0,109627.0,106158.0,201812.0,X30
10238,2018,711001126,201911139349200616,ELIZABETH BOWERS ZAMBIA EDUCATION FUND,IRS990EZ,ez_part_i,,64563.0,39582.0,64364.0,201812.0,B12
4378,2018,931001285,201911129349300716,ENVIRONMENTAL FEDERATION OF OREGON DBA EARTHSHARE OREGON,IRS990,part_i,160047.0,488617.0,309861.0,488617.0,201806.0,C120
12912,2018,931294148,201911129349200331,SANDY RIVER BASIN WATERSHED COUNCIL,IRS990EZ,ez_part_i,,0.0,864.0,0.0,201812.0,C013
10654,2018,930362329,201911099349300306,ANCIENT FREE AND ACCEPTED MASONS OF OREGON,IRS990,part_i,3000.0,56257.0,1918603.0,30285.0,201812.0,
6842,2018,943242703,201911099349300021,ROSE HOUSING INC,IRS990,part_i,22825.0,188877.0,910762.0,188877.0,201806.0,L20
11826,2018,943157764,201911089349200326,ZIG ZAG WATER COOPERATIVE,IRS990EZ,ez_part_i,0.0,24952.0,211936.0,24952.0,201806.0,
12716,2018,825322756,201911089349100211,BLACKAT FOUNDATION,IRS990PF,pf_part_i,,900.0,900.0,,201812.0,T22
5098,2018,473435485,201911069349300201,SEK-WET-SE CORPORATION,IRS990,part_i,193219.0,361966.0,7956072.0,361966.0,201812.0,C30
8756,2018,200103990,201911059349200146,SANDY TACKLE FOOTBALL,IRS990EZ,ez_part_i,0.0,104457.0,68906.0,97838.0,201812.0,N65
7596,2018,931195546,201911039349200101,KUKATONON,IRS990EZ,ez_part_i,89597.0,150171.0,21241.0,138578.0,201806.0,A20
4214,2018,202687181,201911029349300311,SONS OF THUNDER MINISTRIES AND PUBLICATIONS INC,IRS990,part_i,85844.0,524128.0,2162312.0,524128.0,201812.0,X20
550,2018,930937286,201911029349300136,UMATILLA-MORROW HEADSTART INC,IRS990,part_i,9719697.0,12838182.0,4631488.0,12823843.0,201805.0,B22Z
1590,2018,930576289,201911019349301086,PITTOCK MANSION SOCIETY,IRS990,part_i,902063.0,2740310.0,1722614.0,1319267.0,201806.0,
5478,2018,205610889,201911019349300736,ANGEL HAIR FOUNDATION,IRS990,part_i,34107.0,313485.0,838608.0,181313.0,201806.0,P20
2398,2018,930741999,201911019349300646,MONTESSORI NORTHWEST,IRS990,part_i,741550.0,1398318.0,459110.0,1378103.0,201805.0,B21P
12624,2018,204934658,201911019349300611,TOLLGATE HISTORICAL SOCIETY,IRS990,part_i,0.0,2660.0,3158213.0,2660.0,201812.0,A80
1818,2018,204681686,201911009349301251,IVY SCHOOL A MONTESSORI CHARTER,IRS990,part_i,1492131.0,2262105.0,2743799.0,2251493.0,201806.0,B29
1286,2018,931150042,201911009349300816,OREGON HUMAN DEVELOPMENT CORPORATION,IRS990,part_i,1720331.0,3673366.0,542989.0,3673366.0,201806.0,P20
11532,2018,202830541,201911009349200601,REDMOND ALANO CLUB,IRS990EZ,ez_part_i,,34322.0,148654.0,34322.0,201812.0,F22
12736,2018,331009856,201911009349100101,PHILIP AND WANDA ADAMS FOUNDATION,IRS990PF,pf_part_i,0.0,467.0,5909.0,,201812.0,T22
