EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
200953588,SIRENS PADDLING CLUB,% MARISA MARCONI,PO BOX 66032,PORTLAND,OR,97290-6032,0000,03,3,2000,200707,1,16,000000000,1,01,201710,0,0,02,0,10,0,0,0,N67,
200954670,MARION CULTURAL DEVELOPMENT CORPORATION,% JAMES SCHWAB,100 HIGH ST SE,SALEM,OR,97301-3636,0000,03,3,2100,200412,1,15,000000000,1,01,201806,1,3,02,0,06,2858,43238,43238,A26,
200969679,PORTLAND JAZZ FESTIVAL INCORPORATED,% PORTLAND JAZZ FESTIVAL,133 SW SECOND AVENUE,PORTLAND,OR,97204-3534,0000,03,3,1000,200501,1,16,000000000,1,01,201706,4,5,01,0,06,171534,705069,705069,A6C,
201002291,CENTRAL OREGON MASTERS AQUATICS,% TONI BROWN,6953,BEND,OR,97708-0000,0000,03,3,2000,200512,1,16,000000000,1,01,201710,0,0,02,0,10,0,0,0,N67,
201006407,ARMORY THEATER FUND,% STANLEY MARTINSON,128 NW 11TH AVE,PORTLAND,OR,97209-4160,0000,03,3,1000,200409,1,17,000000000,1,01,201706,8,4,01,0,06,21652170,356235,356235,A116,
201008395,FRIENDS OF YACHATS LIBRARY,% MARGARET MARSHALL,PO BOX 473,YACHATS,OR,97498-0473,0000,03,3,1200,200408,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,T11,
201014012,WASHINGTON COUNTY CHAMBERS OF COMMERCE PARTNERSHIP,% STEVEN J CLARK,12345 SW MAIN ST,TIGARD,OR,97223-6242,0000,06,3,1000,200411,2,00,000000000,1,01,201806,1,3,01,0,06,1111,72050,72050,S41,
201018361,SIUSLAW ATHLETIC BOOSTER CLUB,% LEAH CARD,PO BOX 1972,FLORENCE,OR,97439-0129,0000,03,3,1200,200410,1,16,000000000,1,01,201712,3,3,01,0,12,79690,79936,57841,B112,
201024637,YOUNG ENTREPRENEURS BUSINESS PROGRAMS,% MAURISSA FISHER,9220 SW BARBUR BLVD STE 119 # 198,PORTLAND,OR,97219-8878,0000,03,3,1000,200610,1,15,000000000,1,01,201808,4,5,01,0,08,490780,710594,710594,B99,
201037078,WALLOWA LAND TRUST INC,,PO BOX 516,ENTERPRISE,OR,97828-0516,0000,03,3,1000,200505,1,15,000000000,1,01,201712,6,4,01,0,12,1903110,451958,451495,C34,
201037860,CADDIES 4 CURE,% JUSTIN MARQUART,13500 SW PACIFIC HWY PMB 132,TIGARD,OR,97223-4804,0000,03,3,1000,200408,1,16,000000000,1,01,201712,3,2,02,0,12,68399,19205,19205,T30,
201051881,NORTHWEST OREGON WRESTLING,% NICHOLAS HURLIMAN,52254 SE TYLER ST,SCAPPOOSE,OR,97056-3434,0000,03,3,1000,200508,0,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,,
201056268,COLUMBIA RIVER HEALTH,% HIRAM SETH WHITMER,450 TATONE ST,BOARDMAN,OR,97818-8076,0000,03,3,1200,200510,1,15,000000000,1,01,201712,7,6,01,0,12,6977866,4035381,3916196,E32,
201063449,HISPANIC TAX ADVOCATES INC,% MARIELLA CATHCART,3549 LEAR WAY STE 101,MEDFORD,OR,97504-9843,0000,03,3,1000,200409,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,P84,
201094311,FIREFIGHTERS UNITED FOR SAFETY ETHICS AND ECOLOGY,% TIMOTHY INGALSBEE,2852 WILLAMETTE ST 125,EUGENE,OR,97405-8200,0000,03,3,2100,200509,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,M24,
201103586,SHINING STAR SCHOOL,% OL,2120 NE TILLAMOOK ST,PORTLAND,OR,97212-4635,0000,03,3,2000,200706,1,11,000000000,1,01,201806,4,4,01,0,06,140265,344220,344220,B21,
201109235,THE VILLAGE FREE SCHOOL,% KATHERINE CS WOODS-ELIOT,PO BOX 12590,PORTLAND,OR,97212-0590,0000,03,3,2000,200508,1,11,000000000,1,01,201706,4,4,01,0,06,109879,264354,264354,B20,
201111444,WILLAMETTE VALLEY AGRICULTURE ASSOCIATION,% JILL INGALLS,PO BOX 307,ALBANY,OR,97321-0088,0000,05,3,1000,200702,2,00,000000000,1,01,201712,4,4,01,0,12,134002,231750,231750,S41,
201116631,PORTLAND CHAPTER JAPANESE AMERICAN CITIZENS LEAGUE,% MARLEEN IKEDA WALLINGFORD,PO BOX 86310,PORTLAND,OR,97286-0310,1645,03,9,1000,196404,1,15,328600000,1,01,201812,0,0,02,0,12,0,0,0,B990,PORTLAND JACL
201116696,ROTHS BENEFIT-EDUCATION FOUNDATION,% ORVILLE N ROTH,4895 INDIAN SCHOOL RD NE,SALEM,OR,97305-1126,0000,03,3,1000,200409,1,15,000000000,1,01,201804,4,3,01,0,04,107164,53445,35077,T12,
201120117,BARLOW TRAIL ASSOCIATION,% SUSAN CORWIN,PO BOX 360,RHODODENDRON,OR,97049-0360,0000,03,3,1000,200412,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,C27,
201122245,DURKEE COMMUNITY CHURCH,% CHUCK BUCHANAN,PO BOX 252,DURKEE,OR,97905-0252,0000,03,3,7100,200410,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
201125844,HILLSIDE CHRISTIAN FELLOWSHIP ASSEMBLIES OF GOD,% DAVID MICHAEL MORRIS,12042 SE SUNNYSIDE 535,CLACKAMAS,OR,97015-8382,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
201132529,VIETNAMESE SCIENCE & CULTURAL SOCIETY OF OREGON,% CHI JONES,4160 NW 152ND TER,PORTLAND,OR,97229-7898,0000,03,3,1000,200410,1,15,000000000,1,01,201712,3,3,02,0,12,66859,33156,33156,P80,
201135416,LEBANON FIRE DISTRICT AUXILIARY,% BRETT KIBBLE,1050 W OAK ST,LEBANON,OR,97355-1769,0000,03,3,1000,200510,1,16,000000000,1,01,201806,0,0,02,0,06,0,0,0,M20,
201148111,SEVEN PEAKS SCHOOL FOUNDATION,% PETER R CAINE,19650 BLUE SKY LN,BEND,OR,97702-3144,0000,03,3,1200,200608,1,16,000000000,1,01,201806,6,4,01,0,06,3826629,351968,245480,B112,
201154327,FRIENDS OF KENYA SCHOOLS AND WILDLIFE,% GWENDOLYN GAYLE MEYER,95363 GRIMES RD,JUNCTION CITY,OR,97448-9323,0000,03,3,1000,200501,1,15,000000000,1,01,201712,3,3,01,0,12,42036,83056,83056,Q30,
201162167,INTERNET STRATEGY FORUM,% KURT W RUTTUM,10940 SW BARNES ROAD 253,PORTLAND,OR,97225-5368,0000,03,3,2000,200501,1,16,000000000,1,01,201612,0,0,02,0,12,0,0,0,B99,
201174927,FRONTIER EDUCATION INC,% THOMAS E HOLT,1515 SE OXFORD LN,MILWAUKIE,OR,97222-7414,0000,03,3,2700,200801,1,11,000000000,1,01,,0,0,13,0,06,,,,B20,STERLING WEST-PORTLAND CAMPUS
201175828,ROTARY CLUB OF PORT ORFORD COMMUNITY SERVICE FUND,% JOHN JOHNSTON,PO BOX 1284,PORT ORFORD,OR,97465-1284,0000,03,3,1000,200705,1,15,000000000,1,01,201712,3,1,02,0,12,69817,1890,1890,S80,
201186762,SCIO COMMUNITY IMPROVEMENT ORGANIZATION,,PO BOX 901,SCIO,OR,97374-0901,0000,03,3,1000,200506,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,S20,
201197794,AMERICAN HYDROGEN ASSOCIATION NORTHWEST,% GUARDIAN ANGEL BOOKKEEPING SVC IN,4679 BARGER DR,EUGENE,OR,97402-1263,0000,03,3,1000,200612,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,B990,
201204600,GLENCOE COMMUNITY BASEBALL,,2700 NW GLENCOE RD,HILLSBORO,OR,97124-1518,0000,03,3,1000,201502,1,16,000000000,1,01,201712,0,0,02,0,12,0,0,0,N63,
201205103,PIEDMONT ROSE CONNECTION INC,% DELTA SIGMA THETA SORORITY INC,PO BOX 30915,PORTLAND,OR,97294-3915,0000,03,3,1000,200409,1,15,000000000,1,01,201706,0,1,02,0,06,0,6000,6000,P80,
201205216,BURNSIDE SKATEPARK INCORPORATED,,15382 PENNY AVE,SANDY,OR,97055-6580,0000,03,3,1000,201606,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,N32,
201209707,CITY OF UNION CHAMBER OF COMMERCE,% KRYSTLE MICHAEL,PO BOX 76,UNION,OR,97883-0076,0000,06,3,3000,200602,0,00,000000000,5,01,201612,1,1,02,0,12,5062,9214,1695,,
201210496,VERMONT STREET NEIGHBORHOOD SYNAGOGUE INC,% CHANA B COX,23545 NW SKYLINE BLVD,NORTH PLAINS,OR,97133-9204,0000,03,3,7000,200410,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
201210899,FARM LABOR HOMES COMMUNITY FRIENDS,% JAN FOSTER,81160 COUSE CREEK RD,MILTON FRWTR,OR,97862-7915,0000,03,3,1000,200410,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,S20,
201214919,JBD COLLINS FOUNDATION,% T SCOTT COLLINS,773 NW 13TH ST APT 313,GRESHAM,OR,97030-5573,0000,03,3,1000,200407,1,04,000000000,1,01,201712,4,1,00,1,12,242608,2945,,T20,
201220508,BROWNSVILLE COMMUNITY FOUNDATION,% DONALD WARE,PO BOX 4,BROWNSVILLE,OR,97327-0004,0000,03,3,1000,201112,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,T30,
201226604,JOSEPH B VANDERVELDEN FOUNDATION,% GEORGE VANDEHEY PRESIDENT,4185 NW OWL DR,FOREST GROVE,OR,97116-7435,0000,03,3,2000,200503,1,17,000000000,1,01,201712,6,5,01,0,12,4153756,977898,265205,T21,
201229112,CERT STEERING COMMITTEE,% TAMMY BAIR,240 S 1ST AVE,HILLSBORO,OR,97123-3973,0000,03,3,1000,200409,1,15,000000000,1,01,201806,0,0,02,0,06,0,0,0,M20,
201234271,SACRED WORKS,% SCOTT O PRATT,750 WILDWIND DR SE,SALEM,OR,97302-3150,0000,03,3,7000,200412,1,16,000000000,1,01,201612,1,1,02,0,12,5076,3964,2733,X21,
201234712,KAIROS CHURCH PLANTING SUPPORT,% STANLEY E GRANBERG,11124 NE HALSEY ST 497,PORTLAND,OR,97220-2021,0000,03,3,7000,200606,1,15,000000000,1,01,201712,3,5,13,0,12,91411,673035,673035,X20,
201235698,LITTLE LEAGUE BASEBALL INC,% CHRIS CUSHMAN,1115 HIGHWAY 99 STE B,COTTAGE GROVE,OR,97424-1159,3158,03,9,1000,196701,1,15,321059000,1,01,201809,0,0,02,0,09,0,0,0,,148219 SOUTH VALLEY LL
201241534,FRIENDS OF THE CHILDREN-PORTLAND FOUNDATION,% MARK SIMMONS,44 NE MORRIS ST,PORTLAND,OR,97212-3015,0000,03,3,1000,200504,1,17,000000000,1,01,201708,7,6,01,0,08,6077241,2895450,931763,O115,PORTLAND FOUNDATION
201253468,PDX POP NOW PDXP,,PO BOX 14828,PORTLAND,OR,97293-0828,0000,03,3,1000,200712,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,A68,
201258474,THE ENABLE NETWORK,% DANIEL GOODLETT,2852 WILLAMETTE STREET NO 159,EUGENE,OR,97405-8200,0000,03,3,1000,200510,1,15,000000000,1,01,201406,0,0,00,0,06,0,0,0,P80,
201260228,FIRST GROWTH CHILDREN AND FAMILY CHARITIES INC,% MILLER NASH LLP,919 NE 19TH AVE STE 160,PORTLAND,OR,97232-2210,0000,03,3,1000,200409,1,15,000000000,1,01,201706,6,6,01,0,06,1011395,3615392,3293727,P114,
201264647,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,% HEIDI DAVIS,PO BOX 502,SAINT HELENS,OR,97051-0502,1381,05,9,3000,195708,2,00,263264279,5,01,201712,0,0,02,0,12,0,0,0,,L1789OR ST HELENS OR CITY EMPLOYEES
201270884,TERRESTRIAL ECOSYSTEM RESEARCH ASSOCIATES,% JILLIAN W GREGG,316 SW WASHINGTON AVE,CORVALLIS,OR,97333-4406,0000,03,3,2000,200608,1,15,000000000,1,01,201804,0,0,02,0,04,0,0,0,C30,
201274835,THE MOBILITY IMPAIRED GOLF ASSOCIATION,% STEVEN B HVAL,15685 SW 116TH AVE PMB 187,TIGARD,OR,97224-2651,0000,03,3,1000,200506,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,E50,FOUNTAIN OF MIRACLES
201276810,OREGON INTELLECTUAL AND DEVELOPMENTAL DISABILITIES COALITI,,1775 32ND PL NE,SALEM,OR,97301-8774,0000,03,3,2000,200512,1,16,000000000,1,01,201806,0,0,02,0,06,0,0,0,P80,
201282572,LITTLE LEAGUE BASEBALL INC,% DISTRICT ADMINISTRATOR,16451 SE MILL ST,PORTLAND,OR,97233-4025,3158,03,9,1000,196701,1,15,000000000,1,01,201809,0,0,02,0,09,0,0,0,,4370200 GEORGIA HERR
201285400,SISKIYOU FIELD INSTITUTE,% KATHY MECHLING,PO BOX 207,SELMA,OR,97538-0207,0000,03,3,2000,200411,1,15,000000000,1,01,201712,6,4,01,0,12,3809642,360267,360267,C60,
201288169,COMMUNITY VISION INC,% JOSEPH WYKOWSKI,2475 SE LADD AVENUE 240,PORTLAND,OR,97214-0000,0000,03,3,1000,200503,1,15,000000000,1,01,201806,8,7,01,0,06,12271311,6875921,6747656,P82,
201294023,AMERICAN COUNCIL OF THE BLIND WILLAMETTE CHAPTER,% SUSAN SCHWAB,4352 TRAPPER DR NE,SALEM,OR,97305-2838,0000,03,3,1000,201403,1,15,000000000,5,01,201812,0,0,02,0,12,0,0,0,P86,
201310964,PINKY AND JOE BRIER FOUNDATION,% MICHAEL S KOHL,PO BOX 127,SILVERTON,OR,97381-0127,0000,03,3,1200,200503,1,03,000000000,1,01,201805,5,5,00,1,05,894756,605433,,T23,
201326201,HIGH DESERT SOCIETY OT THE ARTS,% HIGH DESERT SOCIETY OF THE ARTS,PO BOX 1918,REDMOND,OR,97756-0526,0000,03,3,1000,200609,1,15,000000000,1,01,201812,0,0,02,0,12,0,0,0,A20,
201331736,SERIAL ATA INTERNATIONAL ORGANIZATION,% REEN PRESNELL,3855 SW 153RD DR,BEAVERTON,OR,97003-5105,0000,06,3,2000,200605,2,00,000000000,1,01,201712,5,4,01,0,12,553824,237982,237982,S41,
201333182,BLUE TOWER ARTS FOUNDATION INCORPORATED,% WES HURD,4637 CALUMET WAY,EUGENE,OR,97404-3305,0000,03,3,1000,200508,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,B90,
201334664,OREGON WOMENS PRISON MINISTRY,% HYEONG JA GOULD,PO BOX 91186,PORTLAND,OR,97291-0003,0000,03,3,7000,200604,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
201339774,EUGENE SUDBURY SCHOOL INC,% THE ORGANIZATION,33878 WALDEN LN,COTTAGE GROVE,OR,97424-9466,0000,03,3,2000,200503,1,11,000000000,1,01,201706,2,3,01,0,06,19963,58533,58533,B29,
201362997,COLUMBIA GORGE ENVIRONMENTAL FOUNDATION,% AUBREY A RUSSELL,4921 SW HEWETT BLVD,PORTLAND,OR,97221-2204,0000,03,3,1000,200409,1,04,000000000,1,01,201712,6,2,00,1,12,1494918,17889,,T22,
201378114,SHAPE UP ACROSS OREGON,% GAYLE AMOROSE,4614 SW KELLY AVE STE 100,PORTLAND,OR,97239-4277,0000,03,3,1000,200512,1,15,000000000,1,01,201708,0,0,02,0,08,0,0,0,E70,
201384232,LONG WAY HOME,% MATTHEW PANEITZ,227 W HERSEY ST,ASHLAND,OR,97520-1721,0000,03,3,1000,200505,1,15,000000000,1,01,201712,4,4,01,0,12,283356,355959,200850,Q30,
201387369,MYRTLE POINT PROJECT GRADUATION,% ANGELICA PRIDE,315 ASH ST,MYRTLE POINT,OR,97458-1028,0000,03,3,5000,201807,1,15,000000000,1,01,201806,0,0,02,0,06,0,0,0,I21,MP PROJECT GRADUATION
201389775,TILLAMOOK SOFTBALL ASSOCIATION,% LAUREN FOSS,PO BOX 1222,TILLAMOOK,OR,97141-1222,0000,04,3,3000,201302,2,00,000000000,1,01,201812,0,0,02,0,12,0,0,0,N63,
201400577,OPERATIVE PLASTERERS & CEMENT MASONS INTERNATIONAL ASSOCIATION,% BRETT HINSLEY,12812 NE MARX ST,PORTLAND,OR,97230-1067,0039,05,9,3000,194007,2,00,263264000,5,01,201804,4,2,02,0,04,117954,23552,23552,,82 LOCAL
201418824,OREGON MUSIC HALL OF FAME,% TERRY CURRIER,PO BOX 82173,PORTLAND,OR,97282-0173,0000,03,3,1200,200512,1,15,000000000,1,01,201712,3,4,01,0,12,75846,161392,157211,A50,
201421190,CLACKAMAS HERITAGE PARTNERS,,1726 WASHINGTON ST,OREGON CITY,OR,97045-1058,0000,03,3,2000,200601,1,15,000000000,1,01,201712,4,4,01,0,12,485645,334205,301134,A80,HAMMOND JOHN H
201447892,FAMILY CHAPEL,% LEONARD R ROE,655 WARREN ST S,MONMOUTH,OR,97361-9500,0000,03,3,7000,200504,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
201451596,DEBBULLAN INC,% NANCY GELZINIS,641 FILBERT AVE,EUGENE,OR,97404-3119,0000,03,3,2000,200411,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,H12,
201455992,GRACE & HOPE FOR CHILDREN,% CURT BRAUN,16 NE SANDY DELL RD,TROUTDALE,OR,97060-8611,0000,03,3,1000,200503,1,15,000000000,1,01,201806,4,4,01,0,06,225241,320252,320252,Q33,
201474069,WILSON AREA ARTS COUNCIL,% DANIEL G RASMUSSEN,PO BOX 80263,PORTLAND,OR,97280-1263,0000,03,3,1000,200605,1,16,000000000,1,01,201606,0,0,02,0,06,0,0,0,A25,
201476649,COLUMBIA CHORALE OF OREGON,% RONALD H STITES,PO BOX 1309,SAINT HELENS,OR,97051-8309,0000,03,3,1200,200507,1,16,000000000,1,01,201807,0,0,02,0,07,0,0,0,A6B,
201476822,SMITH FAMILY FOUNDATION,% DAVID A SMITH,31054 SW SANDY CT,WILSONVILLE,OR,97070-0000,0000,03,3,1000,200410,1,04,000000000,1,01,201712,5,4,00,1,12,702471,101467,,T22,
201479517,HISPANICS FOR CHRIST,% GEOFF HARTT,23215 SW NEWLAND RD,WILSONVILLE,OR,97070-6701,0000,03,3,1000,201109,1,15,000000000,1,01,201612,3,4,01,0,12,42476,207577,207577,X20,
201491273,SPIRITUAL ASSEMBLY OF THE BAHAIS OF THE DALLES,% RONICA REITZ SMITH,317 W 21ST ST,THE DALLES,OR,97058-3424,9508,03,9,7000,199505,1,10,001000000,1,01,,0,0,06,0,12,,,,,8270 THE DALLES
201497011,CENTERS FOR SPIRITUAL LIVING,% DAVID ALEXANDER,PO BOX 1072,LAKE OSWEGO,OR,97034-0121,6017,03,9,7000,201406,1,10,000000000,1,01,,0,0,06,0,12,,,,X99,NEW THOUGHT CSL
201518456,BAKER COUNTY LAW ENFORCEMENT ASSOCIATION,,3410 K ST,BAKER CITY,OR,97814-1351,0000,05,3,3000,201808,2,00,000000000,5,01,201712,0,0,02,0,12,0,0,0,M03,
201518829,BARBARA ROASTINGEAR AND HENRY OLIVER III FAMILY FOUNDATION,% HENRY OLIVER III,2305-C ASHLAND ST 512,ASHLAND,OR,97520-1407,0000,03,3,1000,200603,1,04,000000000,1,01,201712,6,4,00,1,12,1855063,379564,,T12,
201524704,PORTLAND GOLD PROSPECTORS INC,% BEVERLY PARKER,PO BOX 22414,PORTLAND,OR,97269-2414,0000,03,3,2100,200412,1,16,000000000,1,01,201812,0,0,02,0,12,0,0,0,B90,
201529094,CRESCERE FAMILY MINISTRIES,% PHYLLIS MURKEN,1765 NW JENNE AVE,PORTLAND,OR,97229-4433,0000,03,3,2000,200609,1,11,000000000,1,01,201712,2,3,02,0,12,18017,49159,49159,B21,
201531948,SOUND OF RAIN,% EMILY D CARSON,7621 SW 30TH DR,PORTLAND,OR,97219-2416,0000,03,3,2000,201405,1,16,000000000,1,01,201712,1,3,01,0,12,416,71201,71201,X19,
201536811,LITTLE PROMISES CHILDRENS PROGRAM,%,28028 PLEASANT VALLEY RD,SWEET HOME,OR,97386-9510,0000,03,3,2000,200602,1,16,000000000,1,01,201806,4,5,01,0,06,126361,514737,513658,B21,
201538149,CHETCO PELICAN PLAYERS INC,% LEANNE MCCURLEY,PO BOX 2712,BROOKINGS,OR,97415-0324,0000,03,3,2000,200711,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,A20,
201542335,CASCADE HILLS CHURCH OF CHRIST,% JASON CAMPBELL,PO BOX 4476,SALEM,OR,97302-8476,0000,03,3,7000,200707,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
201547206,OREGON UROLOGY FOUNDATION INC,% MUNIR KATUL,2400 HARTMAN LN STE 300,SPRINGFIELD,OR,97477-1138,0000,03,3,1000,200501,1,04,000000000,1,01,201806,4,3,00,1,06,134351,26384,,T22,
201560742,UPPER ROGUE CAL RIPKEN INC,% RANDI FAHNDRICH,PO BOX 126,EAGLE POINT,OR,97524-0126,0000,03,3,1200,200508,1,16,000000000,1,01,201512,3,1,02,0,12,35451,9195,9195,N63,
201575608,SEA TURTLES FOREVER,% MARC WARD,PO BOX 845,SEASIDE,OR,97138-0845,0000,03,3,1200,200503,1,15,000000000,1,01,201807,0,0,02,0,07,0,0,0,D30,
201582904,MID-VALLEY QUILT GUILD INC,% MOLLY ODEA,4742 LIBERTY RD BOX 437,SALEM,OR,97302-5037,0000,03,3,1000,200503,1,16,000000000,1,01,201806,0,0,02,0,06,0,0,0,A20,
201584432,ONTARIO OREGON BASQUE CLUB INC,% MARIA BARINAGA TIPTON,PO BOX 1233,ONTARIO,OR,97914-0140,0000,03,3,1000,200501,1,15,000000000,1,01,201804,0,0,02,0,04,0,0,0,S80,
201586771,RUSSELL ACADEMY OF ACADEMIC ACHIEVEMENT PARENT TEACHER VLNTRS,% DOUGLAS ADDUCI,2700 NE 127TH AVE,PORTLAND,OR,97230-1617,0000,03,3,2000,201507,1,15,000000000,1,01,201808,0,0,02,0,08,0,0,0,B94,
201590182,BOHEMIA MINING DAYS HERITAGE ASSOCIATION,% CATHY SIMMONS,PO BOX 1297,COTTAGE GROVE,OR,97424-0070,0000,03,3,1000,200511,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,G80,
201592254,MARY AND PETE MARK FAMILY FOUNDATION,% MELVIN MARK JR,111 SW COLUMBIA ST STE 1380,PORTLAND,OR,97201-5845,0000,03,3,2000,200505,1,03,000000000,1,01,201712,1,1,00,1,12,1,1,,,
201615445,BELLADONNA SANCTUARY,% JOSEPHINE MACMILLAN,10350 N VANCOUVER WAY 76,PORTLAND,OR,97217-7530,0000,03,3,7000,200506,1,10,000000000,1,01,201712,4,4,06,0,12,209173,318228,318228,X21,
201616149,BURNSIDE REVIEW,% MICHAEL MILLER,PO BOX 1782,PORTLAND,OR,97207-1782,0000,03,3,1000,200505,1,16,000000000,1,01,201808,0,0,02,0,08,0,0,0,A70,
201627314,WESTWIND STEWARDSHIP GROUP,% DUNCAN BERRY,PO BOX 13070,PORTLAND,OR,97213-0070,0000,03,3,1200,200510,1,16,000000000,1,01,201712,6,6,01,0,12,4012693,1305433,1274174,C34,
201630000,SCAPPOOSE SOCCER CLUB,% SHANNON PRESTON,PO BOX 567,SCAPPOOSE,OR,97056-0567,0000,03,3,1000,201406,1,16,000000000,1,01,201804,4,3,01,0,04,108323,52801,52801,N64,
201648180,A PHILLIPS SQUARE,,6329 NE MARTIN LUTHER KING JR BLVD,PORTLAND,OR,97211-3029,0000,03,3,1000,200502,1,16,000000000,1,01,201706,5,4,01,0,06,831193,136450,136450,L20,
201648302,M CARTER PLAZA,,6329 NE MARTIN LUTHER KING JR BLVD,PORTLAND,OR,97211-3029,0000,03,3,1000,200502,1,16,000000000,1,01,201706,6,4,01,0,06,1803668,403094,403094,L20,
201648395,L ROY GARDENS,,6329 NE MARTIN LUTHER KING JR BLVD,PORTLAND,OR,97211-3029,0000,03,3,1000,200502,1,16,000000000,1,01,201806,6,4,01,0,06,1010309,156320,156320,L20,
201679042,WILLAMETTE VALLEY ESTATE PLANNING COUNCIL,% JOANNA LANGDALE,3085 RIVER RD N,SALEM,OR,97303-6512,0000,06,3,2000,200412,2,00,000000000,1,01,201807,0,0,02,0,07,0,0,0,S41,
201688621,BAKER COUNTY DEVELOPMENT CORPORATION,%,2790 MAIN ST,BAKER CITY,OR,97814-2053,0000,03,3,1000,200502,1,15,000000000,1,01,201806,6,6,01,0,06,1362261,1088258,689361,S20,
201691293,HOFFMAN CENTER,% DAVID DILLON,PO BOX 678,MANZANITA,OR,97130-0678,0000,03,3,1000,200601,1,16,000000000,1,01,201712,5,4,01,0,12,965562,134602,117694,A25,
201691602,FRESHWATERS ILLUSTRATED,% JEREMY B MONROE,PO BOX 921,CORVALLIS,OR,97339-0921,0000,03,3,1000,200412,1,15,000000000,1,01,201712,3,4,01,0,12,47931,367115,367115,C32,
201695025,OREGON ELECTRIC VEHICLE ASSOCIATION,% KARL BOEKELHEIDE,10100 SW RIVERWOOD LN,TIGARD,OR,97224-4571,0000,03,3,2000,201007,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,C03,
201713502,CHILDRENS HEART FOUNDATION,% JULIE LE GASSICK,8933 SW LEAHY RD,PORTLAND,OR,97225-6442,3984,03,9,1000,200412,1,15,000000000,1,01,201712,2,3,01,0,12,16677,59638,42812,,OREGON CHAPTER
201719867,MAZAMA HIGH SCHOOL SENIOR PARENTS ORGANIZATION,% MR CLARENCE AND MRS ANNETTE COLE,3900 SUMMERS LANE,KLAMATH FALLS,OR,97603-0000,0000,03,3,1000,200608,1,16,000000000,1,01,201806,0,0,02,0,06,0,0,0,B94,
201724375,BETTIES3SIXTY,% DAVID EHMIG,PO BOX 1000,PORTLAND,OR,97207-0000,0000,03,3,1000,200510,1,15,000000000,1,01,201712,0,0,02,0,12,0,0,0,P30,
201729749,OREGON AQUACULTURE ASSOCIATION,% CLINTON J BENTZ,408 N 3RD AVE,STAYTON,OR,97383-1728,0000,05,3,1000,201006,2,00,000000000,1,01,201809,0,0,02,0,09,0,0,0,K20,
201741005,TARIRO-HOPE AND HEALTH FOR ZIMBABWES ORPHANS,% MARILYN MOHR,PO BOX 50273,EUGENE,OR,97405-0975,0000,03,3,1000,200612,1,15,000000000,1,01,201712,2,3,01,0,12,12297,53812,53812,Q33,
201760894,READING RESULTS,% JENNIFER SAMUELS,3115 NE SANDY BLVD STE 229,PORTLAND,OR,97232-2779,0000,03,3,1000,200511,1,15,000000000,1,01,201706,5,5,01,0,06,685871,719475,708059,,
201765783,THE OREGON STATE FEDERATION OF GARDEN CLUBS INC,% TED M SCHOONMAKER,PO BOX 1013,CORVALLIS,OR,97339-1013,3973,03,9,1200,000000,1,16,000000000,5,01,201806,0,0,02,0,06,0,0,0,,MADISON AVE TASK FORCE
201767865,LOS NINOS INCORPORATED,% EDMOND JONATHAN HART,7545 SW WHITFORD DR,PORTLAND,OR,97223-7065,0000,03,3,1000,200508,1,15,000000000,1,01,201712,2,3,02,0,12,11942,48725,48725,T21,
201775897,P 4 MINISTRIES,,PO BOX 20247,PORTLAND,OR,97294-0247,0000,03,3,1000,200611,1,16,000000000,1,01,201712,1,3,01,0,12,9805,80197,80197,B90,
