,year,ein,object_id,taxpayer_name,compensation
1256,2018,930599922,201912209349300736,BENEVOLENT AND PROTECTIVE ORDER OF THE ELKS LODGE NO 2472,163011
6448,2018,205994627,201912209349300631,CLACKAMAS COUNTY PEACE OFFICERS BENEVOLENT FOUNDATION,0
6916,2018,320053298,201912199349301101,AFFORDABLE HOUSING SOLUTIONS,0
3660,2018,931226663,201912199349300306,BIRTHINGWAY COLLEGE OF MIDWIFERY,548612
1612,2018,200773189,201912139349301081,CAT ADOPTION TEAM,1356441
2228,2018,20584357,201912129349301366,TILLAMOOK ESTUARIES PARTNERSHIP,517403
2058,2018,930823952,201912129349300726,ABILITREE,1217975
94,2018,930453216,201912119349301601,ROGUE VALLEY MANOR,24742721
432,2018,930557803,201912119349301366,CASCADE MANOR INC,4907080
1512,2018,931330100,201912119349301281,CASCADE MANOR FOUNDATION INC,0
2938,2018,352304457,201912119349300706,OREGON DOG RESCUE,289600
5554,2018,300745582,201912109349301556,DIVIDE CAMP INC,5203
1390,2018,930151383,201912109349301306,DAIRY BAKERY AND FOOD PROCESSORS INDUST TECH AND AUTOMOTIVE LOCAL UNION NO 305,1547634
1228,2018,205090246,201912109349300646,GREEN ELECTRONICS COUNCIL,1811033
3992,2018,931025665,201912109349300546,PREGNANCY CARE CENTER OF GRANTS PASS,406386
7276,2018,263438492,201912069349301306,ROGUE RIVER VALLEY UNIVERSITY CLUB SCHOLARSHIP FOUNDATION,0
6564,2018,930267435,201912069349301166,ROGUE RIVER VALLEY UNIVERSITY CLUB,66635
4234,2018,320000467,201912069349300721,WILLAMETTE VALLEY CANCER FOUNDATION,0
1324,2018,931162366,201912039349301851,DEATH WITH DIGNITY NATIONAL CENTER,392468
4940,2018,200165409,201912039349301486,GREATER PORTLAND SOCCER DISTRICT,9416
4606,2018,931294227,201912039349301421,BEYOND TOXICS,283265
4286,2018,931322729,201912039349301396,CANBY KIWANIS FOUNDATION INC,236099
5596,2018,262566500,201912039349301236,INTERNATIONAL CARPE DIEM FOUNDATION,93306
3154,2018,237450926,201912039349301216,COLUMBIA RIVER STEAMSHIP OPERATORS ASSOCIATION INC,316867
3888,2018,930796407,201912039349300276,PRINEVILLE HOSPITAL FOUNDATION,0
518,2018,263035522,201911989349301256,LIONS VISIONGIFT,4537645
5102,2018,931309045,201911969349301861,SALEM SATURDAY MARKET,131182
2658,2018,237220421,201911969349301401,TUALATIN HILLS SWIM CLUB,418661
2630,2018,931057956,201911969349301346,STREET TRUST,673763
3684,2018,943036846,201911959349300606,HANDICAP AWARENESS AND SUPPORT LEAGUE,424832
2672,2018,451778609,201911939349301751,WILD LILAC CHILD DEVELOPMENT COMMUNITY,748547
172,2018,200195556,201911939349301706,OCHIN INC,31694866
6048,2018,752976913,201911929349301636,IGLESIA DE RESTAURACION PDX,72819
2926,2018,930778635,201911929349301331,OREGON ACADEMY OF GENERAL DENTISTRY,152605
5130,2018,930520191,201911899349301036,AWPPW LOCAL 13,121455
3694,2018,930501864,201911899349300956,BENEVOLENT AND PROTECTIVE ORDER OF ELKS NO 2210,69852
4336,2018,930959104,201911869349300516,PORTLAND AQUATIC CLUB,278131
5628,2018,930421487,201911849349301206,BENEVOLENT AND PROTECTIVE ORDER ELKS 1904,27930
502,2018,930395815,201911849349300941,PIONEER TELEPHONE COOPERATIVE,839236
6632,2018,943180955,201911849349300246,FAITH COMMUNITY NURSINGHEALTH MINISTRIES NORTHWEST,85269
5540,2018,930122410,201911839349300741,EUGENE LODGE NO 357 OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS,28064
1818,2018,680516066,201911829349301651,ALS ASSOCIATION OREGON AND SOUTHWEST WASHINGTON CHAPTER,762080
2360,2018,911788798,201911829349301446,BOYS AND GIRLS CLUB OF THE UMPQUA VALLEY INC,773819
986,2018,593796997,201911829349301406,CHILDRENS NURSING SPECIALTIES INC,4518745
6072,2018,930877843,201911829349301326,LEBANON STRAWBERRY FESTIVAL ASSOC INC,0
3528,2018,930393118,201911829349301121,BENEVOLENT AND PROTECTIVE ORDER OF ELKS,15517
5332,2018,931290307,201911829349300526,OREGON FAMILY COUNCIL INC,79292
6478,2018,270122491,201911799349300741,SALEM HOUSE OF PRAYER,28095
1918,2018,931250115,201911799349300346,DRESS FOR SUCCESS OF OREGON INC,522649
5832,2018,931274913,201911769349300806,EACA FOUNDATION,0
2880,2018,470914054,201911709349300946,MAIMONIDES JEWISH DAY SCHOOL,483078
918,2018,510175253,201911709349300721,XERCES SOCIETY INC,3375956
2130,2018,930466026,201911689349301601,EUGENE CHRISTIAN SCHOOL,852577
7076,2018,930770824,201911689349301201,PORTLAND ENERGY CONSERVATION INC,494381
490,2018,930728229,201911689349301196,HEAD START OF LANE COUNTY,10481313
6468,2018,931328011,201911689349300726,INNER COURT FAMILY CENTER,0
2034,2018,930817907,201911689349300536,SUNRIVER NATURE CENTER AND OBSERVATORY INC,720201
7336,2018,831698201,201911659349300771,CAY-UMA-WA,0
4228,2018,931081536,201911659349300761,WHOLE CHILD MONTESSORI CENTER INC,360867
5058,2018,931257422,201911659349300726,LOCAL 280 LABOR MANAGEMENT,235438
3086,2018,205560832,201911649349300901,THERAPYWORKS NW,511004
4762,2018,821210883,201911639349300021,OPEN19 FOUNDATION INC,0
2248,2018,930112705,201911629349301251,ANCIENT AND ACCEPTED SCOTTISH RITE OF FREEMASONRY INC,212107
2652,2018,931121108,201911629349300321,OREGON HORSEMENS BENEVOLENT PROTECTIVE ASSOCIATION INC,133863
1662,2018,930391640,201911589349301051,SOUTHERN OREGON HUMANE SOCIETY,601944
6760,2018,432086991,201911589349300236,OREGON SCHOOL ACTIVITIES ASSOC FDTN,0
3358,2018,936032140,201911579349300921,AURORA COLONY HISTORICAL SOCIETY,122201
1182,2018,201241534,201911569349301161,FRIENDS OF THE CHILDREN - PORTLAND FOUNDATION,0
2084,2018,931327944,201911569349300931,PEAR,614285
2170,2018,930386838,201911569349300826,GERMAN AMERICAN SOCIETY,143360
7058,2018,593810598,201911519349300716,BEREAN WAY INC,0
5958,2018,451613371,201911499349300646,HR YOUTH AUCTION COMMITTEE,0
5296,2018,680510491,201911499349300316,NW HIGH PERFORMANCE ENTERPRISE CONSORTIUM,117445
6768,2018,830496041,201911459349300301,NW STAR ACADEMY INC,0
3122,2018,274682873,201911449349300906,FOUNDATION FOR EXCELLENCE IN MENTAL HEALTH CARE INC,419267
5252,2018,936028867,201911449349300206,PROFESSIONAL LAND SURVEYORS OF OREGON INC,56509
3524,2018,930341188,201911439349300441,BENEVOLENT PROTECTIVE ORDER OF ELKS ONTARIO LODGE NO 1690,72933
6840,2018,264298649,201911439349300101,WEST LINN LIBRARY FOUNDATION,0
2020,2018,204482612,201911429349301506,SPRINGWATER ENVIRONMENTAL SCIENCES SCHOOL,1105566
7066,2018,930987152,201911429349300931,KEIZER HERITAGE FOUNDATION INC,0
5004,2018,274672151,201911419349300416,NORTHWEST CONFERENCE,152002
2108,2018,421606106,201911419349300126,FOUNDATIONS FOR A BETTER OREGON,1473281
7214,2018,264235672,201911409349300326,OREGON CITY LIBRARY FOUNDATION,0
1168,2018,930784586,201911379349300811,211INFO,2710332
2262,2018,930576873,201911379349300401,AMERICAN LEGION TIGARD POST NO 158,104520
4002,2018,930690723,201911379349300021,SOUTHEAST UPLIFT NEIGHBORHOOD PROGRAM INC,314265
3486,2018,930991167,201911369349301176,PHAME ACADEMY,448335
6052,2018,930853027,201911369349300941,ASSOCIATION OF OREGON RECYCLERS,0
2474,2018,721574586,201911369349300706,CAMPUS COMPACT OF OREGON,984824
4158,2018,931176313,201911369349300101,OREGON STUDENT FOUNDATION,278640
7034,2018,331040546,201911359349312466,GRESHAM ROTARY CLUB FOUNDATION,0
4656,2018,930930033,201911359349312431,COLUMBIA CORRIDOR ASSOCIATION,148420
76,2018,930386839,201911359349312376,GEORGE FOX UNIVERSITY,55805256
1562,2018,930620260,201911359349312361,SOUTH COAST HORIZONS,1815009
3664,2018,930268510,201911359349312271,OREGON FIRE CHIEFS ASSOCIATION INC,0
5510,2018,931293021,201911359349312101,OREGON NETWORK OF CHILD ABUSE INTERVENTION CENTERS,165173
4364,2018,205994687,201911359349312026,ONE HOPE NETWORK,136918
2558,2018,930350614,201911359349310061,GREATER NEWPORT CHAMBER OF COMMERCE,322289
6870,2018,200721672,201911359349309926,VISIBLE GRACE INC,0
1472,2018,453543588,201911359349307926,JUSTICE ALLIANCE CENTER DBA YAMHILL JUSTICE CENTER,730446
1104,2018,930757378,201911359349307676,OPEN SCHOOL INC,3679521
334,2018,930582124,201911359349307566,UNITED WAY OF THE COLUMBIA-WILLAMETTE,4116213
2840,2018,311571929,201911359349306221,COMMUNITY ALLIANCE OF TENANTS,678871
5190,2018,930195537,201911359349306061,INDEPENDENT ORDER OF ODD FELLOWS ODD FELLOWS CEMETERIES OF THE DALLES,110609
5926,2018,472635777,201911359349305901,SALEM COMMUNITY ACUPUNCTURE PROJECT,158364
1022,2018,930979064,201911359349305616,HACIENDA COMMUNITY DEVELOPMENT CORP,2167611
6324,2018,911151879,201911359349305501,EVERGREEN DISTRICT ASSOCIATION OF CHAPTERS SPEBSQSA INC,0
200,2018,930804385,201911359349305431,OPTIONS FOR SOUTHERN OREGON INC,25747870
5132,2018,202808020,201911359349305426,LEADERSHIP ALIVE INC,200724
5612,2018,930295897,201911359349305131,THETA CHI FRATERNITY,40535
3880,2018,931112592,201911359349304571,LEBANON AREA HABITAT FOR HUMANITY,123971
4654,2018,930455775,201911359349304341,OREGON ASSOCIATION OF BROADCASTERS,0
732,2018,943060985,201911359349303931,COMMUNITY ACTION PROGRAM OF EAST CENTRAL OREGON,2487388
5224,2018,930963284,201911359349303781,OSU FOLK CLUB THRIFT SHOP INC,0
834,2018,936033807,201911359349303711,WESTERN OREGON UNIVERSITY DEVELOPMENT FOUNDATION,0
4836,2018,731684628,201911359349303051,PORTLAND ANIMAL WELFARE TEAM,149236
5240,2018,931208359,201911359349302846,PTA OREGON CONGRESS,0
7074,2018,510142069,201911349349310701,SHRINERS INTERNATIONAL GROUP RETURN,0
2274,2018,710916277,201911349349310601,NORTHWEST REQUIREMENTS UTILITIES,1101864
2190,2018,460716639,201911349349310576,KLAMATH BASIN SENIOR CITIZENS CENTER,442046
7004,2018,264169150,201911349349310511,AGAINST ONE SIDED MEASURES,0
4590,2018,930677914,201911349349310466,CRESWELL CHRISTIAN CHILD CARE CENTER,339738
5780,2018,936032352,201911349349310156,JUNIOR LEAGUE OF EUGENE,0
7018,2018,930684590,201911349349310121,ROGUE VALLEY GENEALOGICAL SOCIETY INC,0
5300,2018,521116693,201911349349310101,SCIENTISTS CENTER FOR ANIMAL WELFARE,106505
1172,2018,930504507,201911349349310056,ARC OREGON,526842
1870,2018,202736000,201911349349309086,GATE YOUTH ASSOCIATION,65734
3052,2018,271756201,201911349349309006,RENAISSANCE PUBLIC ACADEMY,642216
2784,2018,931040482,201911349349308841,PLANNED PARENTHOOD ADVOCATES OF OREGON,372174
3200,2018,930848793,201911349349308726,COMMUNITY SHARING PROGRAM,199308
1882,2018,930257930,201911349349308691,PORTLAND YACHT CLUB,669490
6110,2018,453599268,201911349349308156,SENIOR ADVOCATES FOR GENERATIONAL EQUITY SAGE,95551
3262,2018,930762986,201911349349307836,OREGON ASSOCIATION CHIEFS OF POLICE,24200
6888,2018,931090105,201911349349307391,NORTHWEST OUTREACHES INC,0
6652,2018,943164869,201911349349306551,SAINT ALPHONSUS FOUNDATION-BAKER CITY INC,0
4744,2018,930814490,201911349349306061,CARITAS PLAZA,0
5194,2018,263102015,201911349349305981,ESSENTIAL LIGHT INSTITUTE,144511
3822,2018,936027995,201911349349304856,CORVALLIS ARTS CENTER INC,298470
2666,2018,930698327,201911349349304776,LINCOLN COUNTY DAY TREATMENT CENTER,877214
2748,2018,936094804,201911349349304761,CALL TO SAFETY,712820
5308,2018,930643830,201911349349304611,ELGIN STAMPEDERS ASSOCIATION INC,0
2842,2018,464276182,201911349349304446,OREGON ROBOTICS TOURNAMENT AND OUTREACH PROGRAM,437585
2324,2018,930138235,201911349349304441,SALEM AREA CHAMBER OF COMMERCE,737546
528,2018,264077120,201911349349304421,BAKER CHARTER SCHOOLS ORGANIZATION,8252894
5632,2018,461018517,201911349349300306,JEFFERSON COUNTY FAITH BASED NETWORK,20117
6800,2018,510137543,201911339349308171,TRI CITY SPAY AND NEUTERING ASSOC,0
466,2018,930573822,201911339349307966,PLANNED PARENTHOOD OF SW OREGON,6041728
1194,2018,930771304,201911339349305421,CONCORDIA UNIVERSITY FOUNDATION,1454218
6758,2018,202142525,201911339349305311,LIFESTYLE HOSPICE FOUNDATION INC,24651
2288,2018,10765884,201911339349305191,NORTH CLACKAMAS CHRISTIAN SCHOOL,1179827
6494,2018,464592488,201911339349305146,MT HOOD LEARNING CENTER,101021
286,2018,237332778,201911339349300721,UNIVERSITY OF OREGON BOOKSTORE INC,7010610
1654,2018,930480174,201911339349300106,ST PAUL RODEO ASSOCIATION,99709
7126,2018,208786532,201911309349305361,ENVIRONMENT OREGON RESEARCH AND POLICY CENTER INC,29083
2136,2018,930855897,201911309349305316,OREGON STATE PUBLIC INTEREST RESEARCH GROUP INC,26917
3324,2018,943061005,201911309349305271,SIUSLAW OUTREACH SERVICES,282395
1642,2018,811678140,201911309349305256,RELAY RESOURCES ENTERPRISES,1167441
6042,2018,930593026,201911309349305231,OREGON STUDENT PUBLIC INTEREST RESEARCH GROUP EDUCATION FUND,89462
6906,2018,931134276,201911309349305171,ECUNET HOUSING INC,0
1082,2018,931288657,201911309349305146,PCI-SIG,0
6858,2018,510152190,201911309349304916,ROUND-UP HALL OF FAME ASSOCIATION,0
210,2018,930386780,201911309349304001,ALBERTINA KERR CENTERS,32294883
1832,2018,880377911,201911309349301761,AIM HIGH ACADEMY OF MARTIAL ARTS,1451157
328,2018,930509414,201911309349301726,SHANGRI-LA CORPORATION,18515323
4724,2018,205055132,201911289349301906,EOLA HILLS CHARTER SCHOOL,271258
1442,2018,812116665,201911289349301821,A GREENER WORLD,1313921
2214,2018,931001159,201911289349301726,HOSANNA CHRISTIAN SCHOOL,748341
6290,2018,262264575,201911289349301716,HOMEGRID FORUM CO VITAL TECHNICAL MARKETING INC,0
1234,2018,931137236,201911289349301366,PATHFINDERS OF OREGON,2989467
5064,2018,930841560,201911279349301831,PORTLAND HUMAN RESOURCE MANAGEMENT ASSOC,86583
4000,2018,820604981,201911279349301076,CCIX CONSORTIUM INC CO VITAL TECHNICAL MARKETING INC,0
7040,2018,571197371,201911269349301171,CHARITABLE CHILDRENS FUND OF AMERICA INC,192288
4186,2018,930770465,201911269349301101,GROVE CHRISTIAN SERVICE CAMP,157942
4400,2018,300519872,201911269349300046,LAKE COUNTY COOPERATIVE WEED MANAGEMENT AREA,18495
4254,2018,930714716,201911239349301951,NORTHEST COALITION OF NEIGHBORHOODS INC,210113
2688,2018,936097106,201911239349301511,CHEMEKETA COMMUNITY COLLEGE FOUNDATION,0
4098,2018,43401323,201911239349301081,AMERICA WALKS INC,409036
7290,2018,930699033,201911239349300841,ANTIQUE IMPLEMENT SOCIETY,0
6990,2018,936027198,201911229349301671,EUGENE ROTARY SCHOLARSHIP FOUNDATION,0
2928,2018,930931059,201911229349301416,HILLSBORO COMMUNITY FOUNDATION,0
2178,2018,930422242,201911229349301391,MT HOOD KIWANIS CAMP,925923
3994,2018,930846850,201911229349301366,OREGONIANS IN ACTION EDUCATION CENTER,0
5378,2018,814241889,201911229349301116,BUSINESS FOR A BETTER PORTLAND,145615
7328,2018,475254029,201911219349301821,SONJA LODGE BUILDING ASSOCIATION,0
4722,2018,931073288,201911219349301806,PREGNANCY RESOURCE CENTERS OF CENTRAL OREGON,185095
344,2018,930753926,201911219349301716,KLAMATH CHILD AND FAMILY TREATMENT CENTER INC,11163187
294,2018,930723862,201911219349301636,TRAVEL PORTLAND,8558986
3476,2018,930907543,201911219349301496,MIRACLE THEATRE GROUP,479320
806,2018,931149789,201911219349301336,ALL HANDS RAISED,1338509
792,2018,930853709,201911209349301951,WALLACE MEDICAL CONCERN,3460277
2916,2018,465544340,201911209349301801,REGIONAL ACCELERATOR AND INNOVATION NETWORK,131967
1456,2018,930987176,201911209349301761,WILLAMETTE WEST HABITAT FOR HUMANITY,599688
5990,2018,462588355,201911209349300941,FISH FOOD BANK,40077
7012,2018,930681401,201911199349301266,HELPING HANDS RESOURCES,0
7282,2018,204549899,201911199349301201,EASTERN OREGON LIVESTOCK SHOW FOUNDATION,0
3378,2018,930955296,201911159349301146,EWEB PARENTS ASSOCIATION INCORPORATED,541414
4816,2018,930653277,201911139349301111,AMERICAN LEGION ALOHA POST 104,0
6684,2018,936023852,201911139349301106,LAKEVIEW DISASTER UNIT INC,58567
3514,2018,261144158,201911139349300616,ASHLAND ARTISAN GALLERY AND ART CENTER INC,86315
6770,2018,943134118,201911139349300406,JEWISH FEDERATION OF LANE COUNTY,29545
4046,2018,931001285,201911129349300716,ENVIRONMENTAL FEDERATION OF OREGON DBA EARTHSHARE OREGON,160047
7062,2018,930362329,201911099349300306,ANCIENT FREE AND ACCEPTED MASONS OF OREGON,3000
6250,2018,943242703,201911099349300021,ROSE HOUSING INC,22825
4706,2018,473435485,201911069349300201,SEK-WET-SE CORPORATION,193219
3896,2018,202687181,201911029349300311,SONS OF THUNDER MINISTRIES AND PUBLICATIONS INC,85844
520,2018,930937286,201911029349300136,UMATILLA-MORROW HEADSTART INC,9719697
1486,2018,930576289,201911019349301086,PITTOCK MANSION SOCIETY,902063
5048,2018,205610889,201911019349300736,ANGEL HAIR FOUNDATION,34107
2250,2018,930741999,201911019349300646,MONTESSORI NORTHWEST,741550
7318,2018,204934658,201911019349300611,TOLLGATE HISTORICAL SOCIETY,0
1704,2018,204681686,201911009349301251,IVY SCHOOL A MONTESSORI CHARTER,1492131
1198,2018,931150042,201911009349300816,OREGON HUMAN DEVELOPMENT CORPORATION,1720331
238,2018,930977878,201910999349300146,ORGANIZATION FOR EDUCATIONAL TECHNOLOGY AND CURRICULUM,1238284
4636,2018,930269205,201910989349301351,ROTARY CLUB OF PORTLAND,114291
2384,2018,943028590,201910989349301311,LAKE OSWEGO SCHOOL DISTRICT FOUNDATION INC,0
1164,2018,931208532,201910989349300711,OSLC COMMUNITY PROGRAMS DBA OREGON COMMUNITY PROGRAMS,2600496
1802,2018,473200676,201910969349300706,OREGON NORTHWEST WORKFORCE INVESTMENT BOARD,452839
2238,2018,943079497,201910959349300046,JACKSON COUNTY CHILD ABUSE TASK FORCE INC DBA CHILDRENS ADVOCACY CENTER,893480
4268,2018,271440140,201910959349300001,REACH ANOTHER,12930
230,2018,931326405,201910949349301126,WESTERN RIVERS CONSERVANCY,2572212
5178,2018,810604730,201910949349300346,PORTLAND ULTIMATE,94016
5796,2018,203892277,201910939349300716,FRIENDS OF THE VISUAL ARTS,73127
6332,2018,815215124,201910929349300961,GARLINGTON CENTER QALICB,0
596,2018,931300690,201910919349300741,FRIENDS OF THE CHILDREN,1681483
6810,2018,261177717,201910889349301406,KALEIDOSCOPE FIGHTING LUPUS FORMERLY MOLLYS FUND FIGHTING LUPUS,283591
282,2018,930611783,201910889349300226,ADAPT,22992266
5262,2018,364541988,201910879349300921,CENTER FOR SUSTAINABLE ECONOMY,164761
4888,2018,237211862,201910869349301406,CLATSKANIE SENIOR CITIZENS INC,10397
1402,2018,680401509,201910869349301301,NEW BUILDINGS INSTITUTE,1946472
4520,2018,930908560,201910869349300026,SUBLIMITY HARVEST FOUNDATION,0
434,2018,930386852,201910859349301211,ROBISON JEWISH HOME,12786105
1018,2018,930633354,201910859349301001,CONFEDERATION OF OREGON SCHOOL ADMINISTRATORS,1774694
6258,2018,454198887,201910849349300546,ID FEDERATION INC CO VITAL TECHNICAL MARKETING INC,0
168,2018,930878944,201910809349300641,MEDICAL TEAMS INTERNATIONAL,15427644
766,2018,930386885,201910809349300546,EASTER SEALS OREGON,2651183
606,2018,931134865,201910809349300246,PORTLAND CENTER STAGE,5004312
3984,2018,931295272,201910779349300846,COLUMBIA COUNTY CHILD ABUSE ASSESSM,311889
6716,2018,936032231,201910779349300716,COLUMBIA RIVER PENSIONERS MEMORIAL ASSOC,600
976,2018,930784998,201910779349300026,BENTON COUNTY HISTORICAL SOCIETY,268877
2216,2018,930519716,201910759349300416,CRATER LAKE NATURAL HISTORY ASSOC INC,274883
5610,2018,931067591,201910749349300926,DAVID DOUGLAS EDUCATIONAL FOUNDATION,0
3680,2018,814453786,201910739349301601,MORRISON FOUNDATION,0
4362,2018,931321009,201910739349301221,CLATSOP COUNTY JUNIOR MARKET AUCTION ASSOCIATION,0
6214,2018,936031196,201910739349301121,OREGON ELECTRIC RAILWAY HISTORICAL SOCIETY INC,0
2436,2018,930718181,201910739349300546,LA PINE MOOSE LODGE 2093,75597
2568,2018,463206790,201910739349300321,WASHINGTON PARK TRANSPORTATION MANAGEMENT ASSOCIATION,256574
4890,2018,352335421,201910729349300911,BADGER CREEK MEMBERS CLUB INC,105081
5012,2018,931045725,201910729349300831,JOHN DAY GOLF CLUB,107518
1224,2018,930900119,201910729349300131,CLACKAMAS WOMENS SERVICES,1882022
5424,2018,931321755,201910719349301116,TUALATIN VALLEY YOUTH FOOTBALL MERWIN,21900
4226,2018,930363587,201910719349301021,FOREST INDUSTRIES TELECOMMUNICATIONS INC,254568
1664,2018,931276816,201910719349301011,VOLUNTEERS IN MEDICINE CLINIC,844857
4072,2018,463091737,201910719349300316,PORTLAND ECONOMIC INVESTMENT CORPORATION CO JEFFREY C WOLFSTONE,0
3630,2018,364588657,201910719349300101,OREGON SCHOOL-BASED HEALTH ALLIANCE,279072
488,2018,943034161,201910709349301206,MARION-POLK FOOD SHARE,2646791
5756,2018,264323129,201910709349301121,NORTHERN CALIFORNIA TRIBAL COURT COALITION,54149
456,2018,930399051,201910709349300636,GIRL SCOUTS OF OREGON AND SW WASHINGTON INC,5570613
3224,2018,930952197,201910679349301611,ORGANIZATION FOR ECONOMIC INITIATIVES INC,537784
1792,2018,931222072,201910679349301416,VERITAS SCHOOL,1210004
6872,2018,930954099,201910639349301011,VINTAGE TROLLEY INC,0
2934,2018,930547553,201910639349300891,SAMARITAN VILLAGE INC,145999
6842,2018,930320709,201910639349300021,NYSSA-NAMPA SUGARBEET GROWERS ASSOC,19509
6514,2018,460855296,201910619349300511,TOTAL RELEASE BASKETBALL,0
2256,2018,930843878,201910589349301551,MT HOOD SKI EDUCATION FOUNDATION,306901
2808,2018,263710345,201910579349301031,COMMUNITY ROOTS SCHOOL,722960
1656,2018,870691702,201910579349300631,EDDYVILLE CHARTER SCHOOL,1595099
5738,2018,931261640,201910569349300626,CASA FOR CHILDREN OF KLAMATH COUNTY,151808
2276,2018,931103293,201910539349301166,NK MURPHY EDUCATION CORPORATION,884561
1710,2018,530259080,201910539349300416,SHEET METAL WORKERS LOCAL 100 APPRENT TRUST FUND OF THE WASH DC AREA,998260
2424,2018,930386902,201910529349301366,PORTLAND YOUTH PHILHARMONIC ASSOCIATION,498740
174,2018,930814638,201910529349300721,OREGON PUBLIC BROADCASTING,16819713
5850,2018,454844162,201910519349300446,BLUE MOUNTAINS FOREST PARTNERS,97297
6062,2018,931067999,201910509349300316,OREGON AG FEST INC,37450
3488,2018,931271238,201910509349300236,BEAVERTON ARTS FOUNDATION INC,53921
1944,2018,141872327,201910479349300416,FAMILY TREE RELIEF NURSERY,1428569
3784,2018,264572130,201910479349300401,MCKENZIE MONTESSORI INSTITUTE INC,353092
96,2018,930281321,201910469349302456,SILVERTON HEALTH DBA LEGACY SILVERTON HEALTH,61943047
3022,2018,930913392,201910469349302411,SILVERTON HEALTH FOUNDATION,0
406,2018,237017276,201910469349302261,GOOD SAMARITAN FOUNDATION,0
3700,2018,930794951,201910469349302216,MT HOOD MEDICAL CENTER FOUNDATION,0
2516,2018,911826399,201910469349302106,OREGON COAST VISITORS ASSOCIATION INC,192009
3786,2018,814643539,201910469349301671,FINANCIAL BEGINNINGS OREGON,288142
5450,2018,930202833,201910459349302151,KEEP OREGON GREEN ASSOCIATION INC,101567
2966,2018,930626175,201910459349302071,CLACKAMAS SERVICE CENTER,260819
2742,2018,930562020,201910459349301776,CORVALLIS MONTESSORI SOCIETY INC,691283
4458,2018,930812789,201910459349301546,OREGON MOZART PLAYERS,213719
1332,2018,930476873,201910459349301471,HOLT INTERNATIONAL FOUNDATION OF CHINA,510829
1860,2018,421560891,201910459349301351,MOUNTAINSTAR FAMILY RELIEF NURSERY,1367540
830,2018,931248274,201910459349301306,BONNEVILLE ENVIRONMENTAL FOUNDATION,1816371
4360,2018,462698843,201910459349301261,CANNON BEACH ACADEMY,257998
4306,2018,870452722,201910459349300101,LIBERTY RESTORATION INC,111368
6006,2018,931197298,201910449349301626,FRIENDS OF THE TUALATIN RIVER NATIONAL WILDLIFE REFUGE,164686
6926,2018,943195006,201910449349301621,RUBUS INC,19358
6076,2018,463534725,201910449349301416,SHELTERCARE 499 PROJECT,0
660,2018,930569254,201910449349300841,NEW DIRECTIONS NORTHWEST INC,6003136
1366,2018,930578714,201910449349300636,OREGON ENVIRONMENTAL COUNCIL,1714732
3372,2018,931262846,201910439349301331,NEIGHBORS FOR KIDS,361833
2632,2018,931318052,201910439349300336,SAVING GRACE INC AKA SAVING GRACE PET ADOPTION CENTER,466942
4108,2018,237207991,201910429349301356,NESKOWIN VALLEY SCHOOL,301196
5406,2018,930252900,201910429349301236,PHI GAMMA DELTA,0
1212,2018,473187533,201910429349301146,EAST CASCADES WORKFORCE INVESTMENT BOARD,462481
1340,2018,943113708,201910429349301136,SERENITY LANE HEALTH SERVICES,904919
2642,2018,930951533,201910429349300441,UMPQUA VALLEY CHRISTIAN SCHOOLS,646472
7044,2018,930782729,201910409349301401,OREGON COUNCIL OF TEACHERS OF ENGLISH CO ULRICH H HARDT,0
1890,2018,931311037,201910399349301176,LIGHTHOUSE SCHOOL,1252536
6708,2018,134331873,201910389349301106,OREGON LIABILITY REFORM COALITION,0
4912,2018,911369630,201910379349301311,MONTESSORI FOUNDATION OF WASHINGTON,236811
292,2018,930354176,201910379349301271,MORRISON CHILD AND FAMILY SERVICES,18895286
2990,2018,510136116,201910379349301216,ROSEBURG RESCUE MISSION LIGHTHOUSE OF GOD MISSION INC,281736
2418,2018,141846714,201910379349300546,BEND SCIENCE STATION,194367
2552,2018,271714059,201910369349300316,SUNNY WOLF CHARTER SCHOOL,779610
6132,2018,936096495,201910359349301216,FOUNDATION OF THE ROTARY CLUB OF HILLSBORO,0
5434,2018,943149720,201910359349300611,CIVIC AUDITORIUM HISTORIC,32133
998,2018,237254097,201910359349300141,INTEGRATED SUPPORTS FOR LIVING INC,3555983
438,2018,930884929,201910329349301316,NEIGHBORIMPACT,6877302
3268,2018,203673850,201910329349301031,POTATO VARIETY MANAGEMENT INSTITUTE INC PVMI,130319
5284,2018,931138243,201910329349300426,VALLEY DEVELOPMENT INITIATIVES,0
7308,2018,931030288,201910329349300141,COMMUNITY ACTION FOUND OF CENTRAL OREGON,0
3754,2018,930825064,201910319349301156,SUNGARDEN MONTESSORI CENTER INC,383931
1056,2018,931068802,201910319349300841,WESTERN ENERGY INSTITUTE,2183417
1848,2018,930700108,201910309349301001,LAKEWOOD THEATRE COMPANY,580596
422,2018,521957214,201910309349300346,STAND FOR CHILDREN LEADERSHIP CENTER INC,12246190
3796,2018,237001367,201910299349301271,ASSOCIATION OF ENGINEERING EMPLOYEES OF OREGON,0
1184,2018,930571124,201910289349301126,EASTCO DIVERSIFIED SERVICES INC,2932865
124,2018,930391591,201910289349301061,MASONIC AND EASTERN STAR HOME OF OREGON INC,4729874
3412,2018,943040817,201910289349300896,COMMUNITY ENERGY PROJECT INC,485152
