org_id,related_id,related_name
271790052,222351960,OUR LADY OF LOURDES HEALTH FOUNDATION INC
271790052,210635001,OUR LADY OF LOURDES MEDICAL CENTER INC
271790052,141743506,OUR LADY OF MERCY LIFE CENTER
271790052,454208896,PIONEER VALLEY CARDIOLOGY ASSOCIATES INC
271790052,251464211,PITTSBURGH MERCY HEALTH SYSTEM INC
271790052,202020239,PROBILITY THERAPY SERVICES
271790052,382638284,PROFESSIONAL MED TEAM
271790052,811807730,RIVERBEND MEDICAL GROUP INC
271790052,271763712,SJ MANAGEMENT COMPANY OF SYRACUSE INC
271790052,941437713,SAINT AGNES MEDICAL CENTER
271790052,942839324,SAINT AGNES MEDICAL FOUNDATION
271790052,820401011,SAINT ALPHONSUS BUILDING COMPANY INC
271790052,943028978,SAINT ALPHONSUS DIVERSIFIED CARE INC
271790052,943164869,SAINT ALPHONSUS FOUNDATION-BAKER CITY INC
271790052,202683560,SAINT ALPHONSUS FOUNDATION-ONTARIO INC
271790052,271929502,SAINT ALPHONSUS HEALTH SYSTEM INC
271790052,943059469,SAINT ALPHONSUS MEDICAL CENTER ONTARIO VOLUNTEERS
271790052,271790052,SAINT ALPHONSUS MEDICAL CENTER-BAKER CITY INC
271790052,261737256,SAINT ALPHONSUS MEDICAL CENTER-NAMPA HEALTH FOUNDATION INC
271790052,820200896,SAINT ALPHONSUS MEDICAL CENTER-NAMPA INC
271790052,271789847,SAINT ALPHONSUS MEDICAL CENTER-ONTARIO INC
271790052,820200895,SAINT ALPHONSUS REGIONAL MEDICAL CENTER
271790052,451994612,SAINT FRANCIS EMERGENCY MEDICAL GROUP INC
271790052,060646813,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER
271790052,061008255,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER FOUNDATION INC
271790052,262616230,SAINT JAMES CARE INC
271790052,473129127,SAINT JOSEPH PACE INC
271790052,351142669,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH CAMPUS INC
271790052,350868157,SAINT JOSEPH REGIONAL MEDICAL CENTER - SOUTH BEND CAMPUS INC
271790052,356043563,SAINT JOSEPH REGIONAL MEDICAL CENTER PLYMOUTH AUXILIARY INC
271790052,351568821,SAINT JOSEPH REGIONAL MEDICAL CENTER INC
271790052,581744848,SAINT JOSEPH'S HEALTH SYSTEM INC
271790052,581752700,SAINT JOSEPH'S MERCY CARE SERVICES INC
271790052,311040468,SAINT JOSEPH'S TOWER INC
271790052,383320700,SAINT MARY'S AMICARE HOME HEALTHCARE
271790052,381779602,SAINT MARY'S FOUNDATION
271790052,222528400,SAINT MARY'S HOSPITAL FOUNDATION INC
271790052,060646844,SAINT MARY'S HOSPITAL INC
271790052,262616046,SAINT MICHAEL'S MEDICAL CENTER INC
271790052,141710225,SAMARITAN CHILD CARE CENTER INC
271790052,141338544,SAMARITAN HOSPITAL
271790052,141708754,SENIOR CARE CONNECTION INC
271790052,141505031,SETON AUXILIARY INC
271790052,141756230,SETON HEALTH AT SCHUYLER RIDGE RESIDENTIAL HEALTHCARE
271790052,222345416,SETON HEALTH FOUNDATION INC
271790052,141776186,SETON HEALTH SYSTEM INC
271790052,222541103,SISTERS OF PROVIDENCE CARE CENTERS INC
271790052,472299757,SJHSJOC HOLDINGS INC
271790052,232840137,ST AGNES CONTINUING CARE CENTER
271790052,232415137,ST AGNES CONTINUING CARE CENTER FOUNDATION
271790052,510374158,ST FRANCIS FOUNDATION
271790052,510064326,ST FRANCIS HOSPITAL INC
271790052,521025476,ST FRANCIS MEDICAL CENTER FOUNDATION INC
271790052,223431049,ST FRANCIS MEDICAL CENTER TRENTON NJ
271790052,223127184,ST JAMES MERCY HEALTH SYSTEM INC
271790052,560694200,ST JOSEPH OF THE PINES INC
271790052,202497520,ST JOSEPH'S COLLEGE OF NURSING AT ST JOSEPH'S HOSPITAL HEALTH CENTER
271790052,237219294,ST JOSEPH'S HEALTH CENTER PROPERTIES INC
271790052,474754987,ST JOSEPH'S HEALTH INC
271790052,150532254,ST JOSEPH'S HOSPITAL HEALTH CENTER
271790052,222149775,ST JOSEPH'S HOSPITAL HEALTH CENTER FOUNDATION INC
271790052,273899821,ST JOSEPH'S MEDICAL PC
271790052,161516863,ST JOSEPH'S PHYSICIAN HEALTH PC
271790052,461827502,ST MARY BUILDING AND DEVELOPMENT
271790052,465354512,ST MARY EMERGENCY MEDICAL SERVICES
271790052,060646843,ST MARY HOME INCORPORATED
271790052,231913910,ST MARY MEDICAL CENTER
271790052,232567468,ST MARY MEDICAL CENTER FOUNDATION INC
271790052,582544232,ST MARY'S FOUNDATION INC
271790052,811660088,ST MARY'S GOOD SAMARITAN FOUNDATION INC
271790052,580566223,ST MARY'S HEALTH CARE SYSTEM INC
271790052,020576648,ST MARY'S HIGHLAND HILLS INC
271790052,261858563,ST MARY'S MEDICAL GROUP INC
271790052,473752176,ST MARY'S SACRED HEART HOSPITAL INC
271790052,453570715,ST PETER'S HEALTH PARTNERS
271790052,461177336,ST PETER'S HEALTH PARTNERS MEDICAL ASSOCIATES PC
271790052,141348692,ST PETER'S HOSPITAL
271790052,222262982,ST PETER'S HOSPITAL FOUNDATION INC
271790052,141338386,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER
271790052,222505127,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER FOUNDATION INC
271790052,222692940,THE COMMUNITY HOSPICE FOUNDATION INC
271790052,141608921,THE COMMUNITY HOSPICE INC
271790052,351654543,THE FOUNDATION OF SAINT JOSEPH REGIONAL MEDICAL CENTER INC
271790052,222570478,THE JAMES A EDDY MEMORIAL GERIATRIC CENTER INC
271790052,141793885,THE MARJORIE DOYLE ROCKWELL CENTER INC
271790052,043398280,THE MERCY HOSPITAL INC
271790052,222743478,THE NORTHEAST HEALTH FOUNDATION INC
271790052,060660403,THE WOMEN'S AUXILIARY OF SAINT FRANCIS HOSPITAL AND MEDICAL CENTER INC
271790052,383320699,THHS OAKLAND FKA CRANBROOK HOSPICE CARE
271790052,382485700,TRI-HOSPITAL EMERGENCY MEDICAL SERVICES
271790052,382559656,TRINITY CONTINUING CARE SERVICES
271790052,930907047,TRINITY CONTINUING CARE SERVICES - INDIANA
271790052,824005577,TRINITY CONTINUING CARE SERVICES - MASSACHUSETTS
271790052,382113393,TRINITY HEALTH - MICHIGAN
271790052,351443425,TRINITY HEALTH CORPORATION
271790052,475244984,TRINITY HEALTH LIFE PENNSYLVANIA INC
271790052,061491191,TRINITY HEALTH OF NEW ENGLAND CORPORATION INC
271790052,061450168,TRINITY HEALTH OF NEW ENGLAND PROVIDER NETWORK ORGANIZATION INC
271790052,473073124,TRINITY HEALTH PACE
271790052,208151733,TRINITY HEALTH WELFARE BENEFIT TRUST
271790052,382621935,TRINITY HOME HEALTH SERVICES
271790052,150532190,UIHLEIN MERCY CENTER
271790052,141438749,VILLA MARY IMMACULATE
271790052,383280200,WESTSHORE HEALTH NETWORK
461574842,936015767,UNIVERSITY OF OREGON FOUNDATION
936087366,930223960,ASANTE
936087366,383849354,ASANTE PHYSICIAN PARTNERS
930463816,200176561,HILLSIDE SENIOR SERVICES INC
273146613,,OREGON HOUSING AND COMMUNITY SERVICES DEPARTMENT
431960221,930579722,SALEM HEALTH
431960221,237002687,SALEM HEALTH FOUNDATION
431960221,930823471,SALEM HEALTH HOSPITALS AND CLINICS
431960221,931298564,WEST VALLEY HOSPITAL FOUNDATION
431960221,201836190,WILLAMETTE VALLEY INSURANCE COMPANY
431960221,753175249,SALEM HEALTH PROFESSIONAL SERVICES
930243443,930763726,OEA CHOICE WELFARE BENEFIT TRUST
263946191,470765154,ALEGENT CREIGHTON CLINIC
263946191,470757164,ALEGENT CREIGHTON HEALTH
263946191,470648586,ALEGENT CREIGHTON HEALTH FOUNDATION
263946191,470484764,ALEGENT HEALTH - BERGAN MERCY HEALTH SYSTEM
263946191,420776568,ALEGENT HEALTH - COMMUNITY MEMORIAL HOSPITAL OF MISSOURI VALLEY IA
263946191,470376615,ALEGENT HEALTH - IMMANUEL MEDICAL CENTER
263946191,470399853,ALEGENT HEALTH - MEMORIAL HOSPITAL SCHUYLER
263946191,420782518,ALEGENT HEALTH - MERCY HOSPITAL CORNING IOWA
263946191,411351177,ALVERNA APARTMENTS
263946191,411850500,APPLETREE COURT
263946191,274499340,BAYLOR ST LUKE'S HEALTH VENTURES
263946191,760458535,BAYLOR ST LUKE'S MEDICAL GROUP
263946191,274005511,BELLEVILLE ST JOSEPH HEALTH CENTER
263946191,420725196,BISHOP DRUMM RETIREMENT CENTER
263946191,232187242,BORNEMANN HEALTHCARE CORPORATION
263946191,760080110,BRAZOSPORT HEALTH FOUNDATION INC
263946191,800240261,BRAZOSPORT REGIONAL PHYSICIAN SERVICES
263946191,742759890,BURLESON ST JOSEPH HEALTH CENTER
263946191,742913931,BURLESON ST JOSEPH MANOR
263946191,450227311,CARRINGTON HEALTH CENTER
263946191,840405257,CATHOLIC HEALTH INITIATIVES - COLORADO
263946191,420680448,CATHOLIC HEALTH INITIATIVES - IOWA CORP
263946191,840902211,CATHOLIC HEALTH INITIATIVES COLORADO FOUNDATION
263946191,270930004,CATHOLIC HEALTH INITIATIVES NATIONAL FOUNDATION
263946191,460992796,CATHOLIC HEALTH INITIATIVES VIRTUAL HEALTH SERVICES
263946191,263946191,CENTENNIAL MEDICAL GROUP INC
263946191,480543724,CENTRAL KANSAS MEDICAL CENTER
263946191,271966847,CHI HEALTH CONNECT AT HOME - FARGO
263946191,271050565,CHI INSTITUTE FOR RESEARCH AND INNOVATION
263946191,202741651,CHI KENTUCKY INC
263946191,341892096,CHI LIVING COMMUNITIES
263946191,822748395,CHI Memorial Hospital - Georgia
263946191,451261716,CHI NATIONAL HOME CARE
263946191,452532084,CHI NATIONAL SERVICES
263946191,363233121,CHI NEBRASKA
263946191,232342997,CHI ST JOSEPH CHILDREN'S HEALTH
263946191,710897107,CHI ST JOSEPH'S CHILDREN
263946191,741161938,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE MEDICAL CENTER
263946191,710236913,CHI ST VINCENT HOSPITAL HOT SPRINGS
263946191,261125064,CHI ST VINCENT HOT SPRINGS
263946191,261125131,CHI ST VINCENT MEDICAL GROUP HOT SPRINGS
263946191,470617373,COMMONSPIRIT HEALTH
263946191,237419853,COMMUNITY LIMITED CARE DIALYSIS CENTER
263946191,421294399,COMMUNITY MEMORIAL HOSPITAL MEDICAL SERVICE FOUNDATION
263946191,611400619,CONTINUING CARE HOSPITAL
263946191,454736213,East Texas Clinical Services
263946191,910715805,ENUMCLAW REGIONAL HOSPITAL ASSOCIATION
263946191,611345363,FLAGET HEALTHCARE INC
263946191,562351341,FLAGET MEMORIAL HOSPITAL FOUNDATION INC
263946191,341931806,FRANCISCAN CARE CENTER
263946191,911145592,FRANCISCAN FOUNDATION
263946191,910564491,FRANCISCAN HEALTH SYSTEM
263946191,431882377,FRANCISCAN HEALTH VENTURES FKA SJMGROUP
263946191,911939739,FRANCISCAN MEDICAL GROUP
263946191,391093829,FRANCISCAN VILLA OF SOUTH MILWAUKEE INC
263946191,450227752,GARRISON MEMORIAL HOSPITAL
263946191,201536108,GLOBAL HEALTH INITIATIVES
263946191,311778403,GOOD SAMARITAN COLLEGE OF NURSING & HEALTH SCIENCE
263946191,311206047,GOOD SAMARITAN FOUNDATION OF CINCINNATI INC
263946191,310536981,GOOD SAMARITAN HOSPITAL
263946191,470379755,GOOD SAMARITAN HOSPITAL
263946191,470659443,GOOD SAMARITAN HOSPITAL FOUNDATION
263946191,237296923,GOOD SAMARITAN HOSPITAL FOUNDATION - DAYTON
263946191,910565546,HARRISON MEDICAL CENTER
263946191,911197626,HARRISON MEDICAL CENTER FOUNDATION
263946191,760761782,HEALTHCARE AND WELLNESS FOUNDATION
263946191,910712166,HIGHLINE MEDICAL CENTER
263946191,421323808,HOUSE OF MERCY
263946191,611029768,JEWISH HOSPITAL AND ST MARY'S HEALTHCARE INC
263946191,611352729,KENTUCKYONE HEALTH MEDICAL GROUP INC
263946191,611029769,KENTUCKYONE HEALTH INC
263946191,410758434,LAKEWOOD HEALTH CENTER
263946191,411893795,LAKEWOOD REGIONAL HEALTHCARE FOUNDATION
263946191,930821381,LINUS OAKES INC
263946191,820558836,LISBON AREA HEALTH SERVICES
263946191,820563768,LUFKIN VISION ACQUISITIONS
263946191,742761145,MADISON ST JOSEPH HEALTH CENTER
263946191,610654635,MADONNA MANOR INC
263946191,621839548,MEMORIAL HEALTH CARE SYSTEM FOUNDATION INC
263946191,620532345,MEMORIAL HEALTH CARE SYSTEM INC
263946191,030417049,MEMORIAL HEALTH PARTNERS FOUNDATION INC
263946191,750755367,MEMORIAL HEALTH SYSTEM OF EAST TEXAS
263946191,760436439,MEMORIAL MEDICAL CENTER - LIVINGSTON
263946191,752663904,MEMORIAL MEDICAL CENTER - SAN AUGUSTINE
263946191,752721155,MEMORIAL MULTISPECIALTY ASSOCIATES
263946191,752492741,MEMORIAL SPECIALTY HOSPITAL
263946191,426076069,MERCY AUXILIARY OF CENTRAL IOWA
263946191,421193699,MERCY CLINICS INC
263946191,421511682,MERCY COLLEGE OF HEALTH SCIENCES
263946191,237358794,MERCY FOUNDATION OF DES MOINES IA
263946191,936088946,MERCY FOUNDATION INC
263946191,421461064,MERCY HEALTH CARE FOUNDATION
263946191,450435338,MERCY HEALTHCARE FOUNDATION
263946191,421178204,MERCY HOSPITAL FOUNDATION COUNCIL BLUFFS
263946191,450227012,MERCY HOSPITAL OF DEVILS LAKE
263946191,352367360,MERCY HOSPITAL OF DEVILS LAKE FOUNDATION
263946191,450226553,MERCY HOSPITAL OF VALLEY CITY
263946191,450231183,MERCY MEDICAL CENTER
263946191,420680308,MERCY MEDICAL CENTER - CENTERVILLE
263946191,421470935,MERCY MEDICAL CENTER - NEWTON DBA SKIFF MEDICAL CENTER
263946191,930386868,MERCY MEDICAL CENTER INC
263946191,450381803,MERCY MEDICAL FOUNDATION
263946191,392031968,NEBRASKA HEART HOSPITAL
263946191,450439894,North Central Health Care Alliance dba PrimeCare Health Group
263946191,450231675,OAKES COMMUNITY HOSPITAL
263946191,710966606,OAKES COMMUNITY HOSPITAL FOUNDATION
263946191,752493116,PINEYWOODS MEDICAL DEVELOPMENT CORP
263946191,341658625,PROVIDENCE CARE CENTER
263946191,341826099,PROVIDENCE CARE CENTERS
263946191,341896807,PROVIDENCE RESIDENTIAL COMMUNITY CORPORATION
263946191,841234295,PUEBLO STEPUP
263946191,911170040,REGIONAL HOSPITAL FOR RESPIRATORY AND COMPLEX CARE
263946191,841183335,SET OF COLORADO SPRINGS INC
263946191,222876836,SAINT CLARE'S COMMUNITY CARE INC
263946191,222502997,SAINT CLARE'S FOUNDATION INC
263946191,223639733,SAINT CLARE'S HEALTH SERVICES INC
263946191,223319886,SAINT CLARE'S HOSPITAL INC
263946191,470625523,SAINT ELIZABETH FOUNDATION
263946191,363233120,SAINT ELIZABETH HEALTH SERVICES
263946191,470379836,SAINT ELIZABETH REGIONAL MEDICAL CENTER
263946191,470376601,SAINT FRANCIS MEDICAL CENTER
263946191,470630267,SAINT FRANCIS MEDICAL CENTER FOUNDATION
263946191,260152877,SAINT JOSEPH BEREA HOSPITAL FOUNDATION INC
263946191,611334601,SAINT JOSEPH HEALTH SYSTEM INC
263946191,611159649,SAINT JOSEPH HOSPITAL FOUNDATION INC
263946191,260438748,SAINT JOSEPH LONDON FOUNDATION INC
263946191,272884584,SAINT JOSEPH MOUNT STERLING FOUNDATION INC
263946191,363418207,SAINT JOSEPH'S HOSPITAL FOUNDATION
263946191,020633634,SAMARITAN BEHAVIORAL HEALTH INC
263946191,311107411,SAMARITAN HEALTH PARTNERS
263946191,363630014,SCHUYLER MEMORIAL HOSPITAL FOUNDATION INC
263946191,440545809,SJRMC JOPLIN MISSOURI
263946191,450226711,ST ALEXIUS MEDICAL CENTER
263946191,930391614,ST ANTHONY HOSPITAL
263946191,930992727,ST ANTHONY HOSPITAL FOUNDATION
263946191,710245507,ST ANTHONY'S HOSPITAL ASSOCIATION
263946191,480543721,ST CATHERINE HOSPITAL
263946191,200598702,ST CATHERINE HOSPITAL DEVELOPMENT FOUNDATION
263946191,270163752,ST CLARE COMMONS
263946191,930433692,ST DOMINIC OF ONTARIO OREGON
263946191,410729978,ST FRANCIS HOME
263946191,222536017,ST FRANCIS LIFE CARE CORPORATION
263946191,410695598,ST FRANCIS MEDICAL CENTER
263946191,742351158,ST JOSEPH FOUNDATION OF BRYAN TEXAS
263946191,742847594,ST JOSEPH MANOR
263946191,520591461,ST JOSEPH MEDICAL CENTER INC
263946191,203159302,ST JOSEPH PHYSICIAN ASSOCIATES
263946191,521311775,ST JOSEPH PHYSICIAN ENTERPRISE INC
263946191,741282696,ST JOSEPH REGIONAL HEALTH CENTER
263946191,454088170,ST JOSEPH REGIONAL HEALTH PARTNERS
263946191,463265423,ST JOSEPH REGIONAL HEALTH PARTNERS ACO
263946191,742455161,ST JOSEPH SERVICES CORPORATION
263946191,410695603,ST JOSEPH'S AREA HEALTH SERVICES
263946191,450226429,ST JOSEPH'S HOSPITAL AND HEALTH CENTER
263946191,341940863,ST LEONARD
263946191,273733278,ST LUKE'S COMMUNITY DEVELOPMENT CORPORATION - PMC
263946191,261947374,ST LUKE'S COMMUNITY DEVELOPMENT CORPORATION - SUGAR LAND
263946191,260335902,ST LUKE'S COMMUNITY DEVELOPMENT CORPORATION - THE WOODLANDS
263946191,760536234,ST LUKE'S COMMUNITY HEALTH SERVICES
263946191,453811485,ST LUKE'S FOUNDATION
263946191,760536232,ST LUKE'S HEALTH SYSTEM CORPORATION
263946191,263734606,ST LUKE'S HOSPITAL AT THE VINTAGE
263946191,760531713,ST LUKE'S MEDICAL TOWER CORPORATION
263946191,760531716,ST LUKE'S PROPERTIES CORPORATION
263946191,454120549,ST LUKE'S SUGAR LAND PROPERTIES CORPORATION
263946191,470443636,ST MARY'S COMMUNITY HOSPITAL
263946191,470707604,ST MARY'S HOSPITAL FOUNDATION
263946191,510169537,ST VINCENT FOUNDATION
263946191,710236917,ST VINCENT INFIRMARY MEDICAL CENTER
263946191,710830696,ST VINCENT MEDICAL GROUP
263946191,341412964,SYLVANIA FRANCISCAN HEALTH
263946191,455357161,SYLVANIA FRANCISCAN HEALTH FOUNDATION
263946191,341826097,THE COMMONS OF PROVIDENCE
263946191,741385192,THE COMMUNITY HOSPITAL OF BRAZOSPORT
263946191,310537486,THE GOOD SAMARITAN HOSPITAL OF CINCINNATI OH
263946191,300502367,THE HEART INSTITUTE OF DAYTON
263946191,470780857,THE PHYSICIAN NETWORK
263946191,840927232,TOTAL HEALTHCARE
263946191,311329423,TRINITY HEALTH FOUNDATION
263946191,341818681,TRINITY HEALTH SYSTEM
263946191,300752920,TRINITY HEALTH SYSTEM GROUP
263946191,275401105,TRINITY HOSPITAL TWIN CITY
263946191,341522484,TRI-STATE HEALTH SERVICES INC
263946191,410721642,UNITY FAMILY HEALTHCARE
263946191,450226714,VILLA NAZARETH INC
263946191,221768334,VISITING NURSE ASSOCIATION OF ST CLARE'S INC
930513697,931067253,PACIFIC RETIREMENT SERVICES INC
930513697,472352652,PACIFIC RETIREMENT SERVICES FOUNDATION INC
930513697,930453216,ROGUE VALLEY MANOR
930513697,750891470,THE CUMBERLAND REST INC
930513697,930557803,CASCADE MANOR INC
930513697,931179254,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS
930513697,391412320,CAPITOL LAKES INC
930513697,930712867,ROGUE VALLEY MANOR FOUNDATION INC
930513697,931301816,UNIVERSITY RETIREMENT COMMUNITY FOUNDATION INC
930513697,912162130,TRINITY TERRACE FOUNDATION INC
930513697,264529118,HOLLADAY PARK PLAZA FOUNDATION INC
930513697,450574348,MIRABELLA WASHINGTON FOUNDATION
930513697,931330100,CASCADE MANOR FOUNDATION INC
930513697,383781089,CAPITOL LAKES FOUNDATION INC
930513697,342030255,MIRABELLA
930513697,452508860,MIRABELLA PORTLAND FOUNDATION INC
930513697,711016384,MIRABELLA AT SOUTH WATERFRONT
930513697,930892261,COMMUNITY VOLUNTEER NETWORK
930513697,930864466,RVM HOUSING CORPORATION
930513697,930942933,RVM ASHLAND HOUSING CORPORATION
930513697,943136037,RVM GRANTS PASS HOUSING CORPORATION
930513697,943179782,RVM ROSEBURG HOUSING CORPORATION
930513697,943162074,RVM MYRTLE CREEK HOUSING CORPORATION
930513697,943163349,RVM BEND HOUSING CORPORATION
930513697,943191447,RVM EAGLE POINT HOUSING CORPORATION
930513697,943196455,RVM KLAMATH FALLS HOUSING CORPORATION
930513697,943212537,RVM MEDFORD II HOUSING CORPORATION
930513697,943194409,RVM LIVELY OAKS HOUSING CORPORATION
930513697,943212538,RVM REEDSPORT HOUSING CORPORATION
930513697,943212540,RVM YREKA HOUSING CORPORATION
930513697,943247154,RVM EUGENE HOUSING CORPORATION
930513697,311520436,RVM FORT WORTH I HOUSING CORPORATION
930513697,943260016,RVM BEND II HOUSING CORPORATION
930513697,311587415,RVM FORT WORTH II HOUSING CORPORATION
930513697,311587418,RVM MEDFORD III HOUSING CORPORATION
930513697,311587420,RVM ROSEBURG II HOUSING CORPORATION
930513697,311662259,RVM GRANTS PASS II HOUSING CORPORATION
930513697,311662208,RVM DAVIS HOUSING CORPORATION
930513697,311715321,RVM MYRTLE CREEK II HOUSING CORPORATION
930513697,311780332,RVM PORTLAND HOUSING CORPORATION
930513697,300037898,RVM PORTLAND II HOUSING CORPORATION
930513697,300315618,RVM CENTRAL POINT HOUSING CORPORATION
930513697,900292647,RVM MANSFIELD HOUSING CORPORATION
930513697,911859494,MIDDLETON GLEN INC
930513697,470825736,SENIOR HOUSING OF MIDDLETON INC
930513697,813784956,MIRABELLA AT ASU INC
930513697,943008774,BAY AREA SENIOR SERVICES INC
936049213,516077555,OREGON-WASHINGTON CARPENTERS- PENSION
936049213,930643913,OREGON-WASHINGTON CARPENTERS- HEALTH AND WELFARE
936049213,931244138,OREGON-WASHINGTON 401(K)
911829325,260760633,NATIONAL CLIMATE TRUST
930386981,460858837,YMCACW CLARK COMMUNITY CENTER
931067253,472352652,PACIFIC RETIREMENT SERVICES FOUNDATION INC
931067253,930453216,ROGUE VALLEY MANOR
931067253,750891470,THE CUMBERLAND REST INC
931067253,930557803,CASCADE MANOR INC
931067253,931179254,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS
931067253,930513697,HOLLADAY PARK PLAZA
931067253,391412320,CAPITOL LAKES INC
931067253,930712867,ROGUE VALLEY MANOR FOUNDATION INC
931067253,931301816,UNIVERSITY RETIREMENT COMMUNITY FOUNDATION INC
931067253,912162130,TRINITY TERRACE FOUNDATION INC
931067253,264529118,HOLLADAY PARK PLAZA FOUNDATION INC
931067253,450574348,MIRABELLA WASHINGTON FOUNDATION
931067253,931330100,CASCADE MANOR FOUNDATION INC
931067253,383781089,CAPITOL LAKES FOUNDATION INC
931067253,342030255,MIRABELLA
931067253,452508860,MIRABELLA PORTLAND FOUNDATION INC
931067253,711016384,MIRABELLA AT SOUTH WATERFRONT
931067253,930892261,COMMUNITY VOLUNTEER NETWORK
931067253,930864466,RVM HOUSING CORPORATION
931067253,930942933,RVM ASHLAND HOUSING CORPORATION
931067253,943136037,RVM GRANTS PASS HOUSING CORPORATION
931067253,943179782,RVM ROSEBURG HOUSING CORPORATION
931067253,943162074,RVM MYRTLE CREEK HOUSING CORPORATION
931067253,943163349,RVM BEND HOUSING CORPORATION
931067253,943191447,RVM EAGLE POINT HOUSING CORPORATION
931067253,943196455,RVM KLAMATH FALLS HOUSING CORPORATION
931067253,943212537,RVM MEDFORD II HOUSING CORPORATION
931067253,943194409,RVM LIVELY OAKS HOUSING CORPORATION
931067253,943212538,RVM REEDSPORT HOUSING CORPORATION
931067253,943212540,RVM YREKA HOUSING CORPORATION
931067253,943247154,RVM EUGENE HOUSING CORPORATION
931067253,311520436,RVM FORT WORTH I HOUSING CORPORATION
931067253,943260016,RVM BEND II HOUSING CORPORATION
931067253,311587415,RVM FORT WORTH II HOUSING CORPORATION
931067253,311587418,RVM MEDFORD III HOUSING CORPORATION
931067253,311587420,RVM ROSEBURG II HOUSING CORPORATION
931067253,311662259,RVM GRANTS PASS II HOUSING CORPORATION
931067253,311662208,RVM DAVIS HOUSING CORPORATION
931067253,311715321,RVM MYRTLE CREEK II HOUSING CORPORATION
931067253,311780332,RVM PORTLAND HOUSING CORPORATION
931067253,300037898,RVM PORTLAND II HOUSING CORPORATION
931067253,300315618,RVM CENTRAL POINT HOUSING CORPORATION
931067253,900292647,RVM MANSFIELD HOUSING CORPORATION
931067253,911859494,MIDDLETON GLEN INC
931067253,470825736,SENIOR HOUSING OF MIDDLETON INC
931067253,813784956,MIRABELLA AT ASU INC
931067253,943008774,BAY AREA SENIOR SERVICES INC
237113266,930546223,LANE COMMUNITY COLLEGE
946667029,940362310,CALIFORNIA TEACHERS ASSOCIATION
946667029,510181184,CALIFORNIA ASSOCIATE STAFF
946667029,954497350,CALIFORNIA STAFF ORGANIZATION INC
237257390,930476873,HOLT INTERNATIONAL FOUNDATION OF CHINA
930477890,921062307,TERWILLIGER PLAZA FOUNDATION
930477890,936071709,LESTA HOEL MEMORIAL TRUST
526038494,530803417,SMART LOCAL 100 VACATION PLAN
526038494,526038495,SMART LOCAL 100 PENSION FUND
526038494,520259080,SMART LOCAL 100 APPRENTICE FUNDS
526038494,530143440,SMART LOCAL 100 APPRENTICE FUNDS
526038494,526538598,SMART LOCAL 100 SCHOLARSHIP FUND
930354176,814453786,MORRISON FOUNDATION
930723862,931104187,TRAVEL PORTLAND EDUCATIONAL & TRAINING FOUNDATION
936031208,930694182,OREGON PROCESSORS SEASONAL EMPLOYEES PENSION PLAN
936031208,930322985,TEAMSTERS FOOD PROCESSORS DRVRS WAREHOUSEMEN & HLPERS LOC#670
930579589,931176109,OREGON HEALTH & SCIENCE UNIVERSITY
930579589,931329815,DOERNBECHER CHILDREN'S HOSPITAL GROUP
930579589,237083114,OREGON HEALTH & SCIENCE UNIVERSITY FND
930579589,814624043,OREGON RURAL HEALTH INITIATIVE
930756143,364806858,FRIENDS OF HOSPICE
826030679,,LOCAL UNION 296
826030679,,PLUMBERS & PIPEFITTERS LOCAL 648
930752805,204503509,SISTERS OF ST MARY OF OR MINISTRIES COR
930752805,931253966,SISTERS OF ST MARY OF OR FOUNDATION CORP
930752805,204503805,SISTERS OF ST MARY OF OR EARLY LEARNING
930752805,204503712,SISTERS OF ST MARY OF OR CAMPUS SCHOOL
931139187,936028398,PNCA MUSEUM OF CRAFT AND DESIGN
931019725,931232435,THE LEONARD & LOIS SCHNITZER CHARITABLE FOUNDATION
931019725,936307981,ARTHUR KRICHEVSKY MEMORIAL SCHOLARSHIP FUND
930177555,930391591,MASONIC AND EASTERN STAR HOME
930177555,931264938,OR MASONIC CHARITABLE FOUNDATION
930177555,465353130,Oregon Masonic Youth Education & Literac
930177555,823147022,Oregon Masonic Library Foundation
930446527,931225609,OREGON SYMPHONY FOUNDATION
930415213,931094615,DALLAS RETIREMENT FOUNDATION
931014288,382803036,COMMUNITY LIVING CONCEPTS INC
931014288,382225929,ALTERNATIVE SERVICES INC(MICHIGAN)
931014288,311260927,ALTERNATIVE SERVICES - CONNECTICUT INC
931014288,562405846,COMMUNITY LIVING CONCEPTS OF NORTH CAROLINA INC
931014288,204802605,COMMUNITY LIVING CASE MANAGEMENT INC(A MAINE NON-PROFIT CORPORATION)
931014288,311446324,ALTERNATIVE SERVICES - NORTHEAST INC(MAINE)
931014288,270986705,CARPE DIEM FOUNDATION INC
930498054,412094799,CAPITAL MANOR FOUNDATION
930977166,931144709,THE PINES HOUSING INC
930977166,931193986,FAIRVIEW ARMS HOUSING INC
