year,ein,object_id,name,business_name1,business_name2,title,org_comp,related_comp,other_cmp,form,source,IndvdlTrstOrDrctrInd,InstttnlTrstInd,OffcrInd,KyEmplyInd,HghstCmpnstdEmplyInd,FrmrOfcrDrctrTrstInd
2019,930878074,201803109349301425,BENNETT GARNER,,,DIRECTOR,305278,0,26010,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,ANNA JIMENEZ,,,DIRECTOR,267342,0,25817,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,ALEXANDER BULOCHNIK,,,MANAGER,195140,0,20280,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,WILLIAM GUEST III,,,VP PROVIDER NETWORK,219321,0,25027,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,RONALD LANGERGREN,,,DIRECTOR,181904,0,4740,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,JEFFREY HEATHERINGTON,,,"PRESIDENT, CEO",520821,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,PAIGE JACKSON,,,VP,220841,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,WILLIAM MURRAY,,,COO,404717,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,KEVIN CLANCY,,,VP FINANCE,307915,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,OSCAR CLARK,,,VP COMMUNITY & HEALTH SERV,243226,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,CHRISTOPHER DIAZ,,,VP INFORMATION TECHNOLOGY,200940,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,CHERI PFANNES,,,VP CORPORATE COMPLIANCE,186827,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,BENNETT GARNER,,,DIRECTOR,331288,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,ANNA JIMENEZ,,,DIRECTOR,293159,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,ALEXANDER BULOCHNIK,,,MANAGER,215420,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,WILLIAM GUEST III,,,VP PROVIDER NETWORK,244348,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,RONALD LANGERGREN,,,DIRECTOR,186644,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,ROBIN RICHARDSON DO,,,CHAIR & DIRECTOR,11250,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930878074,201803109349301425,JANET TESCH,,,VICE CHAIR (PART YEAR) & BOARD MEMBER,1000,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930878074,201803109349301425,MATT DASKALOS,,,VICE CHAIR (PART YEAR) & BOARD MEMBER,2500,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930878074,201803109349301425,PATRICIA PARKER,,,SECRETARY & BOARD MEMBER,3750,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930878074,201803109349301425,JEFFREY PAWLOWSKI,,,TREASURER & BOARD MEMBER,9390,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930878074,201803109349301425,KAREN CARNAHAN,,,BOARD MEMBER,1000,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930878074,201803109349301425,RICHARD BARSOTTI,,,BOARD MEMBER,4250,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930878074,201803109349301425,ROBERT CARUS,,,BOARD MEMBER,6000,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930878074,201803109349301425,JOE HROMCO,,,BOARD MEMBER,5250,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930878074,201803109349301425,MICHAEL RILEY,,,BOARD MEMBER,4762,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930878074,201803109349301425,CARL ERICKSON,,,BOARD MEMBER,4250,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930878074,201803109349301425,ROYAL E HARRIS,,,BOARD MEMBER,5500,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930878074,201803109349301425,JEFFREY HEATHERINGTON,,,"PRESIDENT, CEO",504000,0,16821,IRS990,Frm990PrtVIISctnA,,,X,,,
2019,930878074,201803109349301425,PAIGE JACKSON,,,VP,206183,0,14658,IRS990,Frm990PrtVIISctnA,,,X,,,
2019,930878074,201803109349301425,WILLIAM MURRAY,,,COO,378798,0,25919,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930878074,201803109349301425,KEVIN CLANCY,,,VP FINANCE,277428,0,30487,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930878074,201803109349301425,OSCAR CLARK,,,VP COMMUNITY & HEALTH SERV,227640,0,15586,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930878074,201803109349301425,CHRISTOPHER DIAZ,,,VP INFORMATION TECHNOLOGY,195752,0,5188,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930878074,201803109349301425,CHERI PFANNES,,,VP CORPORATE COMPLIANCE,179613,0,7214,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930878074,201803109349301425,BENNETT GARNER,,,DIRECTOR,305278,0,26010,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,ANNA JIMENEZ,,,DIRECTOR,267342,0,25817,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,ALEXANDER BULOCHNIK,,,MANAGER,195140,0,20280,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,WILLIAM GUEST III,,,VP PROVIDER NETWORK,219321,0,25027,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,RONALD LANGERGREN,,,DIRECTOR,181904,0,4740,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930878074,201803109349301425,JEFFREY HEATHERINGTON,,,"PRESIDENT, CEO",520821,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,PAIGE JACKSON,,,VP,220841,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,WILLIAM MURRAY,,,COO,404717,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,KEVIN CLANCY,,,VP FINANCE,307915,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,OSCAR CLARK,,,VP COMMUNITY & HEALTH SERV,243226,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,CHRISTOPHER DIAZ,,,VP INFORMATION TECHNOLOGY,200940,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,CHERI PFANNES,,,VP CORPORATE COMPLIANCE,186827,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,BENNETT GARNER,,,DIRECTOR,331288,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,ANNA JIMENEZ,,,DIRECTOR,293159,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,ALEXANDER BULOCHNIK,,,MANAGER,215420,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,WILLIAM GUEST III,,,VP PROVIDER NETWORK,244348,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930878074,201803109349301425,RONALD LANGERGREN,,,DIRECTOR,186644,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,JOHN BELL,,,CHAIRMAN,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930508781,201822269349302547,ROD WENDT,,,VICE CHAIRMAN,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930508781,201822269349302547,PAUL R STEWART,,,PRESIDENT/CEO/SECRETARY/TREASURER,673433,0,61596,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930508781,201822269349302547,HEIDI NEEL BIGGS,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,CLARK PEDERSON,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,JEAN PHILLIPS,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,WENDY WARREN MD,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,DOUGLAS MCINNIS DVM,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,HOLLY MONTJOY MD,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,DWIGHT SMITH MD,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,RICHARD E RICO,,,VP/CFO,434298,0,67923,IRS990,Frm990PrtVIISctnA,,,X,,,
2019,930508781,201822269349302547,MARC ORLANDO MD,,,MEDICAL PROVIDER,594395,0,34202,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,STANTON T SMITH MD,,,MEDICAL PROVIDER,565779,0,20079,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,FAISAL SAIFUL MD,,,MEDICAL PROVIDER,536510,0,34202,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,JARED OGAO MD,,,MEDICAL PROVIDER,529298,0,34202,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,DAVID CHADBOURNE MD,,,MEDICAL PROVIDER,495018,0,20952,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,PAUL R STEWART,,,PRESIDENT/CEO/SECRETARY/TREASURER,735029,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,RICHARD E RICO,,,VP/CFO,502221,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,MARC ORLANDO MD,,,MEDICAL PROVIDER,628597,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,STANTON T SMITH MD,,,MEDICAL PROVIDER,585858,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,FAISAL SAIFUL MD,,,MEDICAL PROVIDER,570712,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,JARED OGAO MD,,,MEDICAL PROVIDER,563500,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,DAVID CHADBOURNE MD,,,MEDICAL PROVIDER,515970,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,JOHN BELL,,,CHAIRMAN,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930508781,201822269349302547,ROD WENDT,,,VICE CHAIRMAN,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930508781,201822269349302547,PAUL R STEWART,,,PRESIDENT/CEO/SECRETARY/TREASURER,673433,0,61596,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930508781,201822269349302547,HEIDI NEEL BIGGS,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,CLARK PEDERSON,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,JEAN PHILLIPS,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,WENDY WARREN MD,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,DOUGLAS MCINNIS DVM,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,HOLLY MONTJOY MD,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,DWIGHT SMITH MD,,,BOARD MEMBER,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930508781,201822269349302547,RICHARD E RICO,,,VP/CFO,434298,0,67923,IRS990,Frm990PrtVIISctnA,,,X,,,
2019,930508781,201822269349302547,MARC ORLANDO MD,,,MEDICAL PROVIDER,594395,0,34202,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,STANTON T SMITH MD,,,MEDICAL PROVIDER,565779,0,20079,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,FAISAL SAIFUL MD,,,MEDICAL PROVIDER,536510,0,34202,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,JARED OGAO MD,,,MEDICAL PROVIDER,529298,0,34202,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,DAVID CHADBOURNE MD,,,MEDICAL PROVIDER,495018,0,20952,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930508781,201822269349302547,PAUL R STEWART,,,PRESIDENT/CEO/SECRETARY/TREASURER,735029,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,RICHARD E RICO,,,VP/CFO,502221,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,MARC ORLANDO MD,,,MEDICAL PROVIDER,628597,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,STANTON T SMITH MD,,,MEDICAL PROVIDER,585858,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,FAISAL SAIFUL MD,,,MEDICAL PROVIDER,570712,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,JARED OGAO MD,,,MEDICAL PROVIDER,563500,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930508781,201822269349302547,DAVID CHADBOURNE MD,,,MEDICAL PROVIDER,515970,0,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,George Darke,,,Director,38800,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Robert G Gootee,,,CEO & PRESIDENT,0,1250650,645820,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930438772,201813179349307831,David Howerton,,,Director,55000,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Mark Jensen,,,Director,32000,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,George Passadore,,,Director,37100,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Jill Eberwein,,,Director,35600,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Molly Bordonaro,,,Director,36600,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Thomas J Bikales,,,Secretary,0,293981,217153,IRS990,Frm990PrtVIISctnA,,,X,,,
2019,930438772,201813179349307831,David Evans,,,TREASURER,0,448848,253447,IRS990,Frm990PrtVIISctnA,,,X,,,
2019,930438772,201813179349307831,Kraig Anderson,,,Sr Vice President,0,401708,249605,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Tracie Murphy,,,SR Vice President,0,808775,253649,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Robin Richardson,,,SR Vice President,0,459860,250505,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,William Johnson,,,SR Vice President,0,482075,247997,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Chandra Wahrgren,,,SR VICE PRESIDENT,0,563822,84813,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Steven Wynne,,,Executive Vice President,0,601410,325320,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Scott Loftin,,,Sr. Vice President,0,348694,215452,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Jay Lamb,,,Senior Vice President,0,429105,247667,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Susan Hansen,,,Vice President,0,444247,64470,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Teri Barichello,,,Vice President,0,299139,93103,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Julia Ceballos,,,Vice President,0,309312,23018,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Mehdi Tabrizi,,,Director,0,256392,22272,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Robert Judge,,,Director,0,238659,21438,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Kraig Anderson,,,Sr Vice President,0,651313,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Thomas J Bikales,,,Secretary,0,511134,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Robert G Gootee,,,CEO & PRESIDENT,0,1896470,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Susan Hansen,,,Vice President,0,508717,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Tracie Murphy,,,SR Vice President,0,1062424,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Robin Richardson,,,SR Vice President,0,710365,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,David Evans,,,TREASURER,0,702295,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,William Johnson,,,SR Vice President,0,730072,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Chandra Wahrgren,,,SR VICE PRESIDENT,0,648635,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Steven Wynne,,,Executive Vice President,0,926730,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Scott Loftin,,,Sr. Vice President,0,564146,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Jay Lamb,,,Senior Vice President,0,676772,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Teri Barichello,,,Vice President,0,392242,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Julia Ceballos,,,Vice President,0,332330,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Mehdi Tabrizi,,,Director,0,278664,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Robert Judge,,,Director,0,260097,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,George Darke,,,Director,38800,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Robert G Gootee,,,CEO & PRESIDENT,0,1250650,645820,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,930438772,201813179349307831,David Howerton,,,Director,55000,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Mark Jensen,,,Director,32000,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,George Passadore,,,Director,37100,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Jill Eberwein,,,Director,35600,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Molly Bordonaro,,,Director,36600,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,930438772,201813179349307831,Thomas J Bikales,,,Secretary,0,293981,217153,IRS990,Frm990PrtVIISctnA,,,X,,,
2019,930438772,201813179349307831,David Evans,,,TREASURER,0,448848,253447,IRS990,Frm990PrtVIISctnA,,,X,,,
2019,930438772,201813179349307831,Kraig Anderson,,,Sr Vice President,0,401708,249605,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Tracie Murphy,,,SR Vice President,0,808775,253649,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Robin Richardson,,,SR Vice President,0,459860,250505,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,William Johnson,,,SR Vice President,0,482075,247997,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Chandra Wahrgren,,,SR VICE PRESIDENT,0,563822,84813,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Steven Wynne,,,Executive Vice President,0,601410,325320,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Scott Loftin,,,Sr. Vice President,0,348694,215452,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Jay Lamb,,,Senior Vice President,0,429105,247667,IRS990,Frm990PrtVIISctnA,,,,X,,
2019,930438772,201813179349307831,Susan Hansen,,,Vice President,0,444247,64470,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Teri Barichello,,,Vice President,0,299139,93103,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Julia Ceballos,,,Vice President,0,309312,23018,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Mehdi Tabrizi,,,Director,0,256392,22272,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Robert Judge,,,Director,0,238659,21438,IRS990,Frm990PrtVIISctnA,,,,,X,
2019,930438772,201813179349307831,Kraig Anderson,,,Sr Vice President,0,651313,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Thomas J Bikales,,,Secretary,0,511134,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Robert G Gootee,,,CEO & PRESIDENT,0,1896470,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Susan Hansen,,,Vice President,0,508717,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Tracie Murphy,,,SR Vice President,0,1062424,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Robin Richardson,,,SR Vice President,0,710365,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,David Evans,,,TREASURER,0,702295,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,William Johnson,,,SR Vice President,0,730072,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Chandra Wahrgren,,,SR VICE PRESIDENT,0,648635,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Steven Wynne,,,Executive Vice President,0,926730,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Scott Loftin,,,Sr. Vice President,0,564146,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Jay Lamb,,,Senior Vice President,0,676772,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Teri Barichello,,,Vice President,0,392242,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Julia Ceballos,,,Vice President,0,332330,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Mehdi Tabrizi,,,Director,0,278664,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,930438772,201813179349307831,Robert Judge,,,Director,0,260097,,IRS990ScheduleJ,SkdJRltdOrgOffcrTrstKyEmpl,,,,,,
2019,237315673,201823189349311767,,Kirby Dyess,,Chair,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,237315673,201823189349311767,,Sue Naumes,,Vice Chair,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,237315673,201823189349311767,,Kimberly Cooper,,Secretary,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,237315673,201823189349311767,,Duncan Wyse,,Treasurer,0,0,0,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,237315673,201823189349311767,,Max Williams,,CEO/Asst Secretary/Treasurer,378685,0,72344,IRS990,Frm990PrtVIISctnA,X,,X,,,
2019,237315673,201823189349311767,,Penny Allen,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,237315673,201823189349311767,,Bill Berg,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,237315673,201823189349311767,,Patrick Criteser,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,237315673,201823189349311767,,Su Embree,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,237315673,201823189349311767,,Roman Hernandez,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
2019,237315673,201823189349311767,,Tim Mabry,,Director,0,0,0,IRS990,Frm990PrtVIISctnA,X,,,,,
