year,ein,object_id,form,source,compensation,income,revenue,assets,expenses
2018,611557140,201833199349313548,IRS990,part_i,491505,-67347,653025,526435,720372
2018,931249369,201940599349301404,IRS990,part_i,78265,-17903,798197,24579,816100
2018,931269989,201823309349300417,IRS990,part_i,467874,161718,794830,1273635,633112
2018,461778586,201932499349300713,IRS990,part_i,96504,-4782,797350,263335,802132
2018,931258474,201901359349305585,IRS990,part_i,159004,-7246,796605,237071,803851
2018,237088818,201940469349301309,IRS990,part_i,172081,73702,388362,801732,314660
2018,930763734,201931429349301908,IRS990,part_i,596877,-17688,795754,404993,813442
2018,237450926,201912039349301216,IRS990,part_i,316867,172282,795726,839447,623444
2018,930853414,201920359349301257,IRS990,part_i,0,92101,225032,2751548,132931
2018,204343950,201931589349300028,IRS990,part_i,73900,-9374,347583,1604806,356957
2018,462649265,201801349349308290,IRS990,part_i,548807,111176,785782,312075,674606
2018,930667383,201941359349314419,IRS990,part_i,106822,31672,792439,5623243,760767
2018,931090612,201803169349302300,IRS990,part_i,0,-42399,140295,1778401,182694
2018,931281870,201902409349300335,IRS990,part_i,583956,-11625,791109,64441,802734
2018,931270846,201843179349303684,IRS990,part_i,0,-172819,491750,259213,664569
2018,930882559,201942709349301324,IRS990,part_i,352449,228807,761706,1297993,532899
2018,931306217,201941209349100739,IRS990PF,pf_part_i,0,0,32081,,142326
2018,204145965,201841769349300019,IRS990,part_i,191488,47043,852216,222422,805173
2018,800436735,201813189349310516,IRS990,part_i,405405,284045,910486,655721,626441
2018,930635362,201931339349307278,IRS990,part_i,471688,-1164,747243,670965,748407
2018,931078155,201912149349301306,IRS990,part_i,0,5183,514472,211575,509289
2018,810421477,201941309349101344,IRS990PF,pf_part_i,0,0,129991,,98915
2018,931286389,201942569349100409,IRS990PF,pf_part_i,27070,0,779715,,750188
2018,760774777,201921409349300227,IRS990,part_i,139806,441939,775246,1957914,333307
2018,930151638,201901379349300435,IRS990,part_i,193954,29579,539107,369847,509528
2018,472342652,201823169349304877,IRS990,part_i,553526,-23859,738212,154095,762071
2018,431968342,201841639349300134,IRS990,part_i,0,368101,450716,1801336,82615
2018,943140067,201802069349300825,IRS990,part_i,36941,29802,184955,1305720,155153
2018,930818429,201813189349310796,IRS990,part_i,232876,327501,1079866,2033002,752365
2018,200969679,201901359349303220,IRS990,part_i,196236,-31642,772531,139787,804173
2018,931279550,201921209349301727,IRS990,part_i,418969,10981,629219,508917,618238
2018,953497056,201931309349304573,IRS990,part_i,336599,-17523,770545,899668,788068
2018,930798451,201803199349319900,IRS990,part_i,544043,-32896,769750,37114,802646
2018,930848793,201911349349308726,IRS990,part_i,199308,2633,768218,699003,765585
2018,931011227,201931079349301008,IRS990,part_i,46019,-25981,648650,910811,674631
2018,205276353,201931569349300953,IRS990,part_i,168512,30588,765438,753740,734850
2018,202782595,201803199349316205,IRS990,part_i,332427,144904,669022,335058,524118
2018,455524830,201833449349300773,IRS990,part_i,671888,-161995,762736,648702,924731
2018,452859659,201931019349300633,IRS990,part_i,576318,-38095,762724,38528,800819
2018,223878683,201941349349303024,IRS990,part_i,160995,159396,762588,373991,603192
2018,743067545,201920109349300327,IRS990,part_i,532756,26525,754999,443484,728474
2018,204270408,201931349349308968,IRS990,part_i,415734,133092,759162,328728,626070
2018,930881300,201920159349301072,IRS990,part_i,87156,158644,440737,1934147,282093
2018,930952197,201910679349301611,IRS990,part_i,537784,23122,759093,411689,735971
2018,455588592,201812999349300641,IRS990,part_i,574085,44680,796632,483831,751952
2018,930981933,201912429349301111,IRS990,part_i,586653,-27280,755359,633972,782639
2018,931310735,201941359349305659,IRS990,part_i,104802,210227,754537,617528,544310
2018,461240416,201833199349309643,IRS990,part_i,161944,169727,481114,519332,311387
2018,204021573,201823249349300327,IRS990,part_i,96260,-79851,537250,198634,617101
2018,236397427,201942559349301604,IRS990,part_i,0,62647,142258,1536772,79611
2018,931216593,201941269349300779,IRS990,part_i,0,-102495,553709,1460971,656204
2018,271241201,201930989349100708,IRS990PF,pf_part_i,0,0,676172,,260421
2018,936024785,201941309349303079,IRS990,part_i,0,-19921,206711,506358,226632
2018,930875209,201912679349301246,IRS990,part_i,202657,159443,705046,782371,545603
2018,931281568,201920359349300992,IRS990,part_i,98168,96808,743209,488024,646401
2018,930895209,201801359349304060,IRS990,part_i,417024,71508,870574,1531291,799066
2018,202951862,201843449349100559,IRS990PF,pf_part_i,30066,0,726890,,605466
2018,930478727,201922419349300912,IRS990,part_i,80624,10871,747585,679495,736714
2018,364533809,201921379349300812,IRS990,part_i,637539,-95998,736197,233754,832195
2018,936027360,201803179349302335,IRS990,part_i,230199,100341,684022,1445167,583681
2018,510154995,201941919349301084,IRS990,part_i,195406,346394,738672,1870081,392278
2018,931263288,201821719349300107,IRS990,part_i,559511,71584,752784,304171,681200
2018,942985490,201810089349300931,IRS990,part_i,501173,-11870,740816,31731,752686
2018,272131195,201941339349306169,IRS990,part_i,104894,36492,678006,71924,641514
2018,930934831,201930359349100008,IRS990PF,pf_part_i,0,0,289697,,200603
2018,930472798,201901209349301295,IRS990,part_i,272416,60230,739685,957295,679455
2018,930762986,201911349349307836,IRS990,part_i,24200,19588,737322,673348,717734
2018,930831324,201823099349301692,IRS990,part_i,233971,-29819,679952,131997,709771
2018,462041048,201832139349301603,IRS990,part_i,324192,-14400,901732,26834,916132
2018,800360134,201920879349300612,IRS990,part_i,0,172369,736663,666901,564294
2018,203673850,201910329349301031,IRS990,part_i,130319,49687,736573,1009969,686886
2018,931083061,201823189349308897,IRS990,part_i,128902,1708,673384,243488,671676
2018,930722365,201900729349300710,IRS990,part_i,581342,22636,731905,111865,709269
2018,930452721,201832279349302373,IRS990,part_i,78203,32778,645364,412295,612586
2018,931181863,201942429349301169,IRS990,part_i,441912,49864,733229,547360,683365
2018,930561262,201843199349306844,IRS990,part_i,324885,67439,699287,645046,631848
2018,930364662,201920679349300017,IRS990,part_i,102942,-13460,150788,148333,164248
2018,770625836,201921299349300032,IRS990,part_i,84880,-200880,389907,730280,590787
2018,930497235,201803199349308235,IRS990,part_i,480383,-61202,652285,1097894,713487
2018,931215089,201932069349301313,IRS990,part_i,418652,-34210,638619,137882,672829
2018,930681430,201833199349304893,IRS990,part_i,210980,123986,730857,496365,606871
2018,931275137,201823189349309072,IRS990,part_i,471056,1170,730504,396967,729334
2018,930159225,201843189349310879,IRS990,part_i,0,7365,682974,739708,675609
2018,931213728,201833189349305518,IRS990,part_i,385660,77979,633260,237854,555281
2018,930800814,201910399349100701,IRS990PF,pf_part_i,48500,0,659710,,661058
2018,931281392,201823179349300002,IRS990,part_i,0,75657,490217,162093,414560
2018,931238799,201930379349301003,IRS990,part_i,0,31818,768194,375968,736376
2018,770386558,201923049349100977,IRS990PF,pf_part_i,0,0,725001,,608501
2018,462004348,201802429349301260,IRS990,part_i,424520,68736,605390,158856,536654
2018,462945449,201901689349300335,IRS990,part_i,0,176059,673518,8479670,497459
2018,930986542,201833199349103538,IRS990PF,pf_part_i,0,0,57513,,55387
2018,936034527,201902599349301505,IRS990,part_i,26842,-40732,695910,357841,736642
2018,930884244,201833519349301013,IRS990,part_i,620538,82980,1283883,274736,1200903
2018,931213641,201911359349313066,IRS990,part_i,359866,22197,718369,1055518,696172
2018,930302009,201813179349308141,IRS990,part_i,452351,-461551,616310,535273,1077861
2018,930721765,201830449349300118,IRS990,part_i,24273,-12797,513895,617094,526692
2018,201821723,201842929349300234,IRS990,part_i,256270,53426,621656,321331,568230
2018,272562371,201901359349312225,IRS990,part_i,0,70656,363846,135169,293190
2018,201024637,201900149349300970,IRS990,part_i,273534,107886,710594,490780,602708
2018,930796366,201813169349302896,IRS990,part_i,0,-33969,80614,2183949,114583
2018,474223651,201833109349301278,IRS990,part_i,205349,112348,709062,338049,596714
2018,930464194,201922549349301212,IRS990,part_i,60094,-16133,708277,770487,724410
2018,930722366,201803119349303070,IRS990,part_i,281235,49601,571411,229738,521810
2018,931129647,201803069349301335,IRS990,part_i,596510,87303,1065698,914943,978395
2018,930847940,201803179349308250,IRS990,part_i,481754,13548,802182,560436,788634
2018,930730486,201822419349301262,IRS990,part_i,185229,91217,659790,1704148,568573
2018,911492542,201812999349300241,IRS990,part_i,212875,57031,704729,361831,647698
2018,237079356,201813109349301406,IRS990,part_i,477209,-4855,642640,869417,647495
2018,930513552,201822609349301837,IRS990,part_i,211549,63833,664745,2704627,600912
2018,521734984,201803479349300620,IRS990,part_i,91446,42999,703402,410191,660403
2018,943061005,201911309349305271,IRS990,part_i,282395,11246,532953,749350,521707
2018,811471087,201921309349304092,IRS990,part_i,114985,512966,696475,966152,183509
2018,203131435,201822159349300842,IRS990,part_i,476717,16363,630176,152219,613813
2018,311532248,201823419349300627,IRS990,part_i,297745,-70769,544913,39515,615682
2018,262045721,201921029349100202,IRS990PF,pf_part_i,73284,0,213552,,354466
2018,936066392,201940129349300009,IRS990,part_i,151158,334699,699914,1404703,365215
2018,203180915,201823179349304012,IRS990,part_i,474560,5993,728713,291725,722720
2018,203534560,201823199349316832,IRS990,part_i,0,369646,696706,1429808,327060
2018,931000082,201930949349300348,IRS990,part_i,0,118496,697977,181069,579481
2018,455233697,201803109349100230,IRS990PF,pf_part_i,0,0,68877,,309143
2018,931081742,201920799349300412,IRS990,part_i,355518,1803,694802,1337616,692999
2018,931296341,201900739349300935,IRS990,part_i,100243,57887,507546,306836,449659
2018,930813269,201813109349302421,IRS990,part_i,584334,12398,722904,455386,710506
2018,931072470,201821379349100527,IRS990PF,pf_part_i,0,0,92720,,26223
2018,272714653,201921339349307247,IRS990,part_i,244854,292904,690356,518456,397452
2018,930586866,201811599349300321,IRS990,part_i,31049,3831,650476,34679,646645
2018,936024925,201931919349300628,IRS990,part_i,51409,-34342,686744,904145,721086
2018,930213280,201833199349306438,IRS990,part_i,0,22243,589976,940832,567733
2018,936032140,201911579349300921,IRS990,part_i,122201,421145,623854,1481240,202709
2018,721579317,201912059349100711,IRS990PF,pf_part_i,0,0,659918,,680016
2018,936031814,201822159349100017,IRS990PF,pf_part_i,0,0,130257,,112039
2018,936031284,201940849349300519,IRS990,part_i,0,158007,468330,4113491,310323
2018,020658798,201831359349313268,IRS990,part_i,202358,-25970,406667,635651,432637
2018,943076587,201833309349300638,IRS990,part_i,212348,132834,452013,402336,319179
2018,421598432,201900259349300615,IRS990,part_i,304602,16003,682878,207007,666875
2018,931262846,201910439349301331,IRS990,part_i,361833,141434,682196,1020167,540762
2018,931281951,201803059349302250,IRS990,part_i,262418,45268,648113,68057,602845
2018,931138328,201821939349100712,IRS990PF,pf_part_i,0,0,681659,,159095
2018,931261580,201902569349300690,IRS990,part_i,0,552305,681250,33380,128945
2018,931124501,201931359349310508,IRS990,part_i,219560,19087,677550,170869,658463
2018,930955296,201911159349301146,IRS990,part_i,541414,-47877,680826,46833,728703
2018,931256066,201813059349302271,IRS990,part_i,466079,11434,676210,160311,664776
2018,930775640,201842329349301154,IRS990,part_i,453987,-10962,744767,397182,755729
2018,264801471,201941279349301669,IRS990,part_i,0,19377,678000,389431,658623
2018,930562275,201831359349308373,IRS990,part_i,0,13437,604769,68411,591332
2018,141782873,201931229349101743,IRS990PF,pf_part_i,0,0,399869,,572822
2018,237345974,201910249349300171,IRS990,part_i,386165,87616,619277,1778433,531661
2018,262429241,201912269349302906,IRS990,part_i,60937,-13945,669155,152430,683100
2018,264038270,201943029349300449,IRS990,part_i,193155,37336,672529,265762,635193
2018,931144709,201803489349301010,IRS990,part_i,0,-66706,671977,4152069,738683
2018,936038553,201942559349301174,IRS990,part_i,78774,14667,197662,345754,182995
2018,930936464,201941309349305504,IRS990,part_i,269125,21500,655689,322869,634189
2018,274743976,201833199349308168,IRS990,part_i,274053,814,410551,120064,409737
2018,930557517,201941799349301214,IRS990,part_i,245693,145122,669444,890397,524322
2018,936032241,201802329349300825,IRS990,part_i,104578,112577,583551,752845,470974
2018,936031803,201942699349300709,IRS990,part_i,0,3891,668848,164119,664957
2018,930911198,201830169349300513,IRS990,part_i,221552,-1197,615014,184122,616211
2018,943102607,201930149349300968,IRS990,part_i,121890,-13049,667998,670623,681047
2018,205164853,201921349349310642,IRS990,part_i,0,272392,657090,2032416,384698
2018,943040817,201910289349300896,IRS990,part_i,485152,-37773,665702,586093,703475
2018,680443662,201912279349302106,IRS990,part_i,52000,0,662313,419292,662313
2018,522372404,201901579349100600,IRS990PF,pf_part_i,0,0,378188,,297457
2018,931054093,201931359349303678,IRS990,part_i,334478,-425101,398081,6039165,823182
2018,721613750,201911359349312621,IRS990,part_i,401123,43079,656590,571297,613511
2018,931175944,201800879349300520,IRS990,part_i,151595,125526,660302,646646,534776
2018,463114493,201931339349306268,IRS990,part_i,443846,17870,659731,66357,641861
2018,931045353,201901559349300745,IRS990,part_i,48775,81879,655629,310540,573750
2018,931148994,201922809349301147,IRS990,part_i,40915,61878,224619,1240994,162741
2018,930992858,201942419349300344,IRS990,part_i,325853,195298,657908,230408,462610
2018,936022739,201842679349300019,IRS990,part_i,110017,65258,579267,2646030,514009
2018,411784046,201942219349301229,IRS990,part_i,134830,268467,656453,2429272,387986
2018,262998882,201833179349305348,IRS990,part_i,73107,-10175,547372,266815,557547
2018,300002011,201941359349304329,IRS990,part_i,433670,-49259,655098,167286,704357
2018,931171301,201901349349308780,IRS990,part_i,0,-6138,654932,220539,661070
2018,061669651,201813189349303246,IRS990,part_i,351536,34406,474591,83840,440185
2018,931330126,201822849349300007,IRS990,part_i,279236,3821,489218,285135,485397
2018,930616451,201833119349302673,IRS990,part_i,0,3869,612094,295649,608225
2018,264078244,201931779349301028,IRS990,part_i,0,-51867,653634,242718,705501
2018,930439765,201901359349305530,IRS990,part_i,343820,119916,653423,132994,533507
2018,930724691,201843199349317054,IRS990,part_i,387246,2914599,3434271,8868894,519672
2018,931249299,201901789349300140,IRS990,part_i,227324,31067,624692,249989,593625
2018,936031740,201900469349302415,IRS990,part_i,0,75,605969,221114,605894
2018,930406532,201923049349301557,IRS990,part_i,135427,303023,649597,490501,346574
2018,454131862,201813189349303121,IRS990,part_i,47878,1861429,2403553,3930944,542124
2018,061669649,201803189349303245,IRS990,part_i,0,-27433,289671,330137,317104
2018,931311608,201920879349300522,IRS990,part_i,276495,57788,642950,348536,585162
2018,943101513,201823189349303227,IRS990,part_i,274443,-60414,744026,1963285,804440
2018,936033853,201902059349301035,IRS990,part_i,116083,272439,597638,1841155,325199
2018,943131764,201810669349301411,IRS990,part_i,15572,28490,566860,422643,538370
2018,930779926,201940639349301104,IRS990,part_i,362189,-37776,645843,635708,683619
2018,931264009,201941359349307199,IRS990,part_i,386218,41298,641587,185028,600289
2018,820727416,201933029349301333,IRS990,part_i,103455,77211,490661,203142,413450
2018,931073658,201842859349301109,IRS990,part_i,0,85326,663119,1605800,577793
2018,931308023,201920579349300967,IRS990,part_i,578189,-27216,644158,303496,671374
2018,930679959,201803119349303155,IRS990,part_i,182458,113247,602424,200813,489177
2018,262518913,201803139349303835,IRS990,part_i,306734,603,527679,338242,527076
2018,936021895,201920369349100602,IRS990PF,pf_part_i,0,0,633569,,560293
2018,930907543,201911219349301496,IRS990,part_i,479320,-96619,643508,719911,740127
2018,237110850,201932249349301738,IRS990,part_i,224296,45397,642009,916492,596612
2018,930794078,201900099349300710,IRS990,part_i,299118,63032,619176,205750,556144
2018,237115008,201842749349300439,IRS990,part_i,0,178467,367097,2933470,188630
2018,930697099,201922609349301402,IRS990,part_i,386969,63869,618994,1160745,555125
2018,931187879,201843179349306069,IRS990,part_i,270067,77375,498161,560817,420786
2018,204055635,201901809349300300,IRS990,part_i,76583,39936,637415,431471,597479
2018,930991167,201911369349301176,IRS990,part_i,448335,-172236,557173,231754,729409
2018,931271238,201910509349300236,IRS990,part_i,53921,177449,580264,1767917,402815
2018,200758858,201843189349312289,IRS990,part_i,328325,68264,553644,784130,485380
2018,237088803,201813109349300601,IRS990,part_i,294902,17851,630304,378929,612453
2018,201816376,201813199349308411,IRS990,part_i,376957,53885,595619,827840,541734
2018,931239982,201942699349301029,IRS990,part_i,142866,-404,362338,927516,362742
2018,930617863,201941689349300639,IRS990,part_i,18100,41723,553187,745359,511464
2018,454176224,201833199349317803,IRS990,part_i,438498,-55926,634370,318118,690296
2018,930699888,201942599349301599,IRS990,part_i,0,-1302341,626960,10731347,1929301
2018,930872565,201813189349306296,IRS990,part_i,389927,3803,426875,153108,423072
2018,930228793,201940539349300824,IRS990,part_i,0,80486,624645,219293,544159
2018,742374656,201901309349304525,IRS990,part_i,0,-56043,616950,898962,672993
2018,464296454,201843199349308669,IRS990,part_i,151803,90780,384459,366971,293679
2018,263664835,201921279349301127,IRS990,part_i,449064,-28991,582616,255362,611607
2018,743261833,201921309349305092,IRS990,part_i,357038,-143357,623680,236079,767037
2018,930727839,201941199349301519,IRS990,part_i,0,-324652,623450,2680619,948102
2018,943257970,201802859349300970,IRS990,part_i,0,-155317,623435,2420567,778752
2018,930341188,201911439349300441,IRS990,part_i,72933,-7557,178092,628242,185649
2018,931127754,201901659349301035,IRS990,part_i,268968,155182,601709,1129357,446527
2018,930393118,201911829349301121,IRS990,part_i,15517,-5903,117885,240029,123788
2018,930961591,201831349349310863,IRS990,part_i,0,-229091,75860,2144193,304951
2018,316622344,201733189349100213,IRS990PF,pf_part_i,0,0,42274,,28297
2018,272209703,201902039349301530,IRS990,part_i,14153,-245461,619729,438055,865190
2018,811337449,201813179349303351,IRS990,part_i,352183,-25445,472996,245228,498441
2018,470898679,201920369349300647,IRS990,part_i,0,105597,619326,177566,513729
2018,460494578,201802429349100015,IRS990PF,pf_part_i,80676,0,3033715,,387348
2018,930188103,201841359349309924,IRS990,part_i,0,102595,183618,1488679,81023
2018,271907027,201801319349301590,IRS990,part_i,0,48225,310371,269413,262146
2018,931151372,201822279349303017,IRS990,part_i,196864,34671,605316,82254,570645
2018,260416765,201823169349304007,IRS990,part_i,313127,-66826,779824,407646,846650
2018,800455845,201901909349300525,IRS990,part_i,133041,-11116,606202,77703,617318
2018,931040479,201930389349300333,IRS990,part_i,412345,64091,612483,396512,548392
2018,814624131,201931289349100913,IRS990PF,pf_part_i,0,0,387470,,56369
2018,930919495,201902059349301315,IRS990,part_i,213773,107498,543794,1062731,436296
2018,743052925,201900469349300200,IRS990,part_i,82935,61657,219565,3962525,157908
2018,936030143,201922209349300842,IRS990,part_i,115544,57159,595876,713707,538717
2018,205351113,201930779349300903,IRS990,part_i,227040,247106,610549,750836,363443
2018,931064520,201941339349307699,IRS990,part_i,453895,35048,609339,519015,574291
2018,931220479,201940149349300894,IRS990,part_i,350755,-12701,585885,116630,598586
2018,203399144,201941309349102424,IRS990PF,pf_part_i,0,0,276851,,409042
2018,200092657,201921359349312557,IRS990,part_i,249874,73638,606510,87288,532872
2018,680428445,201832679349100358,IRS990PF,pf_part_i,0,0,34323,,81535
2018,930551733,201843169349302934,IRS990,part_i,143478,-108651,397466,317394,506117
2018,273650979,201803199349103620,IRS990PF,pf_part_i,5300,0,606914,,653136
2018,930832299,201931359349310258,IRS990,part_i,95196,47756,606370,211973,558614
2018,911846393,201940369349300734,IRS990,part_i,235005,56467,605522,218669,549055
2018,201310964,201910499349100406,IRS990PF,pf_part_i,0,0,533331,,33652
2018,814978022,201813209349301621,IRS990,part_i,0,554708,604708,16470823,50000
2018,270938109,201912149349300626,IRS990,part_i,550584,-21368,604514,43586,625882
2018,930802694,201920089349301532,IRS990,part_i,44482,95044,603752,15493,508708
2018,930702088,201932399349300983,IRS990,part_i,183606,81094,569844,1866471,488750
2018,930979294,201843139349301744,IRS990,part_i,389288,72537,574398,212046,501861
2018,237240503,201821709349300637,IRS990,part_i,0,89584,590367,1094904,500783
2018,471465358,201803199349314925,IRS990,part_i,0,21346,591038,566193,569692
2018,931320571,201811879349300691,IRS990,part_i,172593,24903,577807,598366,552904
2018,930460749,201940579349300814,IRS990,part_i,142042,-235164,592251,554547,827415
2018,911737883,201901989349300100,IRS990,part_i,382777,99408,589240,352628,489832
2018,931306727,201941349349104164,IRS990PF,pf_part_i,0,0,62261,,80701
2018,931071758,201930749349301568,IRS990,part_i,128522,118326,600786,1067269,482460
2018,474687471,201940239349300324,IRS990,part_i,76510,272018,586898,338267,314880
2018,911846241,201811789349300101,IRS990,part_i,7600,-63690,229245,1997874,292935
2018,931150366,201920309349300737,IRS990,part_i,0,31821,600180,92382,568359
2018,931155647,201802049349301065,IRS990,part_i,241401,276996,777992,418281,500996
2018,931258906,201942409349301104,IRS990,part_i,333782,-73249,591240,152845,664489
2018,930873279,201813099349301091,IRS990,part_i,82143,-18681,564617,1563052,583298
2018,471919872,201941649349100029,IRS990PF,pf_part_i,0,0,526109,,201536
2018,371870249,201813139349301926,IRS990,part_i,88633,67985,206408,80075,138423
2018,936026550,201941359349102429,IRS990PF,pf_part_i,48334,0,597591,,394062
2018,473975911,201823199349308742,IRS990,part_i,122430,-36326,585981,354383,622307
2018,930880205,201921919349300957,IRS990,part_i,548986,-274784,595925,675908,870709
2018,273339796,201823139349300007,IRS990,part_i,0,585921,595901,660327,9980
2018,930871161,201843069349301444,IRS990,part_i,315491,-37204,449420,97317,486624
2018,930766824,201901219349301770,IRS990,part_i,188019,931,594843,334028,593912
2018,930822389,201823039349300037,IRS990,part_i,241397,59834,450200,662195,390366
2018,931168567,201900989349301215,IRS990,part_i,509434,-97658,566912,623901,664570
2018,931091269,201901359349309325,IRS990,part_i,231197,135851,591849,1553916,455998
2018,930823216,201920089349301237,IRS990,part_i,412048,-37534,574599,918256,612133
2018,364588657,201910719349300101,IRS990,part_i,279072,14489,590763,373820,576274
2018,931243038,201902399349100115,IRS990PF,pf_part_i,0,0,590298,,292494
2018,263675794,201920999349300302,IRS990,part_i,431189,-263772,590249,129852,854021
2018,930122405,201941639349300049,IRS990,part_i,48590,5080,187394,882387,182314
2018,930736403,201920469349300722,IRS990,part_i,125424,84753,536666,922630,451913
2018,731634365,201841709349300129,IRS990,part_i,52558,248801,588548,457787,339747
2018,473727282,201812419349301306,IRS990,part_i,444402,-250669,588468,173917,839137
2018,931294230,201831359349314388,IRS990,part_i,260437,186233,628386,535545,442153
2018,680432314,201833139349100533,IRS990PF,pf_part_i,50030,0,131465,,131501
2018,931122800,201823319349300637,IRS990,part_i,240577,182698,587674,382040,404976
2018,931040395,201922959349300247,IRS990,part_i,404046,78003,587333,213823,509330
2018,931234367,201843179349303034,IRS990,part_i,215414,157400,680174,676701,522774
2018,930388543,201922959349301432,IRS990,part_i,0,-9672,584929,169550,594601
2018,205773688,201832639349300133,IRS990,part_i,30536,74054,510751,334721,436697
2018,208430070,201803199349308385,IRS990,part_i,227357,-50454,376516,231697,426970
2018,931226663,201912199349300306,IRS990,part_i,548612,-152530,580926,1159446,733456
2018,262460520,201811419349300916,IRS990,part_i,330150,67812,539966,379263,472154
2018,930286205,201833199349315393,IRS990,part_i,374209,7812,554813,98740,547001
2018,930268510,201911359349312271,IRS990,part_i,0,49922,582940,671686,533018
2018,930687293,201823199349307132,IRS990,part_i,165117,52627,485979,931305,433352
2018,930687567,201843179349303884,IRS990,part_i,0,343678,434338,741441,90660
2018,451510255,201932669349301113,IRS990,part_i,185585,97751,582379,671637,484628
2018,200038065,201931709349300733,IRS990,part_i,200348,128712,519396,328966,390684
2018,931112566,201932379349300253,IRS990,part_i,0,97773,566050,395865,468277
2018,263757028,201921429349301857,IRS990,part_i,157865,184101,581383,536176,397282
2018,452937097,201823349349300622,IRS990,part_i,309781,67779,580637,487764,512858
2018,814453786,201910739349301601,IRS990,part_i,0,365752,561437,664231,195685
2018,542172556,201812499349300231,IRS990,part_i,318093,-16344,580602,433428,596946
2018,931058377,201803199349319135,IRS990,part_i,409358,24357,911155,270641,886798
2018,943036846,201911959349300606,IRS990,part_i,424832,26727,580068,31746,553341
2018,930655489,201902579349300020,IRS990,part_i,48755,32135,349962,539392,317827
2018,931017956,201932259349301148,IRS990,part_i,0,36794,36794,650563,0
2018,930501864,201911899349300956,IRS990,part_i,69852,-5739,241268,665227,247007
2018,930328464,201821359349309822,IRS990,part_i,219178,4834,532704,672032,527870
2018,931272479,201823189349312262,IRS990,part_i,36000,11735,481008,61849,469273
2018,812114065,201900649349300515,IRS990,part_i,0,-94377,577880,305616,672257
2018,930753495,201932279349303468,IRS990,part_i,209870,-8676,558398,173350,567074
2018,930794951,201910469349302216,IRS990,part_i,0,434127,527203,2921829,93076
2018,936013898,201941359349305849,IRS990,part_i,188691,38349,575843,324833,537494
2018,936094816,201843169349303849,IRS990,part_i,121159,-98536,220257,2675292,318793
2018,931111942,201931359349310783,IRS990,part_i,375251,-4869,575296,185538,580165
2018,931283147,201901359349102825,IRS990PF,pf_part_i,14514,0,226572,,75045
2018,461225723,201901359349308560,IRS990,part_i,147499,169169,574524,888864,405355
2018,721536873,201921239349301732,IRS990,part_i,96930,222933,574439,1338300,351506
2018,930280615,201900159349301355,IRS990,part_i,16566,51486,574284,59113,522798
2018,931084099,201900319349300425,IRS990,part_i,91066,72048,572629,688382,500581
2018,936042000,201832479349301173,IRS990,part_i,154707,114339,579549,1572099,465210
2018,510551932,201921349349310097,IRS990,part_i,0,-180858,-27203,1266798,153655
2018,930257382,201942199349301069,IRS990,part_i,0,-16091,200233,3116338,216324
2018,363032383,201801309349303865,IRS990,part_i,0,60374,610890,314255,550516
2018,931268887,201723319349300792,IRS990,part_i,162053,-24025,562383,15165,586408
2018,936030803,201811439349300616,IRS990,part_i,108036,39156,514678,185360,475522
2018,936042091,201931759349300123,IRS990,part_i,452209,19413,564315,597009,544902
2018,930878422,201941339349300339,IRS990,part_i,299626,5901,504560,924775,498659
2018,311012952,201921359349304257,IRS990,part_i,75582,48207,457711,1526781,409504
2018,930474342,201812749349301141,IRS990,part_i,286374,38050,583845,527008,545795
2018,931241377,201921699349100002,IRS990PF,pf_part_i,0,0,132325,,65010
2018,930814445,201823339349300522,IRS990,part_i,267009,-37402,566893,7835972,604295
2018,930456444,201942479349301504,IRS990,part_i,71250,-30425,566696,1103707,597121
2018,263929297,201901199349301465,IRS990,part_i,0,8729,566020,55646,557291
2018,462972090,201812619349300236,IRS990,part_i,7459,-5679,94938,106171,100617
2018,237024982,201803199349316450,IRS990,part_i,0,74048,143762,1700732,69714
2018,930329561,201833189349312023,IRS990,part_i,297092,49769,464788,608274,415019
2018,930255950,201921349349307002,IRS990,part_i,208436,38470,532355,607056,493885
2018,611666668,201813189349309081,IRS990,part_i,0,9669,406951,64610,397282
2018,930825064,201910319349301156,IRS990,part_i,383931,68499,556460,315434,487961
2018,237404525,201833539349300838,IRS990,part_i,228224,5023,563781,276056,558758
2018,320202371,201833199349307933,IRS990,part_i,0,66571,186588,79122,120017
2018,936044352,201832439349300238,IRS990,part_i,152959,-45332,367350,2230501,412682
2018,930813258,201921359349311887,IRS990,part_i,192217,-81502,535867,703764,617369
2018,930892261,201921339349307727,IRS990,part_i,316380,-83187,561925,144715,645112
2018,930615775,201803129349303555,IRS990,part_i,90590,23753,545905,686545,522152
2018,237211735,201921659349301227,IRS990,part_i,232871,83468,561787,2010553,478319
2018,931029326,201841989349300419,IRS990,part_i,56859,-102519,480425,853294,582944
2018,043603409,201941359349309949,IRS990,part_i,0,26285,451790,339827,425505
2018,930867777,201901349349310140,IRS990,part_i,219607,2789,561130,100406,558341
2018,930094834,201833519349300778,IRS990,part_i,322863,101496,560869,895732,459373
2018,237177330,201931969349301823,IRS990,part_i,0,17606,560565,105211,542959
2018,930765046,201912679349300021,IRS990,part_i,121165,282731,557489,3201494,274758
2018,930575137,201913019349301431,IRS990,part_i,290545,76739,559119,925127,482380
2018,264572130,201910479349300401,IRS990,part_i,353092,-17,559109,29002,559126
2018,814643539,201910469349301671,IRS990,part_i,288142,105123,558574,257711,453451
